 &plot nbnd=  32, nks=    53 /
            0.000000  0.000000  0.000000
  -21.242   -9.337   -4.778   -4.778    1.420    2.245    2.505    4.476    5.313    6.597
    6.598    8.453    9.581    9.682   10.752   13.793   15.299   20.369   20.753   22.461
   26.481   26.481   27.428   29.865   29.865   30.957   31.852   33.437   33.437   33.921
   33.921   34.351
            0.025000  0.014434  0.000000
  -21.228   -9.320   -4.839   -4.810    1.440    2.265    2.526    4.496    5.333    6.607
    6.662    8.473    9.602    9.630   10.778   13.811   15.319   20.381   20.802   22.480
   26.316   26.327   27.333   29.864   30.065   30.975   32.206   32.344   32.864   33.494
   33.708   33.721
            0.050000  0.028868  0.000000
  -21.183   -9.267   -5.020   -4.905    1.501    2.326    2.587    4.556    5.392    6.631
    6.853    8.531    9.476    9.662   10.858   13.865   15.378   20.414   20.945   22.539
   25.796   25.908   27.280   29.879   30.578   30.897   31.032   32.116   32.138   32.247
   32.878   33.079
            0.075000  0.043301  0.000000
  -21.110   -9.179   -5.310   -5.055    1.601    2.428    2.688    4.657    5.491    6.660
    7.163    8.629    9.226    9.764   10.996   13.955   15.478   20.461   21.171   22.637
   25.017   25.387   27.370   29.453   29.890   30.613   30.806   31.122   31.257   31.437
   32.186   32.867
            0.100000  0.057735  0.000000
  -21.007   -9.056   -5.695   -5.251    1.742    2.570    2.831    4.797    5.629    6.680
    7.581    8.762    8.889    9.905   11.197   14.080   15.616   20.507   21.462   22.777
   24.185   24.829   27.514   28.038   29.144   29.259   30.055   30.772   31.243   31.491
   31.658   31.902
            0.125000  0.072169  0.000000
  -20.874   -8.898   -6.159   -5.480    1.924    2.752    3.014    4.977    5.805    6.681
    8.095    8.465    8.942   10.085   11.461   14.237   15.793   20.518   21.785   22.964
   23.410   24.272   26.669   27.466   27.722   28.103   30.010   30.144   30.393   30.408
   30.989   31.422
            0.150000  0.086603  0.000000
  -20.713   -8.706   -6.687   -5.732    2.145    2.975    3.238    5.196    6.017    6.662
    7.976    8.692    9.155   10.304   11.785   14.427   16.008   20.431   22.088   22.784
   23.198   23.732   25.371   26.359   26.401   27.807   29.074   29.264   29.555   30.004
   30.391   31.071
            0.175000  0.101036  0.000000
  -20.522   -8.481   -7.263   -5.997    2.407    3.237    3.502    5.454    6.253    6.635
    7.430    9.359    9.407   10.562   12.157   14.644   16.261   20.161   22.252   22.391
   23.218   23.443   24.220   25.102   25.134   27.190   27.789   28.706   29.005   29.847
   29.886   30.516
            0.200000  0.115470  0.000000
  -20.303   -8.222   -7.875   -6.265    2.709    3.540    3.807    5.748    6.417    6.699
    6.840    9.696   10.085   10.859   12.563   14.885   16.551   19.703   21.958   22.197
   22.735   23.169   23.667   23.942   24.305   26.161   26.585   28.419   28.494   29.337
   29.736   30.001
            0.225000  0.129904  0.000000
  -20.055   -8.511   -7.932   -6.531    3.050    3.880    4.153    6.009    6.283    6.390
    6.979   10.021   10.859   11.194   12.985   15.140   16.877   19.143   21.068   21.919
   22.162   22.286   23.008   23.536   24.339   25.117   25.595   27.949   28.021   28.832
   29.385   29.470
            0.250000  0.144338  0.000000
  -19.779   -9.164   -7.610   -6.787    3.432    4.255    4.539    5.514    6.308    6.500
    7.345   10.383   11.567   11.671   13.397   15.394   17.238   18.560   20.001   21.019
   21.143   21.874   22.568   23.286   24.229   24.257   25.290   27.240   27.588   28.146
   28.682   28.868
            0.275000  0.158771  0.000000
  -19.475   -9.825   -7.260   -7.029    3.853    4.582    4.934    4.965    6.214    6.909
    7.760   10.778   11.979   12.508   13.764   15.610   17.630   17.999   18.938   19.902
   20.161   21.499   22.077   22.491   23.817   24.199   25.482   26.418   27.193   27.247
   28.233   28.401
            0.300000  0.173205  0.000000
  -19.144  -10.488   -7.254   -6.883    4.094    4.313    5.192    5.428    6.122    7.362
    8.217   11.205   12.427   13.360   14.027   15.710   17.501   17.885   18.085   18.872
   19.228   21.162   21.340   21.521   23.695   24.210   25.551   25.673   26.609   26.837
   27.901   27.989
            0.325000  0.187639  0.000000
  -18.787  -11.148   -7.457   -6.482    3.411    4.811    5.683    5.894    6.074    7.856
    8.715   11.659   12.912   14.092   14.212   15.557   16.955   17.106   17.954   18.450
   18.541   20.580   20.587   20.864   23.450   23.974   25.259   25.270   26.519   26.571
   27.599   27.649
            0.350000  0.202073  0.000000
  -18.403  -11.800   -7.638   -6.063    2.728    5.340    5.932    6.221    6.507    8.386
    9.252   12.132   13.428   13.862   15.047   15.092   16.020   16.700   17.312   17.947
   18.980   19.774   19.971   20.605   22.897   23.369   25.090   25.275   26.238   26.705
   27.197   27.516
            0.375000  0.216506  0.000000
  -17.995  -12.439   -7.793   -5.632    2.065    5.771    6.009    6.801    7.090    8.954
    9.828   12.604   13.309   14.000   14.435   15.078   15.844   16.131   16.817   17.669
   19.015   19.591   19.599   20.385   22.247   22.625   25.000   25.455   25.995   26.699
   26.783   27.534
            0.400000  0.230940  0.000000
  -17.565  -13.062   -7.922   -5.202    1.438    5.762    6.571    7.420    7.717    9.555
   10.442   12.595   12.958   13.795   14.134   14.586   15.473   16.261   16.576   17.405
   18.684   19.431   20.035   20.205   21.703   21.941   24.885   25.440   25.788   26.543
   26.566   27.350
            0.425000  0.245374  0.000000
  -17.117  -13.661   -8.023   -4.792    0.872    5.717    7.219    8.075    8.386   10.187
   11.092   11.803   12.614   13.212   13.746   14.842   15.194   15.577   17.112   17.211
   18.460   19.306   20.065   20.390   21.423   21.504   24.706   25.016   25.621   26.382
   26.636   27.008
            0.450000  0.259808  0.000000
  -16.661  -14.226   -8.096   -4.433    0.400    5.681    7.907    8.767    9.094   10.835
   10.984   11.783   11.870   12.318   13.648   14.625   14.804   15.842   16.824   17.708
   18.168   19.090   19.965   20.440   21.462   21.558   24.454   24.460   25.495   26.161
   26.652   26.759
            0.475000  0.274241  0.000000
  -16.235  -14.718   -8.140   -4.177    0.075    5.659    8.630    9.489    9.840   10.183
   11.002   11.456   11.588   12.503   13.050   14.025   14.877   16.485   16.576   17.716
   18.028   18.873   19.905   20.365   21.667   21.855   23.985   24.185   25.416   25.963
   26.483   26.800
            0.500000  0.288675  0.000000
  -16.009  -14.966   -8.155   -4.082   -0.043    5.652    9.322    9.458   10.152   10.343
   10.619   10.644   12.072   12.539   13.222   13.283   15.024   16.462   17.029   17.228
   18.139   18.785   19.885   20.339   21.788   22.006   23.783   24.054   25.388   25.887
   26.436   26.806
            0.513889  0.264619  0.000000
  -15.997  -14.955   -8.216   -4.065   -0.047    5.735    9.338    9.475   10.155   10.362
   10.637   10.662   12.065   12.557   13.236   13.300   14.974   16.480   16.990   17.239
   18.152   18.586   20.152   20.394   21.806   21.986   23.853   24.067   24.439   25.691
   25.775   26.134
            0.527778  0.240563  0.000000
