The average electron(hole) population on different diabatic wave function for one core sample. 
         time      csit(1)      csit(2)      csit(3)      csit(4)      csit(5)      csit(6)      csit(7)      csit(8)      csit(9)     csit(10)     csit(11)     csit(12)     csit(13)     csit(14)     csit(15)     csit(16)     csit(17)     csit(18)     csit(19)     csit(20)     csit(21)     csit(22)     csit(23)     csit(24)     csit(25)     csit(26)     csit(27)     csit(28)     csit(29)     csit(30)     csit(31)     csit(32)     csit(33)     csit(34)     csit(35)     csit(36)
          fs             1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21           22           23           24           25           26           27           28           29           30           31           32           33           34           35           36
  0.11000E+03  0.12731E-04  0.39986E-04  0.85457E-03  0.43649E-01  0.78763E-03  0.45517E-04  0.46566E-04  0.38088E-03  0.72176E-01  0.54135E-01  0.26866E-03  0.39424E-04  0.51063E-03  0.58685E-01  0.10590E-02  0.86892E-01  0.78504E-03  0.38150E-03  0.54961E-01  0.72904E-01  0.77215E-01  0.62680E-01  0.76732E-01  0.77192E-01  0.49061E-03  0.36724E-03  0.61497E-03  0.42526E-01  0.11327E-02  0.57065E-01  0.40608E-04  0.42385E-04  0.37581E-03  0.68969E-01  0.85559E-01  0.38353E-03
  0.11100E+03  0.16298E-04  0.51728E-04  0.61694E-03  0.49490E-01  0.66098E-03  0.49222E-04  0.37059E-04  0.30040E-03  0.68031E-01  0.39563E-01  0.33875E-03  0.57069E-04  0.57657E-03  0.62828E-01  0.10135E-02  0.76858E-01  0.64961E-03  0.29446E-03  0.71016E-01  0.67417E-01  0.52932E-01  0.39934E-01  0.79670E-01  0.90399E-01  0.49012E-03  0.34125E-03  0.71807E-03  0.74185E-01  0.15650E-02  0.61715E-01  0.42659E-04  0.47725E-04  0.27877E-03  0.75369E-01  0.81827E-01  0.61908E-03
  0.11200E+03  0.96806E-05  0.54036E-04  0.60877E-03  0.70413E-01  0.46516E-03  0.43185E-04  0.37383E-04  0.30640E-03  0.71790E-01  0.70399E-01  0.33083E-03  0.56091E-04  0.40228E-03  0.59910E-01  0.13773E-02  0.79362E-01  0.70735E-03  0.39195E-03  0.58532E-01  0.65693E-01  0.70941E-01  0.46349E-01  0.65028E-01  0.99609E-01  0.53471E-03  0.42002E-03  0.50723E-03  0.54956E-01  0.12459E-02  0.55232E-01  0.47867E-04  0.61483E-04  0.44948E-03  0.71002E-01  0.52139E-01  0.58722E-03
  0.11300E+03  0.10731E-04  0.38201E-04  0.59029E-03  0.62078E-01  0.64779E-03  0.42791E-04  0.42356E-04  0.26385E-03  0.67425E-01  0.69654E-01  0.39993E-03  0.56339E-04  0.52519E-03  0.55082E-01  0.11764E-02  0.67687E-01  0.62635E-03  0.45112E-03  0.47647E-01  0.77067E-01  0.89415E-01  0.47335E-01  0.76939E-01  0.84229E-01  0.60573E-03  0.52817E-03  0.54156E-03  0.61965E-01  0.12561E-02  0.74097E-01  0.44333E-04  0.48085E-04  0.31509E-03  0.51864E-01  0.58649E-01  0.65679E-03
  0.11400E+03  0.14205E-04  0.45544E-04  0.37921E-03  0.25199E-01  0.49892E-03  0.52531E-04  0.46424E-04  0.22427E-03  0.60803E-01  0.54186E-01  0.29944E-03  0.66689E-04  0.47088E-03  0.48412E-01  0.12497E-02  0.94734E-01  0.57941E-03  0.47579E-03  0.61253E-01  0.90911E-01  0.78817E-01  0.70360E-01  0.78517E-01  0.86268E-01  0.64105E-03  0.37011E-03  0.60312E-03  0.67906E-01  0.13303E-02  0.71619E-01  0.51393E-04  0.39306E-04  0.38070E-03  0.46094E-01  0.56609E-01  0.49325E-03
  0.11500E+03  0.20811E-04  0.40839E-04  0.54987E-03  0.22899E-01  0.71263E-03  0.55807E-04  0.64310E-04  0.38601E-03  0.61295E-01  0.69084E-01  0.44421E-03  0.59456E-04  0.67282E-03  0.51121E-01  0.10382E-02  0.65417E-01  0.53502E-03  0.56889E-03  0.76420E-01  0.76809E-01  0.92162E-01  0.59796E-01  0.51475E-01  0.84933E-01  0.65375E-03  0.35668E-03  0.50750E-03  0.63286E-01  0.10179E-02  0.66932E-01  0.40769E-04  0.80492E-04  0.35606E-03  0.82111E-01  0.67591E-01  0.50724E-03
  0.11600E+03  0.17626E-04  0.42669E-04  0.69945E-03  0.39329E-01  0.83311E-03  0.64209E-04  0.51527E-04  0.28655E-03  0.45162E-01  0.69888E-01  0.30844E-03  0.54196E-04  0.72288E-03  0.11046E+00  0.84742E-03  0.69721E-01  0.69275E-03  0.60760E-03  0.53623E-01  0.73863E-01  0.70975E-01  0.66757E-01  0.67596E-01  0.71975E-01  0.54516E-03  0.45806E-03  0.48526E-03  0.58193E-01  0.10665E-02  0.62947E-01  0.40318E-04  0.72570E-04  0.39901E-03  0.67744E-01  0.62984E-01  0.49027E-03
  0.11700E+03  0.17665E-04  0.55104E-04  0.86570E-03  0.21465E-01  0.12000E-02  0.62709E-04  0.49186E-04  0.45368E-03  0.63617E-01  0.71080E-01  0.29888E-03  0.63551E-04  0.51448E-03  0.79310E-01  0.10541E-02  0.46318E-01  0.66498E-03  0.45687E-03  0.67273E-01  0.73310E-01  0.53004E-01  0.58681E-01  0.62563E-01  0.93713E-01  0.82723E-03  0.32773E-03  0.55204E-03  0.73141E-01  0.53975E-03  0.97464E-01  0.46439E-04  0.87977E-04  0.26528E-03  0.50276E-01  0.79790E-01  0.59457E-03
  0.11800E+03  0.16241E-04  0.47240E-04  0.10755E-02  0.23505E-01  0.86533E-03  0.48383E-04  0.64383E-04  0.34982E-03  0.85115E-01  0.68645E-01  0.27882E-03  0.95708E-04  0.96530E-03  0.11241E+00  0.76877E-03  0.45991E-01  0.63072E-03  0.29274E-03  0.71846E-01  0.53021E-01  0.64489E-01  0.50407E-01  0.42922E-01  0.68706E-01  0.57748E-03  0.36097E-03  0.58669E-03  0.52231E-01  0.70628E-03  0.71919E-01  0.55980E-04  0.91012E-04  0.30698E-03  0.91132E-01  0.88962E-01  0.51123E-03
  0.11900E+03  0.25959E-04  0.70680E-04  0.57337E-03  0.35805E-01  0.86585E-03  0.46903E-04  0.63537E-04  0.33724E-03  0.84578E-01  0.54137E-01  0.23118E-03  0.64552E-04  0.78473E-03  0.97512E-01  0.96394E-03  0.53141E-01  0.64396E-03  0.39662E-03  0.54785E-01  0.77620E-01  0.60003E-01  0.45731E-01  0.79508E-01  0.53035E-01  0.65872E-03  0.36420E-03  0.90023E-03  0.44060E-01  0.72078E-03  0.10647E+00  0.68130E-04  0.61254E-04  0.41071E-03  0.75933E-01  0.68861E-01  0.57123E-03
  0.12000E+03  0.11633E-04  0.68663E-04  0.91318E-03  0.43240E-01  0.10338E-02  0.45342E-04  0.56699E-04  0.35828E-03  0.10068E+00  0.70883E-01  0.32410E-03  0.51062E-04  0.61242E-03  0.58343E-01  0.99201E-03  0.46657E-01  0.58948E-03  0.32063E-03  0.59317E-01  0.57605E-01  0.83575E-01  0.50689E-01  0.50241E-01  0.59952E-01  0.54947E-03  0.28058E-03  0.47441E-03  0.69843E-01  0.44464E-03  0.98922E-01  0.59406E-04  0.51150E-04  0.35630E-03  0.62043E-01  0.80001E-01  0.41461E-03
  0.12100E+03  0.13416E-04  0.49357E-04  0.71150E-03  0.60213E-01  0.64546E-03  0.48522E-04  0.53809E-04  0.24627E-03  0.77490E-01  0.69947E-01  0.40967E-03  0.49847E-04  0.86347E-03  0.67345E-01  0.54996E-03  0.65067E-01  0.69475E-03  0.22604E-03  0.44674E-01  0.74010E-01  0.93077E-01  0.62685E-01  0.56561E-01  0.73754E-01  0.90016E-03  0.28992E-03  0.61994E-03  0.57273E-01  0.65837E-03  0.70736E-01  0.71363E-04  0.62817E-04  0.32411E-03  0.52838E-01  0.66344E-01  0.49718E-03
  0.12200E+03  0.19240E-04  0.45715E-04  0.63098E-03  0.58765E-01  0.62656E-03  0.57853E-04  0.47718E-04  0.25266E-03  0.66106E-01  0.63470E-01  0.32059E-03  0.33720E-04  0.75475E-03  0.60369E-01  0.48188E-03  0.49696E-01  0.10885E-02  0.30403E-03  0.45945E-01  0.66796E-01  0.83773E-01  0.66914E-01  0.54713E-01  0.89946E-01  0.59737E-03  0.25759E-03  0.67929E-03  0.69320E-01  0.67939E-03  0.58770E-01  0.57340E-04  0.50514E-04  0.31290E-03  0.67552E-01  0.90194E-01  0.37247E-03
  0.12300E+03  0.18611E-04  0.51718E-04  0.64085E-03  0.49360E-01  0.79652E-03  0.68386E-04  0.60345E-04  0.25072E-03  0.65454E-01  0.59353E-01  0.32250E-03  0.53772E-04  0.63186E-03  0.43940E-01  0.59161E-03  0.62067E-01  0.82117E-03  0.33162E-03  0.48782E-01  0.78844E-01  0.71556E-01  0.66899E-01  0.80947E-01  0.69098E-01  0.67814E-03  0.28878E-03  0.75737E-03  0.95734E-01  0.85515E-03  0.71028E-01  0.52220E-04  0.46769E-04  0.31801E-03  0.55412E-01  0.73350E-01  0.53955E-03
  0.12400E+03  0.12313E-04  0.37286E-04  0.53552E-03  0.57048E-01  0.69717E-03  0.50087E-04  0.42351E-04  0.32318E-03  0.63520E-01  0.78464E-01  0.26311E-03  0.53955E-04  0.78893E-03  0.96204E-01  0.79755E-03  0.58397E-01  0.65253E-03  0.46335E-03  0.46861E-01  0.56838E-01  0.73162E-01  0.64010E-01  0.49353E-01  0.94531E-01  0.57841E-03  0.27691E-03  0.86679E-03  0.79452E-01  0.86147E-03  0.64868E-01  0.38394E-04  0.64043E-04  0.22574E-03  0.49157E-01  0.60040E-01  0.46542E-03
  0.12500E+03  0.18383E-04  0.52525E-04  0.82402E-03  0.51318E-01  0.86344E-03  0.48245E-04  0.57777E-04  0.48266E-03  0.51414E-01  0.47286E-01  0.41365E-03  0.55353E-04  0.73544E-03  0.87140E-01  0.94010E-03  0.73626E-01  0.77869E-03  0.42307E-03  0.55727E-01  0.77467E-01  0.56289E-01  0.46945E-01  0.47280E-01  0.81741E-01  0.69219E-03  0.43879E-03  0.71802E-03  0.69074E-01  0.76621E-03  0.52239E-01  0.56465E-04  0.72635E-04  0.34303E-03  0.84594E-01  0.10850E+00  0.57680E-03
  0.12600E+03  0.14743E-04  0.37502E-04  0.81312E-03  0.74237E-01  0.77713E-03  0.36466E-04  0.47409E-04  0.34160E-03  0.72560E-01  0.80994E-01  0.35443E-03  0.37321E-04  0.98744E-03  0.90642E-01  0.84663E-03  0.84966E-01  0.10111E-02  0.39686E-03  0.42389E-01  0.99172E-01  0.53570E-01  0.42963E-01  0.48873E-01  0.83780E-01  0.77839E-03  0.37667E-03  0.98148E-03  0.33661E-01  0.72589E-03  0.49272E-01  0.45089E-04  0.53729E-04  0.24479E-03  0.66559E-01  0.66884E-01  0.56906E-03
  0.12700E+03  0.16134E-04  0.58641E-04  0.59215E-03  0.76640E-01  0.69442E-03  0.59377E-04  0.55186E-04  0.43285E-03  0.62946E-01  0.70045E-01  0.31311E-03  0.56233E-04  0.70100E-03  0.92441E-01  0.66934E-03  0.68053E-01  0.76390E-03  0.31830E-03  0.65657E-01  0.75936E-01  0.42365E-01  0.64148E-01  0.53385E-01  0.80598E-01  0.70739E-03  0.52511E-03  0.75518E-03  0.49588E-01  0.61938E-03  0.67623E-01  0.43461E-04  0.41454E-04  0.32481E-03  0.55748E-01  0.66601E-01  0.47757E-03
  0.12800E+03  0.12459E-04  0.56835E-04  0.80129E-03  0.66958E-01  0.54273E-03  0.45116E-04  0.47128E-04  0.28548E-03  0.81389E-01  0.80575E-01  0.25526E-03  0.39513E-04  0.60952E-03  0.80322E-01  0.92450E-03  0.61299E-01  0.64775E-03  0.41990E-03  0.79224E-01  0.60697E-01  0.66418E-01  0.53356E-01  0.64803E-01  0.48779E-01  0.62218E-03  0.34931E-03  0.53711E-03  0.80943E-01  0.12383E-02  0.63430E-01  0.47787E-04  0.37974E-04  0.21509E-03  0.44000E-01  0.59508E-01  0.56370E-03
  0.12900E+03  0.24872E-04  0.50141E-04  0.78654E-03  0.61604E-01  0.93271E-03  0.78139E-04  0.47637E-04  0.29624E-03  0.78473E-01  0.63139E-01  0.23567E-03  0.31693E-04  0.75499E-03  0.90855E-01  0.10929E-02  0.69193E-01  0.43815E-03  0.25626E-03  0.77358E-01  0.50298E-01  0.41137E-01  0.75388E-01  0.59195E-01  0.50659E-01  0.59208E-03  0.43288E-03  0.61052E-03  0.61114E-01  0.10132E-02  0.74021E-01  0.51504E-04  0.40877E-04  0.36062E-03  0.63500E-01  0.75235E-01  0.70316E-03
  0.13000E+03  0.16040E-04  0.44188E-04  0.60731E-03  0.61924E-01  0.94226E-03  0.68059E-04  0.57704E-04  0.31345E-03  0.53250E-01  0.56651E-01  0.39359E-03  0.43469E-04  0.50392E-03  0.91105E-01  0.15046E-02  0.73707E-01  0.10579E-02  0.22202E-03  0.77980E-01  0.56034E-01  0.79780E-01  0.71769E-01  0.50487E-01  0.37244E-01  0.47087E-03  0.48800E-03  0.81071E-03  0.76017E-01  0.10598E-02  0.59237E-01  0.55835E-04  0.52072E-04  0.39213E-03  0.70217E-01  0.74923E-01  0.57078E-03
  0.13100E+03  0.17080E-04  0.47483E-04  0.45093E-03  0.54432E-01  0.62219E-03  0.52291E-04  0.52255E-04  0.29192E-03  0.70106E-01  0.55655E-01  0.38426E-03  0.54306E-04  0.39152E-03  0.79259E-01  0.11406E-02  0.62895E-01  0.72989E-03  0.31290E-03  0.71613E-01  0.65725E-01  0.49252E-01  0.75139E-01  0.60034E-01  0.71547E-01  0.52700E-03  0.22703E-03  0.63764E-03  0.80361E-01  0.10158E-02  0.63242E-01  0.53643E-04  0.54195E-04  0.66781E-03  0.58947E-01  0.73512E-01  0.55053E-03
  0.13200E+03  0.14821E-04  0.76598E-04  0.69346E-03  0.65309E-01  0.75220E-03  0.50797E-04  0.43630E-04  0.32769E-03  0.74936E-01  0.71864E-01  0.34774E-03  0.39351E-04  0.47082E-03  0.52174E-01  0.10808E-02  0.69781E-01  0.92604E-03  0.25164E-03  0.65888E-01  0.59515E-01  0.79810E-01  0.66113E-01  0.56343E-01  0.54088E-01  0.71014E-03  0.19323E-03  0.75386E-03  0.62724E-01  0.85749E-03  0.87158E-01  0.60097E-04  0.52606E-04  0.55194E-03  0.64589E-01  0.60804E-01  0.65070E-03
  0.13300E+03  0.13558E-04  0.95314E-04  0.66054E-03  0.56361E-01  0.69400E-03  0.78159E-04  0.40976E-04  0.21710E-03  0.64358E-01  0.66112E-01  0.31375E-03  0.42572E-04  0.45268E-03  0.48837E-01  0.92025E-03  0.63006E-01  0.78666E-03  0.17339E-03  0.67248E-01  0.52167E-01  0.45930E-01  0.84109E-01  0.73958E-01  0.80003E-01  0.69705E-03  0.21372E-03  0.79437E-03  0.67171E-01  0.73564E-03  0.80175E-01  0.65063E-04  0.49573E-04  0.25075E-03  0.67857E-01  0.74918E-01  0.49436E-03
  0.13400E+03  0.16702E-04  0.78779E-04  0.80588E-03  0.74327E-01  0.49589E-03  0.77181E-04  0.63064E-04  0.17748E-03  0.73908E-01  0.66797E-01  0.40679E-03  0.46987E-04  0.61940E-03  0.69664E-01  0.15589E-02  0.52003E-01  0.63921E-03  0.37819E-03  0.68129E-01  0.56424E-01  0.59332E-01  0.10873E+00  0.59101E-01  0.42901E-01  0.67821E-03  0.26267E-03  0.59799E-03  0.66795E-01  0.17675E-02  0.57258E-01  0.53820E-04  0.37310E-04  0.28092E-03  0.52576E-01  0.82578E-01  0.43754E-03
  0.13500E+03  0.81571E-05  0.69200E-04  0.57313E-03  0.72962E-01  0.59820E-03  0.56919E-04  0.50926E-04  0.18828E-03  0.45646E-01  0.49762E-01  0.35220E-03  0.65345E-04  0.66454E-03  0.80307E-01  0.12970E-02  0.42706E-01  0.57796E-03  0.27179E-03  0.91292E-01  0.62646E-01  0.53814E-01  0.81352E-01  0.59536E-01  0.62348E-01  0.74853E-03  0.18235E-03  0.62507E-03  0.88577E-01  0.17342E-02  0.72022E-01  0.43523E-04  0.39228E-04  0.35363E-03  0.49379E-01  0.78618E-01  0.53246E-03
  0.13600E+03  0.63411E-05  0.49068E-04  0.66540E-03  0.97956E-01  0.78532E-03  0.44631E-04  0.48543E-04  0.32699E-03  0.56170E-01  0.51568E-01  0.33992E-03  0.46105E-04  0.61592E-03  0.82290E-01  0.13496E-02  0.46790E-01  0.57217E-03  0.28795E-03  0.61476E-01  0.68913E-01  0.73848E-01  0.72020E-01  0.75575E-01  0.68779E-01  0.63397E-03  0.31581E-03  0.58467E-03  0.77688E-01  0.19026E-02  0.59496E-01  0.57448E-04  0.51987E-04  0.39659E-03  0.41910E-01  0.56093E-01  0.34677E-03
  0.13700E+03  0.10489E-04  0.45576E-04  0.62298E-03  0.96948E-01  0.61534E-03  0.47245E-04  0.44291E-04  0.33707E-03  0.68246E-01  0.82275E-01  0.38278E-03  0.39549E-04  0.59523E-03  0.53511E-01  0.13958E-02  0.63418E-01  0.61411E-03  0.30299E-03  0.84080E-01  0.61756E-01  0.90317E-01  0.61448E-01  0.73264E-01  0.53516E-01  0.56830E-03  0.27053E-03  0.10359E-02  0.83381E-01  0.27260E-02  0.37258E-01  0.52357E-04  0.53899E-04  0.45217E-03  0.43537E-01  0.36404E-01  0.42853E-03
  0.13800E+03  0.73701E-05  0.49644E-04  0.81937E-03  0.73083E-01  0.71863E-03  0.65550E-04  0.55599E-04  0.34655E-03  0.68427E-01  0.59449E-01  0.24134E-03  0.45848E-04  0.56222E-03  0.80634E-01  0.13484E-02  0.53925E-01  0.66923E-03  0.49639E-03  0.10207E+00  0.60590E-01  0.74255E-01  0.71057E-01  0.34845E-01  0.72026E-01  0.62794E-03  0.35758E-03  0.68482E-03  0.52556E-01  0.30019E-02  0.67819E-01  0.45647E-04  0.46096E-04  0.34170E-03  0.57901E-01  0.60278E-01  0.54887E-03
  0.13900E+03  0.12316E-04  0.49660E-04  0.58219E-03  0.92304E-01  0.58150E-03  0.42936E-04  0.45800E-04  0.37396E-03  0.55673E-01  0.49437E-01  0.21273E-03  0.47614E-04  0.45062E-03  0.73426E-01  0.68385E-03  0.66194E-01  0.61382E-03  0.52381E-03  0.93743E-01  0.46335E-01  0.72933E-01  0.66358E-01  0.44151E-01  0.60294E-01  0.50132E-03  0.35044E-03  0.54693E-03  0.63553E-01  0.14257E-02  0.89050E-01  0.59022E-04  0.66749E-04  0.30045E-03  0.48219E-01  0.70192E-01  0.66732E-03
  0.14000E+03  0.10681E-04  0.51063E-04  0.59702E-03  0.62220E-01  0.62068E-03  0.40343E-04  0.27021E-04  0.29696E-03  0.70843E-01  0.64626E-01  0.24437E-03  0.42759E-04  0.58915E-03  0.53652E-01  0.73829E-03  0.68911E-01  0.75313E-03  0.49669E-03  0.11416E+00  0.59063E-01  0.58558E-01  0.68717E-01  0.52059E-01  0.56223E-01  0.55880E-03  0.52909E-03  0.59092E-03  0.69433E-01  0.12187E-02  0.78676E-01  0.39288E-04  0.80253E-04  0.42901E-03  0.48399E-01  0.65972E-01  0.53298E-03
  0.14100E+03  0.13300E-04  0.44763E-04  0.49955E-03  0.63409E-01  0.42720E-03  0.54734E-04  0.28532E-04  0.23583E-03  0.82905E-01  0.64970E-01  0.27758E-03  0.56045E-04  0.64804E-03  0.50438E-01  0.10024E-02  0.76195E-01  0.49946E-03  0.31355E-03  0.79266E-01  0.50533E-01  0.72474E-01  0.93928E-01  0.61314E-01  0.54401E-01  0.64465E-03  0.33453E-03  0.58243E-03  0.64190E-01  0.13064E-02  0.72559E-01  0.41909E-04  0.64562E-04  0.33933E-03  0.65165E-01  0.40253E-01  0.58565E-03
  0.14200E+03  0.18233E-04  0.37786E-04  0.71854E-03  0.49557E-01  0.54218E-03  0.35455E-04  0.31382E-04  0.24594E-03  0.70521E-01  0.80568E-01  0.25946E-03  0.48546E-04  0.60092E-03  0.63044E-01  0.16631E-02  0.59604E-01  0.68761E-03  0.40293E-03  0.10651E+00  0.45807E-01  0.54597E-01  0.80855E-01  0.55681E-01  0.40975E-01  0.38855E-03  0.24921E-03  0.57281E-03  0.75919E-01  0.18571E-02  0.62115E-01  0.24583E-04  0.60522E-04  0.31366E-03  0.81677E-01  0.63304E-01  0.51293E-03
  0.14300E+03  0.21762E-04  0.43851E-04  0.55041E-03  0.46032E-01  0.38996E-03  0.19502E-04  0.49031E-04  0.26324E-03  0.54019E-01  0.66839E-01  0.28620E-03  0.40888E-04  0.53863E-03  0.41605E-01  0.12411E-02  0.95579E-01  0.51824E-03  0.30586E-03  0.11092E+00  0.48873E-01  0.50778E-01  0.79922E-01  0.68465E-01  0.39451E-01  0.52316E-03  0.28392E-03  0.57592E-03  0.59199E-01  0.14052E-02  0.63067E-01  0.39129E-04  0.46249E-04  0.33189E-03  0.81974E-01  0.85364E-01  0.43920E-03
  0.14400E+03  0.23508E-04  0.32330E-04  0.51690E-03  0.70775E-01  0.45875E-03  0.44723E-04  0.63607E-04  0.16018E-03  0.63747E-01  0.62028E-01  0.41750E-03  0.48434E-04  0.47351E-03  0.65184E-01  0.85834E-03  0.77603E-01  0.48491E-03  0.23121E-03  0.67308E-01  0.56151E-01  0.47027E-01  0.93655E-01  0.55077E-01  0.65701E-01  0.49737E-03  0.21141E-03  0.46696E-03  0.47398E-01  0.73381E-03  0.66799E-01  0.40246E-04  0.55097E-04  0.21999E-03  0.66109E-01  0.88878E-01  0.52184E-03
  0.14500E+03  0.15229E-04  0.55169E-04  0.50502E-03  0.67202E-01  0.42597E-03  0.37610E-04  0.42485E-04  0.29211E-03  0.75639E-01  0.54958E-01  0.49374E-03  0.49121E-04  0.52393E-03  0.71474E-01  0.87541E-03  0.50895E-01  0.53123E-03  0.23936E-03  0.76948E-01  0.64787E-01  0.60606E-01  0.96774E-01  0.55411E-01  0.45299E-01  0.47169E-03  0.31721E-03  0.49649E-03  0.58521E-01  0.10226E-02  0.62070E-01  0.40713E-04  0.50738E-04  0.34621E-03  0.71469E-01  0.80576E-01  0.53875E-03
  0.14600E+03  0.15996E-04  0.49515E-04  0.67829E-03  0.66047E-01  0.59919E-03  0.49999E-04  0.42482E-04  0.31528E-03  0.45546E-01  0.52052E-01  0.26525E-03  0.67734E-04  0.61664E-03  0.78659E-01  0.81539E-03  0.47962E-01  0.65627E-03  0.37210E-03  0.69280E-01  0.68605E-01  0.55746E-01  0.10307E+00  0.65429E-01  0.45519E-01  0.51947E-03  0.31066E-03  0.77085E-03  0.90645E-01  0.93057E-03  0.57284E-01  0.42962E-04  0.68103E-04  0.33993E-03  0.65875E-01  0.80273E-01  0.48124E-03
  0.14700E+03  0.17381E-04  0.56998E-04  0.45847E-03  0.56087E-01  0.71046E-03  0.45354E-04  0.72042E-04  0.37214E-03  0.55498E-01  0.55318E-01  0.35833E-03  0.58302E-04  0.67284E-03  0.79195E-01  0.74127E-03  0.77025E-01  0.65878E-03  0.36738E-03  0.98729E-01  0.51081E-01  0.57577E-01  0.80997E-01  0.69148E-01  0.57716E-01  0.62386E-03  0.31770E-03  0.69812E-03  0.73359E-01  0.64668E-03  0.68866E-01  0.42416E-04  0.84771E-04  0.30337E-03  0.56767E-01  0.54734E-01  0.59678E-03
  0.14800E+03  0.25777E-04  0.58944E-04  0.65716E-03  0.30915E-01  0.10576E-02  0.47994E-04  0.54552E-04  0.36762E-03  0.50758E-01  0.59925E-01  0.30054E-03  0.67711E-04  0.11581E-02  0.45211E-01  0.53130E-03  0.71711E-01  0.52181E-03  0.30427E-03  0.10816E+00  0.58107E-01  0.56604E-01  0.98741E-01  0.66202E-01  0.67891E-01  0.69144E-03  0.38773E-03  0.81652E-03  0.60037E-01  0.73439E-03  0.77021E-01  0.54284E-04  0.53053E-04  0.43120E-03  0.82283E-01  0.57428E-01  0.68391E-03
  0.14900E+03  0.15903E-04  0.74036E-04  0.80212E-03  0.48949E-01  0.61623E-03  0.49145E-04  0.62901E-04  0.32111E-03  0.75384E-01  0.62032E-01  0.38985E-03  0.73052E-04  0.88514E-03  0.53935E-01  0.70047E-03  0.64178E-01  0.50440E-03  0.37541E-03  0.13417E+00  0.76868E-01  0.53634E-01  0.56771E-01  0.58809E-01  0.53857E-01  0.91919E-03  0.35535E-03  0.67544E-03  0.65245E-01  0.83845E-03  0.50764E-01  0.61607E-04  0.46473E-04  0.44002E-03  0.69091E-01  0.67440E-01  0.66192E-03
  0.15000E+03  0.16451E-04  0.33517E-04  0.85682E-03  0.62276E-01  0.60346E-03  0.55718E-04  0.40700E-04  0.34905E-03  0.75636E-01  0.64400E-01  0.37317E-03  0.63836E-04  0.61570E-03  0.60106E-01  0.72832E-03  0.54352E-01  0.53353E-03  0.35945E-03  0.12461E+00  0.59482E-01  0.33111E-01  0.94031E-01  0.55356E-01  0.62122E-01  0.81949E-03  0.48210E-03  0.70686E-03  0.77449E-01  0.62590E-03  0.53032E-01  0.53587E-04  0.64591E-04  0.37279E-03  0.65274E-01  0.50382E-01  0.62859E-03
  0.15100E+03  0.11463E-04  0.64561E-04  0.72289E-03  0.79146E-01  0.66826E-03  0.52258E-04  0.49416E-04  0.40902E-03  0.49019E-01  0.43930E-01  0.25169E-03  0.56312E-04  0.53304E-03  0.66131E-01  0.11105E-02  0.52069E-01  0.59112E-03  0.51530E-03  0.13811E+00  0.49717E-01  0.40545E-01  0.73683E-01  0.55818E-01  0.70159E-01  0.60108E-03  0.52436E-03  0.46972E-03  0.84488E-01  0.10882E-02  0.63877E-01  0.54728E-04  0.51237E-04  0.31897E-03  0.49282E-01  0.75339E-01  0.54081E-03
  0.15200E+03  0.11023E-04  0.53002E-04  0.63700E-03  0.63473E-01  0.58336E-03  0.55198E-04  0.35422E-04  0.28099E-03  0.87117E-01  0.55855E-01  0.33378E-03  0.62005E-04  0.67519E-03  0.71252E-01  0.15618E-02  0.69414E-01  0.63201E-03  0.38525E-03  0.10138E+00  0.42875E-01  0.45677E-01  0.10625E+00  0.47763E-01  0.39924E-01  0.68993E-03  0.39367E-03  0.81119E-03  0.65025E-01  0.11478E-02  0.56199E-01  0.49288E-04  0.52980E-04  0.26886E-03  0.73173E-01  0.65440E-01  0.46205E-03
  0.15300E+03  0.15157E-04  0.33402E-04  0.73814E-03  0.11065E+00  0.56457E-03  0.50151E-04  0.44386E-04  0.25877E-03  0.61129E-01  0.84877E-01  0.36831E-03  0.47732E-04  0.57381E-03  0.60567E-01  0.12633E-02  0.69776E-01  0.49925E-03  0.33694E-03  0.79295E-01  0.43197E-01  0.44586E-01  0.84218E-01  0.44153E-01  0.35003E-01  0.46213E-03  0.25450E-03  0.52082E-03  0.66144E-01  0.15438E-02  0.47253E-01  0.38432E-04  0.38469E-04  0.43377E-03  0.94253E-01  0.66370E-01  0.43932E-03
  0.15400E+03  0.14697E-04  0.37161E-04  0.66169E-03  0.10416E+00  0.51195E-03  0.40963E-04  0.53025E-04  0.25853E-03  0.70226E-01  0.87575E-01  0.29847E-03  0.62296E-04  0.56300E-03  0.47413E-01  0.16746E-02  0.67187E-01  0.59103E-03  0.20211E-03  0.80304E-01  0.43084E-01  0.49085E-01  0.98373E-01  0.30989E-01  0.43223E-01  0.52287E-03  0.24596E-03  0.38534E-03  0.66197E-01  0.13741E-02  0.62844E-01  0.43066E-04  0.47005E-04  0.31103E-03  0.89551E-01  0.51422E-01  0.46441E-03
  0.15500E+03  0.13680E-04  0.48487E-04  0.52942E-03  0.66231E-01  0.39821E-03  0.36685E-04  0.43297E-04  0.27580E-03  0.60637E-01  0.63036E-01  0.23315E-03  0.69510E-04  0.60920E-03  0.69080E-01  0.14264E-02  0.48251E-01  0.52515E-03  0.43606E-03  0.11503E+00  0.42927E-01  0.48637E-01  0.10410E+00  0.44170E-01  0.54750E-01  0.46478E-03  0.28448E-03  0.42124E-03  0.70624E-01  0.11540E-02  0.63489E-01  0.34477E-04  0.53565E-04  0.23210E-03  0.83808E-01  0.57352E-01  0.59016E-03
