Averager of naver=      20 pes(ifre,isnap),ifre=0,nfre)
        time    active_pes       pes(1)       pes(2)       pes(3)       pes(4)       pes(5)       pes(6)       pes(7)       pes(8)       pes(9)      pes(10)      pes(11)      pes(12)      pes(13)      pes(14)      pes(15)      pes(16)      pes(17)      pes(18)      pes(19)      pes(20)      pes(21)      pes(22)      pes(23)      pes(24)      pes(25)      pes(26)      pes(27)      pes(28)      pes(29)      pes(30)      pes(31)      pes(32)      pes(33)      pes(34)      pes(35)      pes(36)
           fs           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV
  0.00000E+00  0.25126E+01 -0.70543E-01  0.44889E-01  0.15950E+01  0.16583E+01  0.17161E+01  0.22160E+01  0.23023E+01  0.23637E+01  0.24182E+01  0.24626E+01  0.25012E+01  0.25441E+01  0.25952E+01  0.26570E+01  0.27000E+01  0.27687E+01  0.28407E+01  0.47453E+01  0.48376E+01  0.49153E+01  0.49704E+01  0.50670E+01  0.51374E+01  0.61950E+01  0.62788E+01  0.63452E+01  0.64428E+01  0.64992E+01  0.65963E+01  0.91850E+01  0.92580E+01  0.93082E+01  0.93828E+01  0.94632E+01  0.95485E+01  0.11415E+02
  0.10000E+01  0.25096E+01 -0.71538E-01  0.47591E-01  0.15992E+01  0.16588E+01  0.17151E+01  0.22168E+01  0.22982E+01  0.23656E+01  0.24185E+01  0.24689E+01  0.25082E+01  0.25427E+01  0.25957E+01  0.26540E+01  0.27082E+01  0.27744E+01  0.28458E+01  0.47471E+01  0.48327E+01  0.49115E+01  0.49803E+01  0.50655E+01  0.51461E+01  0.61965E+01  0.62843E+01  0.63487E+01  0.64441E+01  0.65047E+01  0.65881E+01  0.91859E+01  0.92559E+01  0.93121E+01  0.93822E+01  0.94684E+01  0.95456E+01  0.11415E+02
  0.20000E+01  0.25018E+01 -0.72591E-01  0.46079E-01  0.15990E+01  0.16566E+01  0.17106E+01  0.22199E+01  0.22937E+01  0.23600E+01  0.24173E+01  0.24672E+01  0.25118E+01  0.25475E+01  0.25952E+01  0.26543E+01  0.27073E+01  0.27797E+01  0.28458E+01  0.47410E+01  0.48330E+01  0.49094E+01  0.49798E+01  0.50629E+01  0.51564E+01  0.62002E+01  0.62871E+01  0.63571E+01  0.64381E+01  0.65080E+01  0.65797E+01  0.91849E+01  0.92536E+01  0.93172E+01  0.93817E+01  0.94692E+01  0.95443E+01  0.11415E+02
  0.30000E+01  0.24953E+01 -0.73267E-01  0.40956E-01  0.15948E+01  0.16522E+01  0.17041E+01  0.22192E+01  0.22914E+01  0.23521E+01  0.24140E+01  0.24595E+01  0.25113E+01  0.25544E+01  0.25980E+01  0.26528E+01  0.27056E+01  0.27797E+01  0.28420E+01  0.47311E+01  0.48316E+01  0.49101E+01  0.49784E+01  0.50601E+01  0.51613E+01  0.62063E+01  0.62896E+01  0.63603E+01  0.64299E+01  0.65078E+01  0.65751E+01  0.91823E+01  0.92544E+01  0.93210E+01  0.93816E+01  0.94655E+01  0.95435E+01  0.11415E+02
  0.40000E+01  0.24875E+01 -0.74929E-01  0.33704E-01  0.15896E+01  0.16426E+01  0.16969E+01  0.22119E+01  0.22876E+01  0.23498E+01  0.24057E+01  0.24543E+01  0.25013E+01  0.25543E+01  0.26024E+01  0.26528E+01  0.27051E+01  0.27702E+01  0.28362E+01  0.47214E+01  0.48327E+01  0.49103E+01  0.49718E+01  0.50580E+01  0.51583E+01  0.62139E+01  0.62873E+01  0.63572E+01  0.64210E+01  0.65060E+01  0.65752E+01  0.91792E+01  0.92565E+01  0.93219E+01  0.93815E+01  0.94596E+01  0.95429E+01  0.11415E+02
  0.50000E+01  0.24858E+01 -0.76919E-01  0.24838E-01  0.15839E+01  0.16294E+01  0.16899E+01  0.22044E+01  0.22806E+01  0.23435E+01  0.23980E+01  0.24467E+01  0.24954E+01  0.25442E+01  0.26022E+01  0.26484E+01  0.26999E+01  0.27642E+01  0.28303E+01  0.47170E+01  0.48318E+01  0.49022E+01  0.49650E+01  0.50565E+01  0.51515E+01  0.62139E+01  0.62858E+01  0.63566E+01  0.64108E+01  0.65002E+01  0.65768E+01  0.91764E+01  0.92582E+01  0.93218E+01  0.93794E+01  0.94553E+01  0.95400E+01  0.11415E+02
  0.60000E+01  0.24798E+01 -0.79885E-01  0.16521E-01  0.15724E+01  0.16210E+01  0.16829E+01  0.22011E+01  0.22713E+01  0.23372E+01  0.23863E+01  0.24446E+01  0.24901E+01  0.25310E+01  0.25951E+01  0.26405E+01  0.26882E+01  0.27605E+01  0.28247E+01  0.47204E+01  0.48255E+01  0.48934E+01  0.49570E+01  0.50505E+01  0.51443E+01  0.62101E+01  0.62876E+01  0.63474E+01  0.64069E+01  0.64887E+01  0.65809E+01  0.91739E+01  0.92603E+01  0.93190E+01  0.93762E+01  0.94535E+01  0.95349E+01  0.11415E+02
  0.70000E+01  0.24748E+01 -0.87437E-01  0.11806E-01  0.15578E+01  0.16128E+01  0.16759E+01  0.21961E+01  0.22692E+01  0.23319E+01  0.23815E+01  0.24302E+01  0.24785E+01  0.25278E+01  0.25813E+01  0.26302E+01  0.26771E+01  0.27485E+01  0.28172E+01  0.47289E+01  0.48184E+01  0.48849E+01  0.49425E+01  0.50439E+01  0.51345E+01  0.62024E+01  0.62825E+01  0.63455E+01  0.63968E+01  0.64858E+01  0.65789E+01  0.91720E+01  0.92596E+01  0.93144E+01  0.93753E+01  0.94518E+01  0.95284E+01  0.11415E+02
  0.80000E+01  0.24691E+01 -0.95611E-01  0.72646E-02  0.15428E+01  0.16051E+01  0.16674E+01  0.21888E+01  0.22694E+01  0.23254E+01  0.23776E+01  0.24209E+01  0.24661E+01  0.25207E+01  0.25684E+01  0.26175E+01  0.26674E+01  0.27357E+01  0.28068E+01  0.47363E+01  0.48110E+01  0.48783E+01  0.49294E+01  0.50354E+01  0.51233E+01  0.61917E+01  0.62761E+01  0.63450E+01  0.63890E+01  0.64811E+01  0.65753E+01  0.91710E+01  0.92546E+01  0.93105E+01  0.93765E+01  0.94487E+01  0.95219E+01  0.11415E+02
