The average active PES project on different diabatic wave function for one core sample. psit(ifre)=P(ifre,isurface)**2 
         time      psit(1)      psit(2)      psit(3)      psit(4)      psit(5)      psit(6)      psit(7)      psit(8)      psit(9)     psit(10)     psit(11)     psit(12)     psit(13)     psit(14)     psit(15)     psit(16)     psit(17)     psit(18)     psit(19)     psit(20)     psit(21)     psit(22)     psit(23)     psit(24)     psit(25)     psit(26)     psit(27)     psit(28)     psit(29)     psit(30)     psit(31)     psit(32)     psit(33)     psit(34)     psit(35)     psit(36)
          fs             1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21           22           23           24           25           26           27           28           29           30           31           32           33           34           35           36
  0.00000E+00 -0.47618E-05  0.53011E-04  0.18189E-04  0.21769E-01  0.27562E-03 -0.10924E-04  0.14602E-04  0.70801E-04  0.14784E-02  0.63823E-02  0.43574E-04 -0.46243E-04  0.16266E-05  0.17214E-01  0.98135E-04 -0.12419E-01 -0.51106E-04  0.12292E-04 -0.62223E-02  0.19437E-02 -0.66529E-02 -0.13936E-01 -0.40838E-02  0.32180E-01  0.13317E-03 -0.11620E-03 -0.15203E-03  0.95181E-02 -0.95756E-04 -0.49797E-02 -0.13212E-04 -0.18105E-04 -0.89553E-04  0.53204E-02 -0.20270E-01  0.25362E-03
  0.10000E+01  0.86688E-04  0.16747E-03  0.40598E-03  0.64690E-01  0.40598E-03  0.16747E-03  0.12441E-03  0.39810E-03  0.75135E-01  0.71419E-01  0.25600E-03  0.14335E-03  0.49456E-03  0.66688E-01  0.31266E-03  0.54704E-01  0.48588E-03  0.21407E-03  0.62913E-01  0.92396E-01  0.54969E-01  0.35686E-01  0.54969E-01  0.92396E-01  0.49456E-03  0.21407E-03  0.48588E-03  0.54704E-01  0.31266E-03  0.66688E-01  0.12441E-03  0.14335E-03  0.25600E-03  0.71419E-01  0.75135E-01  0.39810E-03
  0.20000E+01  0.83861E-04  0.17008E-03  0.47598E-03  0.57969E-01  0.47598E-03  0.17008E-03  0.15025E-03  0.43331E-03  0.75961E-01  0.71520E-01  0.25381E-03  0.12466E-03  0.56093E-03  0.71756E-01  0.29083E-03  0.62061E-01  0.46418E-03  0.17913E-03  0.68190E-01  0.83688E-01  0.56561E-01  0.24457E-01  0.56561E-01  0.83688E-01  0.56093E-03  0.17913E-03  0.46418E-03  0.62061E-01  0.29083E-03  0.71756E-01  0.15025E-03  0.12466E-03  0.25381E-03  0.71520E-01  0.75961E-01  0.43331E-03
  0.30000E+01  0.76728E-04  0.17123E-03  0.53005E-03  0.55983E-01  0.53005E-03  0.17123E-03  0.15940E-03  0.49033E-03  0.69505E-01  0.77546E-01  0.25258E-03  0.15688E-03  0.56627E-03  0.77169E-01  0.33704E-03  0.83515E-01  0.64466E-03  0.16165E-03  0.65007E-01  0.81567E-01  0.37215E-01  0.18958E-01  0.37215E-01  0.81567E-01  0.56627E-03  0.16165E-03  0.64466E-03  0.83515E-01  0.33704E-03  0.77169E-01  0.15940E-03  0.15688E-03  0.25258E-03  0.77546E-01  0.69505E-01  0.49033E-03
  0.40000E+01  0.58700E-04  0.97948E-04  0.43480E-03  0.88420E-01  0.43480E-03  0.97948E-04  0.15519E-03  0.52025E-03  0.65096E-01  0.89712E-01  0.23482E-03  0.16463E-03  0.44498E-03  0.80939E-01  0.34501E-03  0.73559E-01  0.49390E-03  0.25923E-03  0.46708E-01  0.63056E-01  0.37866E-01  0.38054E-01  0.37866E-01  0.63056E-01  0.44498E-03  0.25923E-03  0.49390E-03  0.73559E-01  0.34501E-03  0.80939E-01  0.15519E-03  0.16463E-03  0.23482E-03  0.89712E-01  0.65096E-01  0.52025E-03
  0.50000E+01  0.58517E-04  0.10416E-03  0.45833E-03  0.85949E-01  0.45833E-03  0.10416E-03  0.99206E-04  0.44707E-03  0.50755E-01  0.85612E-01  0.24483E-03  0.12057E-03  0.35158E-03  0.86031E-01  0.32476E-03  0.65943E-01  0.62283E-03  0.30283E-03  0.48983E-01  0.72919E-01  0.47653E-01  0.41031E-01  0.47653E-01  0.72919E-01  0.35158E-03  0.30283E-03  0.62283E-03  0.65943E-01  0.32476E-03  0.86031E-01  0.99206E-04  0.12057E-03  0.24483E-03  0.85612E-01  0.50755E-01  0.44707E-03
  0.60000E+01  0.56063E-04  0.15122E-03  0.53779E-03  0.66790E-01  0.53779E-03  0.15122E-03  0.93631E-04  0.31936E-03  0.58068E-01  0.68598E-01  0.27137E-03  0.10952E-03  0.41359E-03  0.88861E-01  0.37159E-03  0.68019E-01  0.64505E-03  0.34163E-03  0.54552E-01  0.68113E-01  0.52883E-01  0.63007E-01  0.52883E-01  0.68113E-01  0.41359E-03  0.34163E-03  0.64505E-03  0.68019E-01  0.37159E-03  0.88861E-01  0.93631E-04  0.10952E-03  0.27137E-03  0.68598E-01  0.58068E-01  0.31936E-03
  0.70000E+01  0.52779E-04  0.15329E-03  0.37185E-03  0.44619E-01  0.37185E-03  0.15329E-03  0.11790E-03  0.36752E-03  0.63893E-01  0.73758E-01  0.30034E-03  0.95375E-04  0.45212E-03  0.76468E-01  0.43596E-03  0.74441E-01  0.66688E-03  0.36956E-03  0.49403E-01  0.57494E-01  0.63542E-01  0.80073E-01  0.63542E-01  0.57494E-01  0.45212E-03  0.36956E-03  0.66688E-03  0.74441E-01  0.43596E-03  0.76468E-01  0.11790E-03  0.95375E-04  0.30034E-03  0.73758E-01  0.63893E-01  0.36752E-03
  0.80000E+01  0.77220E-04  0.15792E-03  0.61597E-03  0.55037E-01  0.61597E-03  0.15792E-03  0.13167E-03  0.33654E-03  0.66053E-01  0.62227E-01  0.36395E-03  0.12682E-03  0.31435E-03  0.69505E-01  0.39243E-03  0.73309E-01  0.67289E-03  0.43968E-03  0.53800E-01  0.50524E-01  0.81409E-01  0.77926E-01  0.81409E-01  0.50524E-01  0.31435E-03  0.43968E-03  0.67289E-03  0.73309E-01  0.39243E-03  0.69505E-01  0.13167E-03  0.12682E-03  0.36395E-03  0.62227E-01  0.66053E-01  0.33654E-03
  0.90000E+01  0.62126E-04  0.12220E-03  0.68427E-03  0.58906E-01  0.68427E-03  0.12220E-03  0.16226E-03  0.23192E-03  0.72195E-01  0.73862E-01  0.43250E-03  0.12273E-03  0.27697E-03  0.77077E-01  0.39424E-03  0.78448E-01  0.76351E-03  0.53990E-03  0.48079E-01  0.47258E-01  0.59113E-01  0.69587E-01  0.59113E-01  0.47258E-01  0.27697E-03  0.53990E-03  0.76351E-03  0.78448E-01  0.39424E-03  0.77077E-01  0.16226E-03  0.12273E-03  0.43250E-03  0.73862E-01  0.72195E-01  0.23192E-03
  0.10000E+02  0.10573E-03  0.13299E-03  0.71165E-03  0.61636E-01  0.71165E-03  0.13299E-03  0.15175E-03  0.22104E-03  0.60634E-01  0.58635E-01  0.50113E-03  0.12407E-03  0.34959E-03  0.75638E-01  0.40662E-03  0.89189E-01  0.73931E-03  0.39694E-03  0.40128E-01  0.54180E-01  0.73012E-01  0.68082E-01  0.73012E-01  0.54180E-01  0.34959E-03  0.39694E-03  0.73931E-03  0.89189E-01  0.40662E-03  0.75638E-01  0.15175E-03  0.12407E-03  0.50113E-03  0.58635E-01  0.60634E-01  0.22104E-03
  0.11000E+02  0.84492E-04  0.17893E-03  0.54212E-03  0.62798E-01  0.54212E-03  0.17893E-03  0.11148E-03  0.27750E-03  0.67820E-01  0.65412E-01  0.50893E-03  0.12235E-03  0.35276E-03  0.66115E-01  0.43060E-03  0.77819E-01  0.53024E-03  0.38666E-03  0.66623E-01  0.65048E-01  0.61917E-01  0.55349E-01  0.61917E-01  0.65048E-01  0.35276E-03  0.38666E-03  0.53024E-03  0.77819E-01  0.43060E-03  0.66115E-01  0.11148E-03  0.12235E-03  0.50893E-03  0.65412E-01  0.67820E-01  0.27750E-03
  0.12000E+02  0.99436E-04  0.17427E-03  0.50477E-03  0.48020E-01  0.50477E-03  0.17427E-03  0.10379E-03  0.20083E-03  0.66697E-01  0.57229E-01  0.50008E-03  0.14092E-03  0.49529E-03  0.72508E-01  0.42302E-03  0.73215E-01  0.66324E-03  0.33241E-03  0.47610E-01  0.86415E-01  0.59550E-01  0.65964E-01  0.59550E-01  0.86415E-01  0.49530E-03  0.33241E-03  0.66324E-03  0.73215E-01  0.42302E-03  0.72508E-01  0.10379E-03  0.14092E-03  0.50008E-03  0.57229E-01  0.66697E-01  0.20083E-03
  0.13000E+02  0.62627E-04  0.12347E-03  0.49478E-03  0.79380E-01  0.49478E-03  0.12347E-03  0.10872E-03  0.29043E-03  0.65325E-01  0.64686E-01  0.38648E-03  0.89660E-04  0.57975E-03  0.68794E-01  0.39436E-03  0.58626E-01  0.59133E-03  0.45751E-03  0.77504E-01  0.76505E-01  0.54569E-01  0.59013E-01  0.54569E-01  0.76505E-01  0.57975E-03  0.45751E-03  0.59133E-03  0.58626E-01  0.39436E-03  0.68794E-01  0.10872E-03  0.89660E-04  0.38648E-03  0.64686E-01  0.65325E-01  0.29042E-03
  0.14000E+02  0.55467E-04  0.14810E-03  0.53639E-03  0.73543E-01  0.53639E-03  0.14810E-03  0.10291E-03  0.27821E-03  0.75884E-01  0.80703E-01  0.37571E-03  0.84980E-04  0.59794E-03  0.59945E-01  0.37488E-03  0.50937E-01  0.58134E-03  0.42034E-03  0.46292E-01  0.67043E-01  0.66588E-01  0.70909E-01  0.66588E-01  0.67043E-01  0.59794E-03  0.42034E-03  0.58134E-03  0.50937E-01  0.37488E-03  0.59945E-01  0.10291E-03  0.84980E-04  0.37571E-03  0.80703E-01  0.75884E-01  0.27821E-03
  0.15000E+02  0.45037E-04  0.16427E-03  0.55126E-03  0.45248E-01  0.55126E-03  0.16427E-03  0.97939E-04  0.31867E-03  0.84956E-01  0.68930E-01  0.42107E-03  0.99097E-04  0.70613E-03  0.58122E-01  0.27503E-03  0.59075E-01  0.81286E-03  0.31192E-03  0.49766E-01  0.81312E-01  0.68198E-01  0.56238E-01  0.68198E-01  0.81312E-01  0.70613E-03  0.31192E-03  0.81286E-03  0.59075E-01  0.27503E-03  0.58122E-01  0.97939E-04  0.99097E-04  0.42107E-03  0.68930E-01  0.84956E-01  0.31867E-03
  0.16000E+02  0.69494E-04  0.14212E-03  0.58353E-03  0.63452E-01  0.58353E-03  0.14212E-03  0.98680E-04  0.29524E-03  0.82015E-01  0.57392E-01  0.45644E-03  0.12444E-03  0.40669E-03  0.59604E-01  0.32804E-03  0.59442E-01  0.78375E-03  0.31771E-03  0.52230E-01  0.82722E-01  0.76294E-01  0.42239E-01  0.76294E-01  0.82722E-01  0.40669E-03  0.31771E-03  0.78375E-03  0.59442E-01  0.32804E-03  0.59604E-01  0.98680E-04  0.12444E-03  0.45644E-03  0.57392E-01  0.82015E-01  0.29524E-03
  0.17000E+02  0.11229E-03  0.13213E-03  0.61573E-03  0.61200E-01  0.61573E-03  0.13213E-03  0.99007E-04  0.36127E-03  0.69157E-01  0.73293E-01  0.47457E-03  0.12759E-03  0.35179E-03  0.72618E-01  0.36583E-03  0.67027E-01  0.74357E-03  0.32459E-03  0.51903E-01  0.76613E-01  0.57232E-01  0.47714E-01  0.57232E-01  0.76613E-01  0.35179E-03  0.32459E-03  0.74357E-03  0.67027E-01  0.36583E-03  0.72618E-01  0.99007E-04  0.12759E-03  0.47457E-03  0.73293E-01  0.69157E-01  0.36127E-03
  0.18000E+02  0.10217E-03  0.14481E-03  0.61557E-03  0.48529E-01  0.61557E-03  0.14481E-03  0.11548E-03  0.25443E-03  0.77795E-01  0.72993E-01  0.43049E-03  0.13870E-03  0.43739E-03  0.65676E-01  0.35792E-03  0.67317E-01  0.57816E-03  0.30167E-03  0.66761E-01  0.66901E-01  0.65128E-01  0.46238E-01  0.65128E-01  0.66901E-01  0.43739E-03  0.30167E-03  0.57816E-03  0.67317E-01  0.35792E-03  0.65676E-01  0.11548E-03  0.13870E-03  0.43049E-03  0.72993E-01  0.77795E-01  0.25443E-03
  0.19000E+02  0.13089E-03  0.13983E-03  0.52889E-03  0.46114E-01  0.52889E-03  0.13983E-03  0.14824E-03  0.32702E-03  0.81259E-01  0.79597E-01  0.33404E-03  0.14924E-03  0.44861E-03  0.64876E-01  0.24756E-03  0.56903E-01  0.46422E-03  0.24269E-03  0.85669E-01  0.63534E-01  0.57374E-01  0.54940E-01  0.57374E-01  0.63534E-01  0.44861E-03  0.24269E-03  0.46422E-03  0.56903E-01  0.24756E-03  0.64876E-01  0.14824E-03  0.14924E-03  0.33404E-03  0.79597E-01  0.81259E-01  0.32702E-03
  0.20000E+02  0.10330E-03  0.12243E-03  0.60093E-03  0.54962E-01  0.60093E-03  0.12243E-03  0.14881E-03  0.32310E-03  0.67665E-01  0.84386E-01  0.27421E-03  0.14971E-03  0.51009E-03  0.57747E-01  0.26306E-03  0.61033E-01  0.44029E-03  0.19493E-03  0.81088E-01  0.58198E-01  0.59310E-01  0.81114E-01  0.59310E-01  0.58198E-01  0.51009E-03  0.19493E-03  0.44029E-03  0.61033E-01  0.26306E-03  0.57747E-01  0.14881E-03  0.14971E-03  0.27421E-03  0.84386E-01  0.67665E-01  0.32310E-03
  0.21000E+02  0.11354E-03  0.95884E-04  0.55503E-03  0.64157E-01  0.55503E-03  0.95884E-04  0.13286E-03  0.27501E-03  0.71563E-01  0.80151E-01  0.23772E-03  0.12881E-03  0.66709E-03  0.50922E-01  0.24255E-03  0.70494E-01  0.49326E-03  0.27653E-03  0.71084E-01  0.64102E-01  0.44360E-01  0.95251E-01  0.44360E-01  0.64102E-01  0.66709E-03  0.27653E-03  0.49326E-03  0.70494E-01  0.24255E-03  0.50922E-01  0.13286E-03  0.12881E-03  0.23772E-03  0.80151E-01  0.71563E-01  0.27501E-03
  0.22000E+02  0.67984E-04  0.11975E-03  0.53734E-03  0.55059E-01  0.53734E-03  0.11975E-03  0.14040E-03  0.21947E-03  0.75161E-01  0.64770E-01  0.30014E-03  0.12722E-03  0.63971E-03  0.65533E-01  0.32551E-03  0.67875E-01  0.57271E-03  0.34293E-03  0.89606E-01  0.67208E-01  0.40403E-01  0.86719E-01  0.40403E-01  0.67208E-01  0.63971E-03  0.34293E-03  0.57271E-03  0.67875E-01  0.32551E-03  0.65533E-01  0.14040E-03  0.12722E-03  0.30014E-03  0.64770E-01  0.75161E-01  0.21947E-03
  0.23000E+02  0.72798E-04  0.11200E-03  0.53771E-03  0.56934E-01  0.53771E-03  0.11200E-03  0.13256E-03  0.19933E-03  0.75411E-01  0.53998E-01  0.28785E-03  0.11489E-03  0.45148E-03  0.66260E-01  0.42362E-03  0.68162E-01  0.54143E-03  0.28907E-03  0.64618E-01  0.60497E-01  0.58876E-01  0.10579E+00  0.58876E-01  0.60497E-01  0.45148E-03  0.28907E-03  0.54143E-03  0.68162E-01  0.42362E-03  0.66260E-01  0.13256E-03  0.11489E-03  0.28785E-03  0.53998E-01  0.75411E-01  0.19933E-03
  0.24000E+02  0.91512E-04  0.86975E-04  0.40629E-03  0.65832E-01  0.40629E-03  0.86975E-04  0.14623E-03  0.18049E-03  0.60304E-01  0.71062E-01  0.22417E-03  0.11900E-03  0.47993E-03  0.47440E-01  0.45860E-03  0.82766E-01  0.73324E-03  0.34299E-03  0.39496E-01  0.67536E-01  0.58393E-01  0.11322E+00  0.58393E-01  0.67536E-01  0.47993E-03  0.34299E-03  0.73324E-03  0.82766E-01  0.45860E-03  0.47440E-01  0.14623E-03  0.11900E-03  0.22417E-03  0.71062E-01  0.60304E-01  0.18049E-03
  0.25000E+02  0.83083E-04  0.10951E-03  0.43807E-03  0.78709E-01  0.43807E-03  0.10951E-03  0.19925E-03  0.20425E-03  0.55349E-01  0.72773E-01  0.27429E-03  0.97286E-04  0.54537E-03  0.60563E-01  0.40364E-03  0.69956E-01  0.69140E-03  0.21612E-03  0.33818E-01  0.48489E-01  0.72966E-01  0.12084E+00  0.72966E-01  0.48489E-01  0.54537E-03  0.21612E-03  0.69140E-03  0.69956E-01  0.40364E-03  0.60563E-01  0.19925E-03  0.97286E-04  0.27429E-03  0.72773E-01  0.55349E-01  0.20425E-03
  0.26000E+02  0.86680E-04  0.13068E-03  0.41836E-03  0.83529E-01  0.41836E-03  0.13068E-03  0.21524E-03  0.24650E-03  0.61750E-01  0.61183E-01  0.30570E-03  0.11575E-03  0.50576E-03  0.65385E-01  0.40248E-03  0.51758E-01  0.64902E-03  0.20775E-03  0.40725E-01  0.67269E-01  0.68050E-01  0.11847E+00  0.68050E-01  0.67269E-01  0.50576E-03  0.20775E-03  0.64902E-03  0.51758E-01  0.40248E-03  0.65385E-01  0.21524E-03  0.11575E-03  0.30570E-03  0.61183E-01  0.61750E-01  0.24650E-03
  0.27000E+02  0.76012E-04  0.10963E-03  0.48622E-03  0.79299E-01  0.48622E-03  0.10963E-03  0.20841E-03  0.24425E-03  0.42377E-01  0.63025E-01  0.36387E-03  0.12263E-03  0.48690E-03  0.52201E-01  0.47078E-03  0.64280E-01  0.56382E-03  0.21711E-03  0.46391E-01  0.77635E-01  0.82781E-01  0.10309E+00  0.82781E-01  0.77635E-01  0.48690E-03  0.21711E-03  0.56382E-03  0.64280E-01  0.47078E-03  0.52201E-01  0.20841E-03  0.12263E-03  0.36387E-03  0.63025E-01  0.42377E-01  0.24425E-03
  0.28000E+02  0.61288E-04  0.11040E-03  0.46975E-03  0.78770E-01  0.46975E-03  0.11040E-03  0.21368E-03  0.28502E-03  0.48077E-01  0.70013E-01  0.35626E-03  0.13969E-03  0.56975E-03  0.50154E-01  0.44782E-03  0.73697E-01  0.51963E-03  0.24976E-03  0.45447E-01  0.72352E-01  0.76048E-01  0.88316E-01  0.76048E-01  0.72352E-01  0.56975E-03  0.24976E-03  0.51963E-03  0.73697E-01  0.44782E-03  0.50154E-01  0.21368E-03  0.13969E-03  0.35626E-03  0.70013E-01  0.48077E-01  0.28502E-03
  0.29000E+02  0.55254E-04  0.11352E-03  0.39563E-03  0.78754E-01  0.39563E-03  0.11352E-03  0.20813E-03  0.31845E-03  0.56330E-01  0.83177E-01  0.29186E-03  0.17898E-03  0.62482E-03  0.54612E-01  0.35869E-03  0.65809E-01  0.51488E-03  0.28709E-03  0.42388E-01  0.76808E-01  0.60013E-01  0.78722E-01  0.60013E-01  0.76808E-01  0.62482E-03  0.28709E-03  0.51488E-03  0.65809E-01  0.35869E-03  0.54612E-01  0.20813E-03  0.17898E-03  0.29186E-03  0.83177E-01  0.56330E-01  0.31845E-03
  0.30000E+02  0.64284E-04  0.10955E-03  0.41484E-03  0.83418E-01  0.41484E-03  0.10955E-03  0.16487E-03  0.28833E-03  0.59396E-01  0.76279E-01  0.16199E-03  0.14009E-03  0.59047E-03  0.68125E-01  0.29188E-03  0.59475E-01  0.44300E-03  0.31050E-03  0.52579E-01  0.88249E-01  0.39694E-01  0.75671E-01  0.39694E-01  0.88249E-01  0.59047E-03  0.31050E-03  0.44300E-03  0.59475E-01  0.29188E-03  0.68125E-01  0.16487E-03  0.14009E-03  0.16199E-03  0.76279E-01  0.59396E-01  0.28833E-03
  0.31000E+02  0.31772E-04  0.12183E-03  0.37553E-03  0.89416E-01  0.37553E-03  0.12183E-03  0.14238E-03  0.28860E-03  0.52002E-01  0.54271E-01  0.17290E-03  0.12540E-03  0.55315E-03  0.56456E-01  0.28271E-03  0.76783E-01  0.69309E-03  0.34963E-03  0.63643E-01  0.10081E+00  0.37980E-01  0.84095E-01  0.37980E-01  0.10081E+00  0.55315E-03  0.34963E-03  0.69309E-03  0.76783E-01  0.28271E-03  0.56456E-01  0.14238E-03  0.12540E-03  0.17290E-03  0.54271E-01  0.52002E-01  0.28860E-03
  0.32000E+02  0.34900E-04  0.98005E-04  0.45451E-03  0.58162E-01  0.45451E-03  0.98005E-04  0.14914E-03  0.26328E-03  0.55226E-01  0.56665E-01  0.16861E-03  0.12541E-03  0.56201E-03  0.76796E-01  0.23017E-03  0.56696E-01  0.66858E-03  0.29594E-03  0.74814E-01  0.88174E-01  0.53006E-01  0.87831E-01  0.53006E-01  0.88174E-01  0.56201E-03  0.29594E-03  0.66858E-03  0.56696E-01  0.23017E-03  0.76796E-01  0.14914E-03  0.12541E-03  0.16861E-03  0.56665E-01  0.55226E-01  0.26328E-03
  0.33000E+02  0.76968E-04  0.11005E-03  0.59469E-03  0.67919E-01  0.59469E-03  0.11005E-03  0.16383E-03  0.31126E-03  0.70711E-01  0.58608E-01  0.25150E-03  0.97875E-04  0.39888E-03  0.63127E-01  0.52438E-03  0.64611E-01  0.80350E-03  0.19994E-03  0.92359E-01  0.59958E-01  0.55083E-01  0.88537E-01  0.55083E-01  0.59958E-01  0.39888E-03  0.19994E-03  0.80350E-03  0.64611E-01  0.52438E-03  0.63127E-01  0.16383E-03  0.97875E-04  0.25150E-03  0.58608E-01  0.70711E-01  0.31126E-03
  0.34000E+02  0.52275E-04  0.94661E-04  0.65645E-03  0.59862E-01  0.65645E-03  0.94661E-04  0.10506E-03  0.41141E-03  0.66341E-01  0.73655E-01  0.33428E-03  0.10295E-03  0.44797E-03  0.42909E-01  0.46067E-03  0.51011E-01  0.60471E-03  0.16881E-03  0.79407E-01  0.67461E-01  0.62129E-01  0.12689E+00  0.62129E-01  0.67461E-01  0.44797E-03  0.16881E-03  0.60471E-03  0.51011E-01  0.46067E-03  0.42909E-01  0.10506E-03  0.10295E-03  0.33428E-03  0.73655E-01  0.66341E-01  0.41141E-03
  0.35000E+02  0.81486E-04  0.13710E-03  0.63788E-03  0.84952E-01  0.63788E-03  0.13710E-03  0.14334E-03  0.35794E-03  0.53257E-01  0.73852E-01  0.21358E-03  0.12708E-03  0.54468E-03  0.47606E-01  0.22404E-03  0.51142E-01  0.48425E-03  0.22449E-03  0.82675E-01  0.65172E-01  0.55226E-01  0.13359E+00  0.55226E-01  0.65172E-01  0.54468E-03  0.22449E-03  0.48425E-03  0.51142E-01  0.22404E-03  0.47606E-01  0.14334E-03  0.12708E-03  0.21358E-03  0.73852E-01  0.53257E-01  0.35794E-03
  0.36000E+02  0.40782E-04  0.12722E-03  0.40725E-03  0.76480E-01  0.40725E-03  0.12722E-03  0.12952E-03  0.32444E-03  0.49314E-01  0.57493E-01  0.24415E-03  0.10882E-03  0.51780E-03  0.57555E-01  0.31170E-03  0.57006E-01  0.52628E-03  0.29243E-03  0.10313E+00  0.70070E-01  0.41729E-01  0.14803E+00  0.41729E-01  0.70070E-01  0.51780E-03  0.29243E-03  0.52628E-03  0.57006E-01  0.31170E-03  0.57555E-01  0.12952E-03  0.10882E-03  0.24415E-03  0.57493E-01  0.49314E-01  0.32444E-03
  0.37000E+02  0.39285E-04  0.13782E-03  0.50348E-03  0.10146E+00  0.50348E-03  0.13782E-03  0.14472E-03  0.27527E-03  0.47860E-01  0.58318E-01  0.26011E-03  0.80701E-04  0.42344E-03  0.52147E-01  0.40061E-03  0.58236E-01  0.42088E-03  0.33188E-03  0.11294E+00  0.76983E-01  0.36370E-01  0.11978E+00  0.36370E-01  0.76983E-01  0.42344E-03  0.33188E-03  0.42088E-03  0.58236E-01  0.40061E-03  0.52147E-01  0.14472E-03  0.80701E-04  0.26011E-03  0.58318E-01  0.47860E-01  0.27527E-03
  0.38000E+02  0.67869E-04  0.15290E-03  0.39812E-03  0.10224E+00  0.39812E-03  0.15290E-03  0.14193E-03  0.29790E-03  0.39311E-01  0.63362E-01  0.31005E-03  0.11159E-03  0.39029E-03  0.38533E-01  0.34906E-03  0.63913E-01  0.59008E-03  0.27458E-03  0.11480E+00  0.70491E-01  0.58136E-01  0.10937E+00  0.58136E-01  0.70491E-01  0.39029E-03  0.27458E-03  0.59008E-03  0.63913E-01  0.34906E-03  0.38533E-01  0.14193E-03  0.11159E-03  0.31005E-03  0.63362E-01  0.39311E-01  0.29790E-03
  0.39000E+02  0.70745E-04  0.11632E-03  0.45216E-03  0.11482E+00  0.45216E-03  0.11632E-03  0.10763E-03  0.34575E-03  0.40070E-01  0.69832E-01  0.28085E-03  0.10143E-03  0.47233E-03  0.47805E-01  0.45031E-03  0.58643E-01  0.66764E-03  0.23263E-03  0.13028E+00  0.51074E-01  0.57968E-01  0.97597E-01  0.57968E-01  0.51074E-01  0.47233E-03  0.23263E-03  0.66764E-03  0.58643E-01  0.45031E-03  0.47805E-01  0.10763E-03  0.10143E-03  0.28085E-03  0.69832E-01  0.40070E-01  0.34575E-03
  0.40000E+02  0.60790E-04  0.11668E-03  0.50993E-03  0.17291E+00  0.50993E-03  0.11668E-03  0.10456E-03  0.28484E-03  0.41763E-01  0.66522E-01  0.30269E-03  0.11343E-03  0.40143E-03  0.47726E-01  0.46753E-03  0.53017E-01  0.81550E-03  0.20587E-03  0.11897E+00  0.39313E-01  0.50888E-01  0.10296E+00  0.50888E-01  0.39313E-01  0.40143E-03  0.20587E-03  0.81550E-03  0.53017E-01  0.46753E-03  0.47726E-01  0.10456E-03  0.11343E-03  0.30269E-03  0.66522E-01  0.41763E-01  0.28484E-03
  0.41000E+02  0.45540E-04  0.14386E-03  0.44831E-03  0.15684E+00  0.44831E-03  0.14386E-03  0.92546E-04  0.26104E-03  0.59951E-01  0.55602E-01  0.23409E-03  0.14797E-03  0.39104E-03  0.41148E-01  0.37210E-03  0.44641E-01  0.57114E-03  0.22343E-03  0.11669E+00  0.48019E-01  0.56206E-01  0.10952E+00  0.56206E-01  0.48019E-01  0.39104E-03  0.22343E-03  0.57114E-03  0.44641E-01  0.37210E-03  0.41148E-01  0.92546E-04  0.14797E-03  0.23409E-03  0.55602E-01  0.59951E-01  0.26104E-03
  0.42000E+02  0.57557E-04  0.13368E-03  0.51888E-03  0.13025E+00  0.51888E-03  0.13368E-03  0.11437E-03  0.26516E-03  0.59953E-01  0.47820E-01  0.21663E-03  0.19817E-03  0.40608E-03  0.47887E-01  0.28399E-03  0.43777E-01  0.51038E-03  0.22625E-03  0.13771E+00  0.48879E-01  0.59296E-01  0.11101E+00  0.59296E-01  0.48879E-01  0.40608E-03  0.22625E-03  0.51038E-03  0.43777E-01  0.28399E-03  0.47887E-01  0.11437E-03  0.19817E-03  0.21663E-03  0.47820E-01  0.59953E-01  0.26516E-03
  0.43000E+02  0.67599E-04  0.13457E-03  0.48031E-03  0.11604E+00  0.48031E-03  0.13457E-03  0.15224E-03  0.28129E-03  0.66431E-01  0.48364E-01  0.23883E-03  0.19279E-03  0.42600E-03  0.45534E-01  0.34682E-03  0.45109E-01  0.56386E-03  0.29346E-03  0.13550E+00  0.52888E-01  0.49695E-01  0.12613E+00  0.49695E-01  0.52887E-01  0.42600E-03  0.29346E-03  0.56386E-03  0.45109E-01  0.34682E-03  0.45534E-01  0.15224E-03  0.19279E-03  0.23883E-03  0.48364E-01  0.66431E-01  0.28129E-03
  0.44000E+02  0.93787E-04  0.12571E-03  0.67323E-03  0.10117E+00  0.67323E-03  0.12571E-03  0.13576E-03  0.30128E-03  0.63486E-01  0.59516E-01  0.24724E-03  0.13580E-03  0.49291E-03  0.46619E-01  0.47012E-03  0.47000E-01  0.52650E-03  0.36616E-03  0.14986E+00  0.53259E-01  0.39922E-01  0.12232E+00  0.39922E-01  0.53259E-01  0.49291E-03  0.36616E-03  0.52650E-03  0.47000E-01  0.47012E-03  0.46619E-01  0.13576E-03  0.13580E-03  0.24724E-03  0.59516E-01  0.63486E-01  0.30128E-03
