The average active PES project on different diabatic wave function for one core sample. psit(ifre)=P(ifre,isurface)**2 
         time      psit(1)      psit(2)      psit(3)      psit(4)      psit(5)      psit(6)      psit(7)      psit(8)      psit(9)     psit(10)     psit(11)     psit(12)     psit(13)     psit(14)     psit(15)     psit(16)     psit(17)     psit(18)     psit(19)     psit(20)     psit(21)     psit(22)     psit(23)     psit(24)     psit(25)     psit(26)     psit(27)     psit(28)     psit(29)     psit(30)     psit(31)     psit(32)     psit(33)     psit(34)     psit(35)     psit(36)
          fs             1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21           22           23           24           25           26           27           28           29           30           31           32           33           34           35           36
  0.23400E+03  0.79362E-04  0.18318E-03  0.71619E-03  0.19439E+00  0.71619E-03  0.18318E-03  0.15181E-03  0.34875E-03  0.35641E-01  0.48544E-01  0.19706E-03  0.11915E-03  0.59292E-03  0.32056E-01  0.25013E-01  0.37664E-01  0.37410E-03  0.28962E-03  0.16305E+00  0.36648E-01  0.43890E-01  0.11761E+00  0.43890E-01  0.36648E-01  0.59292E-03  0.28962E-03  0.37410E-03  0.37664E-01  0.25013E-01  0.32056E-01  0.15181E-03  0.11915E-03  0.19706E-03  0.48544E-01  0.35641E-01  0.34875E-03
  0.23500E+03  0.65837E-04  0.21522E-03  0.73791E-03  0.22773E+00  0.73791E-03  0.21522E-03  0.14565E-03  0.28980E-03  0.32592E-01  0.45216E-01  0.19778E-03  0.11956E-03  0.50258E-03  0.36768E-01  0.24945E-01  0.38056E-01  0.71427E-03  0.33992E-03  0.17039E+00  0.30730E-01  0.31995E-01  0.11468E+00  0.31995E-01  0.30730E-01  0.50258E-03  0.33992E-03  0.71427E-03  0.38056E-01  0.24945E-01  0.36768E-01  0.14565E-03  0.11956E-03  0.19778E-03  0.45216E-01  0.32592E-01  0.28980E-03
  0.23600E+03  0.55208E-04  0.20396E-03  0.69974E-03  0.22041E+00  0.69974E-03  0.20396E-03  0.16178E-03  0.34659E-03  0.25460E-01  0.35940E-01  0.25209E-03  0.11614E-03  0.58807E-03  0.27356E-01  0.25099E-01  0.30291E-01  0.69225E-03  0.36058E-03  0.23328E+00  0.37640E-01  0.30985E-01  0.11387E+00  0.30985E-01  0.37640E-01  0.58807E-03  0.36058E-03  0.69225E-03  0.30291E-01  0.25099E-01  0.27356E-01  0.16178E-03  0.11614E-03  0.25209E-03  0.35940E-01  0.25460E-01  0.34659E-03
  0.23700E+03  0.67456E-04  0.17534E-03  0.51474E-03  0.19924E+00  0.51474E-03  0.17534E-03  0.16579E-03  0.41287E-03  0.28679E-01  0.34471E-01  0.31911E-03  0.10373E-03  0.54616E-03  0.27279E-01  0.25252E-01  0.30771E-01  0.45574E-03  0.33411E-03  0.22575E+00  0.37833E-01  0.33474E-01  0.13337E+00  0.33474E-01  0.37833E-01  0.54616E-03  0.33411E-03  0.45574E-03  0.30771E-01  0.25252E-01  0.27279E-01  0.16579E-03  0.10373E-03  0.31911E-03  0.34471E-01  0.28679E-01  0.41287E-03
  0.23800E+03  0.72823E-04  0.15772E-03  0.41038E-03  0.17670E+00  0.41038E-03  0.15772E-03  0.13695E-03  0.44633E-03  0.31207E-01  0.32961E-01  0.29426E-03  0.10185E-03  0.52031E-03  0.22200E-01  0.25407E-01  0.27268E-01  0.35834E-03  0.26121E-03  0.20360E+00  0.42127E-01  0.34668E-01  0.18258E+00  0.34668E-01  0.42127E-01  0.52031E-03  0.26121E-03  0.35834E-03  0.27268E-01  0.25407E-01  0.22200E-01  0.13695E-03  0.10185E-03  0.29426E-03  0.32961E-01  0.31207E-01  0.44633E-03
  0.23900E+03  0.42751E-04  0.18842E-03  0.35736E-03  0.12482E+00  0.35736E-03  0.18842E-03  0.14693E-03  0.31058E-03  0.21700E-01  0.31574E-01  0.24875E-03  0.12666E-03  0.47828E-03  0.36873E-01  0.25395E-01  0.36045E-01  0.50550E-03  0.26713E-03  0.21818E+00  0.38377E-01  0.37874E-01  0.19602E+00  0.37874E-01  0.38377E-01  0.47828E-03  0.26713E-03  0.50550E-03  0.36045E-01  0.25395E-01  0.36873E-01  0.14693E-03  0.12666E-03  0.24875E-03  0.31574E-01  0.21700E-01  0.31058E-03
  0.24000E+03  0.29497E-04  0.10428E-03  0.43033E-03  0.16119E+00  0.43033E-03  0.10428E-03  0.10747E-03  0.15619E-03  0.19881E-01  0.18990E-01  0.22807E-03  0.11449E-03  0.43327E-03  0.32299E-01  0.25524E-01  0.30534E-01  0.61366E-03  0.29775E-03  0.20504E+00  0.36911E-01  0.40229E-01  0.22003E+00  0.40229E-01  0.36911E-01  0.43327E-03  0.29775E-03  0.61366E-03  0.30534E-01  0.25524E-01  0.32299E-01  0.10747E-03  0.11449E-03  0.22807E-03  0.18990E-01  0.19881E-01  0.15619E-03
  0.24100E+03  0.37914E-04  0.91987E-04  0.50638E-03  0.16311E+00  0.50638E-03  0.91987E-04  0.89758E-04  0.19652E-03  0.17215E-01  0.16558E-01  0.25585E-03  0.11026E-03  0.50071E-03  0.26300E-01  0.25610E-01  0.26253E-01  0.67928E-03  0.27682E-03  0.16447E+00  0.38708E-01  0.43681E-01  0.27832E+00  0.43681E-01  0.38708E-01  0.50071E-03  0.27682E-03  0.67928E-03  0.26253E-01  0.25610E-01  0.26300E-01  0.89758E-04  0.11026E-03  0.25585E-03  0.16558E-01  0.17215E-01  0.19652E-03
  0.24200E+03  0.50651E-04  0.10274E-03  0.66672E-03  0.15907E+00  0.66672E-03  0.10274E-03  0.87268E-04  0.29049E-03  0.17581E-01  0.19777E-01  0.27093E-03  0.10197E-03  0.60326E-03  0.21168E-01  0.25612E-01  0.24320E-01  0.77551E-03  0.29273E-03  0.14552E+00  0.39852E-01  0.47578E-01  0.29720E+00  0.47578E-01  0.39852E-01  0.60326E-03  0.29273E-03  0.77551E-03  0.24320E-01  0.25612E-01  0.21168E-01  0.87268E-04  0.10197E-03  0.27093E-03  0.19777E-01  0.17581E-01  0.29049E-03
  0.24300E+03  0.68519E-04  0.11404E-03  0.81094E-03  0.14308E+00  0.81094E-03  0.11404E-03  0.84644E-04  0.29244E-03  0.17725E-01  0.23904E-01  0.30106E-03  0.10008E-03  0.48815E-03  0.21117E-01  0.25402E-01  0.19066E-01  0.76846E-03  0.31581E-03  0.16002E+00  0.35465E-01  0.45011E-01  0.31490E+00  0.45011E-01  0.35465E-01  0.48815E-03  0.31581E-03  0.76846E-03  0.19066E-01  0.25402E-01  0.21117E-01  0.84644E-04  0.10008E-03  0.30106E-03  0.23904E-01  0.17725E-01  0.29244E-03
  0.24400E+03  0.79527E-04  0.13290E-03  0.77878E-03  0.14738E+00  0.77878E-03  0.13290E-03  0.11280E-03  0.32256E-03  0.23825E-01  0.32478E-01  0.32980E-03  0.96191E-04  0.56318E-03  0.24324E-01  0.25247E-01  0.18773E-01  0.56906E-03  0.30862E-03  0.18709E+00  0.29697E-01  0.38185E-01  0.27396E+00  0.38185E-01  0.29697E-01  0.56318E-03  0.30862E-03  0.56906E-03  0.18773E-01  0.25247E-01  0.24324E-01  0.11280E-03  0.96191E-04  0.32980E-03  0.32478E-01  0.23825E-01  0.32256E-03
  0.24500E+03  0.91882E-04  0.13611E-03  0.57384E-03  0.13226E+00  0.57384E-03  0.13611E-03  0.11718E-03  0.31265E-03  0.30538E-01  0.34366E-01  0.37133E-03  0.97327E-04  0.57039E-03  0.23727E-01  0.25200E-01  0.18032E-01  0.47606E-03  0.30276E-03  0.19447E+00  0.28355E-01  0.41443E-01  0.26394E+00  0.41443E-01  0.28355E-01  0.57039E-03  0.30276E-03  0.47606E-03  0.18032E-01  0.25200E-01  0.23727E-01  0.11718E-03  0.97327E-04  0.37133E-03  0.34366E-01  0.30538E-01  0.31265E-03
  0.24600E+03  0.10743E-03  0.11855E-03  0.46213E-03  0.10968E+00  0.46213E-03  0.11855E-03  0.11028E-03  0.35051E-03  0.26681E-01  0.35906E-01  0.35163E-03  0.11792E-03  0.50634E-03  0.21823E-01  0.25302E-01  0.26099E-01  0.50079E-03  0.31333E-03  0.19525E+00  0.33729E-01  0.42626E-01  0.26496E+00  0.42626E-01  0.33729E-01  0.50634E-03  0.31333E-03  0.50079E-03  0.26099E-01  0.25302E-01  0.21823E-01  0.11028E-03  0.11792E-03  0.35163E-03  0.35906E-01  0.26681E-01  0.35051E-03
  0.24700E+03  0.10386E-03  0.10178E-03  0.41037E-03  0.12371E+00  0.41037E-03  0.10178E-03  0.11300E-03  0.33990E-03  0.25792E-01  0.35914E-01  0.33535E-03  0.12410E-03  0.51670E-03  0.25324E-01  0.25305E-01  0.33452E-01  0.58777E-03  0.24707E-03  0.19849E+00  0.41332E-01  0.33980E-01  0.22994E+00  0.33980E-01  0.41332E-01  0.51670E-03  0.24707E-03  0.58777E-03  0.33452E-01  0.25305E-01  0.25324E-01  0.11300E-03  0.12410E-03  0.33535E-03  0.35914E-01  0.25792E-01  0.33990E-03
  0.24800E+03  0.10513E-03  0.12541E-03  0.53524E-03  0.15611E+00  0.53524E-03  0.12541E-03  0.15355E-03  0.28756E-03  0.25376E-01  0.31327E-01  0.33521E-03  0.13599E-03  0.49560E-03  0.26930E-01  0.25270E-01  0.36929E-01  0.72062E-03  0.25356E-03  0.21409E+00  0.41687E-01  0.27337E-01  0.19389E+00  0.27337E-01  0.41687E-01  0.49560E-03  0.25356E-03  0.72062E-03  0.36929E-01  0.25270E-01  0.26930E-01  0.15355E-03  0.13599E-03  0.33521E-03  0.31327E-01  0.25376E-01  0.28756E-03
  0.24900E+03  0.10394E-03  0.11641E-03  0.53802E-03  0.16573E+00  0.53802E-03  0.11641E-03  0.15467E-03  0.22149E-03  0.30355E-01  0.32363E-01  0.27372E-03  0.15227E-03  0.36871E-03  0.30335E-01  0.25306E-01  0.28146E-01  0.71855E-03  0.32629E-03  0.19332E+00  0.37242E-01  0.30542E-01  0.20652E+00  0.30542E-01  0.37242E-01  0.36871E-03  0.32629E-03  0.71855E-03  0.28146E-01  0.25306E-01  0.30335E-01  0.15467E-03  0.15227E-03  0.27372E-03  0.32363E-01  0.30355E-01  0.22149E-03
  0.25000E+03  0.10315E-03  0.12701E-03  0.55086E-03  0.20523E+00  0.55086E-03  0.12701E-03  0.14114E-03  0.26448E-03  0.25978E-01  0.29817E-01  0.29680E-03  0.18788E-03  0.44187E-03  0.34329E-01  0.25217E-01  0.20701E-01  0.58604E-03  0.37059E-03  0.16748E+00  0.34913E-01  0.32413E-01  0.21452E+00  0.32413E-01  0.34913E-01  0.44187E-03  0.37059E-03  0.58604E-03  0.20701E-01  0.25217E-01  0.34329E-01  0.14114E-03  0.18788E-03  0.29680E-03  0.29817E-01  0.25978E-01  0.26448E-03
  0.25100E+03  0.10091E-03  0.14490E-03  0.58369E-03  0.21974E+00  0.58369E-03  0.14490E-03  0.15416E-03  0.28980E-03  0.30336E-01  0.31941E-01  0.30660E-03  0.17466E-03  0.59221E-03  0.41066E-01  0.25273E-01  0.32303E-01  0.47465E-03  0.31632E-03  0.16078E+00  0.28803E-01  0.34521E-01  0.16482E+00  0.34521E-01  0.28803E-01  0.59221E-03  0.31632E-03  0.47465E-03  0.32303E-01  0.25273E-01  0.41066E-01  0.15416E-03  0.17466E-03  0.30660E-03  0.31941E-01  0.30336E-01  0.28980E-03
  0.25200E+03  0.79490E-04  0.14253E-03  0.64812E-03  0.20737E+00  0.64812E-03  0.14253E-03  0.18658E-03  0.34427E-03  0.29642E-01  0.27683E-01  0.29001E-03  0.15846E-03  0.54329E-03  0.46374E-01  0.25403E-01  0.44171E-01  0.46469E-03  0.34272E-03  0.12498E+00  0.25966E-01  0.32703E-01  0.19745E+00  0.32703E-01  0.25966E-01  0.54329E-03  0.34272E-03  0.46469E-03  0.44171E-01  0.25403E-01  0.46374E-01  0.18658E-03  0.15846E-03  0.29001E-03  0.27683E-01  0.29642E-01  0.34427E-03
  0.25300E+03  0.76949E-04  0.12901E-03  0.55458E-03  0.21034E+00  0.55458E-03  0.12901E-03  0.16562E-03  0.36035E-03  0.29525E-01  0.23585E-01  0.34735E-03  0.13384E-03  0.58179E-03  0.37165E-01  0.25360E-01  0.43736E-01  0.39070E-03  0.34544E-03  0.16009E+00  0.25115E-01  0.29088E-01  0.19633E+00  0.29088E-01  0.25115E-01  0.58179E-03  0.34544E-03  0.39070E-03  0.43736E-01  0.25360E-01  0.37165E-01  0.16562E-03  0.13384E-03  0.34735E-03  0.23585E-01  0.29525E-01  0.36035E-03
  0.25400E+03  0.74077E-04  0.11893E-03  0.47384E-03  0.16170E+00  0.47384E-03  0.11893E-03  0.12900E-03  0.36272E-03  0.29746E-01  0.22648E-01  0.36890E-03  0.13872E-03  0.55959E-03  0.31681E-01  0.25255E-01  0.29299E-01  0.35498E-03  0.27910E-03  0.20407E+00  0.33651E-01  0.29860E-01  0.22430E+00  0.29860E-01  0.33651E-01  0.55959E-03  0.27910E-03  0.35498E-03  0.29299E-01  0.25255E-01  0.31681E-01  0.12900E-03  0.13872E-03  0.36890E-03  0.22648E-01  0.29746E-01  0.36272E-03
  0.25500E+03  0.70173E-04  0.13215E-03  0.56801E-03  0.19758E+00  0.56801E-03  0.13215E-03  0.10561E-03  0.40794E-03  0.31520E-01  0.26240E-01  0.25852E-03  0.13914E-03  0.55951E-03  0.29562E-01  0.25487E-01  0.27525E-01  0.42231E-03  0.22388E-03  0.18610E+00  0.36285E-01  0.33310E-01  0.19075E+00  0.33310E-01  0.36285E-01  0.55951E-03  0.22388E-03  0.42231E-03  0.27525E-01  0.25487E-01  0.29562E-01  0.10561E-03  0.13914E-03  0.25852E-03  0.26240E-01  0.31520E-01  0.40794E-03
  0.25600E+03  0.81153E-04  0.18785E-03  0.54781E-03  0.17665E+00  0.54781E-03  0.18785E-03  0.94693E-04  0.45249E-03  0.31758E-01  0.25204E-01  0.25840E-03  0.15731E-03  0.55395E-03  0.25185E-01  0.25416E-01  0.27397E-01  0.47931E-03  0.26835E-03  0.21139E+00  0.45676E-01  0.36198E-01  0.17222E+00  0.36198E-01  0.45676E-01  0.55395E-03  0.26835E-03  0.47931E-03  0.27397E-01  0.25416E-01  0.25185E-01  0.94693E-04  0.15731E-03  0.25840E-03  0.25204E-01  0.31758E-01  0.45249E-03
  0.25700E+03  0.11706E-03  0.22570E-03  0.57435E-03  0.17293E+00  0.57435E-03  0.22570E-03  0.94407E-04  0.36292E-03  0.40287E-01  0.30539E-01  0.21990E-03  0.17039E-03  0.51887E-03  0.31559E-01  0.25421E-01  0.33968E-01  0.48693E-03  0.27133E-03  0.19277E+00  0.46257E-01  0.31968E-01  0.14833E+00  0.31968E-01  0.46257E-01  0.51887E-03  0.27133E-03  0.48693E-03  0.33968E-01  0.25421E-01  0.31559E-01  0.94407E-04  0.17039E-03  0.21990E-03  0.30539E-01  0.40287E-01  0.36292E-03
  0.25800E+03  0.13592E-03  0.20679E-03  0.55999E-03  0.15170E+00  0.55999E-03  0.20679E-03  0.15216E-03  0.33001E-03  0.31379E-01  0.30384E-01  0.31898E-03  0.17096E-03  0.58627E-03  0.30766E-01  0.25568E-01  0.35771E-01  0.65846E-03  0.27630E-03  0.22187E+00  0.40358E-01  0.37322E-01  0.15668E+00  0.37322E-01  0.40358E-01  0.58627E-03  0.27630E-03  0.65846E-03  0.35771E-01  0.25568E-01  0.30766E-01  0.15216E-03  0.17096E-03  0.31898E-03  0.30384E-01  0.31379E-01  0.33001E-03
  0.25900E+03  0.16085E-03  0.24213E-03  0.64459E-03  0.16543E+00  0.64459E-03  0.24213E-03  0.17191E-03  0.33694E-03  0.25028E-01  0.34414E-01  0.36843E-03  0.17046E-03  0.69610E-03  0.32208E-01  0.25801E-01  0.32594E-01  0.71995E-03  0.36709E-03  0.23825E+00  0.37057E-01  0.39139E-01  0.13625E+00  0.39139E-01  0.37057E-01  0.69610E-03  0.36709E-03  0.71995E-03  0.32594E-01  0.25801E-01  0.32208E-01  0.17191E-03  0.17046E-03  0.36843E-03  0.34414E-01  0.25028E-01  0.33694E-03
  0.26000E+03  0.15238E-03  0.25159E-03  0.69212E-03  0.18401E+00  0.69212E-03  0.25159E-03  0.17759E-03  0.38898E-03  0.23570E-01  0.40560E-01  0.38250E-03  0.15959E-03  0.73041E-03  0.32158E-01  0.25730E-01  0.32072E-01  0.73130E-03  0.40850E-03  0.21962E+00  0.38495E-01  0.36565E-01  0.13007E+00  0.36565E-01  0.38495E-01  0.73041E-03  0.40850E-03  0.73130E-03  0.32072E-01  0.25730E-01  0.32158E-01  0.17759E-03  0.15959E-03  0.38250E-03  0.40560E-01  0.23570E-01  0.38898E-03
  0.26100E+03  0.12561E-03  0.23372E-03  0.74514E-03  0.17565E+00  0.74514E-03  0.23372E-03  0.17280E-03  0.45837E-03  0.28826E-01  0.39219E-01  0.40606E-03  0.16064E-03  0.55951E-03  0.34974E-01  0.25471E-01  0.37991E-01  0.63698E-03  0.38100E-03  0.20091E+00  0.37932E-01  0.26601E-01  0.15378E+00  0.26601E-01  0.37932E-01  0.55951E-03  0.38100E-03  0.63698E-03  0.37991E-01  0.25471E-01  0.34974E-01  0.17280E-03  0.16064E-03  0.40606E-03  0.39219E-01  0.28826E-01  0.45837E-03
  0.26200E+03  0.11529E-03  0.20577E-03  0.85125E-03  0.16726E+00  0.85125E-03  0.20577E-03  0.15605E-03  0.42477E-03  0.30073E-01  0.47944E-01  0.43717E-03  0.15631E-03  0.47761E-03  0.26645E-01  0.25493E-01  0.40510E-01  0.54244E-03  0.37667E-03  0.16923E+00  0.37093E-01  0.31454E-01  0.17771E+00  0.31454E-01  0.37093E-01  0.47761E-03  0.37667E-03  0.54244E-03  0.40510E-01  0.25493E-01  0.26645E-01  0.15605E-03  0.15631E-03  0.43717E-03  0.47944E-01  0.30073E-01  0.42477E-03
  0.26300E+03  0.12905E-03  0.18842E-03  0.92140E-03  0.16988E+00  0.92140E-03  0.18842E-03  0.15548E-03  0.46051E-03  0.34812E-01  0.38825E-01  0.37928E-03  0.15943E-03  0.54633E-03  0.28640E-01  0.25328E-01  0.38452E-01  0.52051E-03  0.37381E-03  0.16925E+00  0.47633E-01  0.41834E-01  0.14229E+00  0.41834E-01  0.47633E-01  0.54633E-03  0.37381E-03  0.52051E-03  0.38452E-01  0.25328E-01  0.28640E-01  0.15548E-03  0.15943E-03  0.37928E-03  0.38825E-01  0.34812E-01  0.46051E-03
  0.26400E+03  0.11024E-03  0.17848E-03  0.81353E-03  0.19190E+00  0.81353E-03  0.17848E-03  0.10514E-03  0.32160E-03  0.37405E-01  0.31898E-01  0.30850E-03  0.16703E-03  0.47881E-03  0.29636E-01  0.25323E-01  0.33457E-01  0.54001E-03  0.40008E-03  0.15885E+00  0.43650E-01  0.32524E-01  0.17472E+00  0.32524E-01  0.43650E-01  0.47881E-03  0.40008E-03  0.54001E-03  0.33457E-01  0.25323E-01  0.29636E-01  0.10514E-03  0.16703E-03  0.30850E-03  0.31898E-01  0.37405E-01  0.32160E-03
  0.26500E+03  0.82639E-04  0.13611E-03  0.61518E-03  0.15554E+00  0.61518E-03  0.13611E-03  0.14525E-03  0.31970E-03  0.48404E-01  0.32682E-01  0.37762E-03  0.15395E-03  0.46071E-03  0.30653E-01  0.25296E-01  0.36079E-01  0.46742E-03  0.34861E-03  0.17779E+00  0.36152E-01  0.35826E-01  0.17035E+00  0.35826E-01  0.36152E-01  0.46071E-03  0.34861E-03  0.46742E-03  0.36079E-01  0.25296E-01  0.30653E-01  0.14525E-03  0.15395E-03  0.37762E-03  0.32682E-01  0.48404E-01  0.31970E-03
  0.26600E+03  0.74574E-04  0.12556E-03  0.47741E-03  0.16433E+00  0.47741E-03  0.12556E-03  0.13711E-03  0.39638E-03  0.46539E-01  0.39676E-01  0.39100E-03  0.15619E-03  0.45827E-03  0.31032E-01  0.25292E-01  0.35371E-01  0.35828E-03  0.33461E-03  0.19175E+00  0.27796E-01  0.31328E-01  0.16410E+00  0.31328E-01  0.27796E-01  0.45827E-03  0.33461E-03  0.35828E-03  0.35371E-01  0.25292E-01  0.31032E-01  0.13711E-03  0.15619E-03  0.39100E-03  0.39676E-01  0.46539E-01  0.39638E-03
  0.26700E+03  0.59362E-04  0.10395E-03  0.44393E-03  0.16422E+00  0.44393E-03  0.10395E-03  0.12880E-03  0.43880E-03  0.48982E-01  0.45245E-01  0.40220E-03  0.13778E-03  0.54158E-03  0.32860E-01  0.25300E-01  0.28150E-01  0.41091E-03  0.28999E-03  0.19190E+00  0.28589E-01  0.30022E-01  0.15973E+00  0.30022E-01  0.28589E-01  0.54158E-03  0.28999E-03  0.41091E-03  0.28150E-01  0.25300E-01  0.32860E-01  0.12880E-03  0.13778E-03  0.40220E-03  0.45245E-01  0.48982E-01  0.43880E-03
  0.26800E+03  0.46736E-04  0.11984E-03  0.50430E-03  0.17849E+00  0.50430E-03  0.11984E-03  0.11116E-03  0.40323E-03  0.40784E-01  0.41302E-01  0.39506E-03  0.10931E-03  0.59756E-03  0.39157E-01  0.25301E-01  0.30961E-01  0.51579E-03  0.30626E-03  0.19167E+00  0.27409E-01  0.25381E-01  0.16307E+00  0.25381E-01  0.27409E-01  0.59756E-03  0.30626E-03  0.51579E-03  0.30961E-01  0.25301E-01  0.39157E-01  0.11116E-03  0.10931E-03  0.39506E-03  0.41302E-01  0.40784E-01  0.40323E-03
  0.26900E+03  0.50987E-04  0.11788E-03  0.56343E-03  0.18126E+00  0.56343E-03  0.11788E-03  0.10718E-03  0.37027E-03  0.32567E-01  0.44485E-01  0.35583E-03  0.99787E-04  0.57705E-03  0.34337E-01  0.25339E-01  0.31767E-01  0.65669E-03  0.33856E-03  0.19079E+00  0.29118E-01  0.28041E-01  0.17021E+00  0.28041E-01  0.29118E-01  0.57705E-03  0.33856E-03  0.65669E-03  0.31767E-01  0.25339E-01  0.34337E-01  0.10718E-03  0.99787E-04  0.35583E-03  0.44485E-01  0.32567E-01  0.37027E-03
  0.27000E+03  0.50408E-04  0.97880E-04  0.69445E-03  0.18020E+00  0.69445E-03  0.97880E-04  0.87324E-04  0.33019E-03  0.33824E-01  0.43486E-01  0.33389E-03  0.94472E-04  0.49410E-03  0.33659E-01  0.25418E-01  0.38579E-01  0.78859E-03  0.43803E-03  0.19008E+00  0.22478E-01  0.28365E-01  0.17133E+00  0.28365E-01  0.22478E-01  0.49410E-03  0.43803E-03  0.78859E-03  0.38579E-01  0.25418E-01  0.33659E-01  0.87324E-04  0.94472E-04  0.33389E-03  0.43486E-01  0.33824E-01  0.33019E-03
  0.27100E+03  0.59583E-04  0.11680E-03  0.78448E-03  0.19586E+00  0.78448E-03  0.11680E-03  0.78534E-04  0.32465E-03  0.36485E-01  0.37222E-01  0.31245E-03  0.12539E-03  0.49895E-03  0.31320E-01  0.25464E-01  0.35631E-01  0.71456E-03  0.48593E-03  0.21457E+00  0.19606E-01  0.30120E-01  0.15094E+00  0.30120E-01  0.19606E-01  0.49895E-03  0.48593E-03  0.71456E-03  0.35631E-01  0.25464E-01  0.31320E-01  0.78534E-04  0.12539E-03  0.31245E-03  0.37222E-01  0.36485E-01  0.32465E-03
  0.27200E+03  0.74161E-04  0.12001E-03  0.78911E-03  0.20571E+00  0.78911E-03  0.12001E-03  0.10679E-03  0.28988E-03  0.25448E-01  0.28341E-01  0.31665E-03  0.12551E-03  0.54220E-03  0.32433E-01  0.25451E-01  0.37810E-01  0.66130E-03  0.46641E-03  0.21996E+00  0.24097E-01  0.28575E-01  0.16310E+00  0.28575E-01  0.24097E-01  0.54220E-03  0.46641E-03  0.66130E-03  0.37810E-01  0.25451E-01  0.32433E-01  0.10679E-03  0.12551E-03  0.31665E-03  0.28341E-01  0.25448E-01  0.28988E-03
  0.27300E+03  0.90427E-04  0.11866E-03  0.69000E-03  0.17177E+00  0.69000E-03  0.11866E-03  0.12881E-03  0.27376E-03  0.26936E-01  0.27911E-01  0.32492E-03  0.15674E-03  0.57743E-03  0.37523E-01  0.25401E-01  0.37704E-01  0.65683E-03  0.49718E-03  0.18952E+00  0.22567E-01  0.31973E-01  0.21174E+00  0.31973E-01  0.22567E-01  0.57743E-03  0.49718E-03  0.65683E-03  0.37704E-01  0.25401E-01  0.37523E-01  0.12881E-03  0.15674E-03  0.32492E-03  0.27911E-01  0.26936E-01  0.27376E-03
  0.27400E+03  0.83265E-04  0.12454E-03  0.65729E-03  0.18495E+00  0.65729E-03  0.12454E-03  0.12115E-03  0.31177E-03  0.29284E-01  0.25886E-01  0.36825E-03  0.18387E-03  0.58621E-03  0.38599E-01  0.25351E-01  0.38908E-01  0.61073E-03  0.36440E-03  0.16195E+00  0.31751E-01  0.34812E-01  0.19718E+00  0.34812E-01  0.31751E-01  0.58621E-03  0.36440E-03  0.61073E-03  0.38908E-01  0.25351E-01  0.38599E-01  0.12115E-03  0.18387E-03  0.36825E-03  0.25886E-01  0.29284E-01  0.31177E-03
  0.27500E+03  0.10301E-03  0.10728E-03  0.70640E-03  0.12909E+00  0.70640E-03  0.10728E-03  0.10616E-03  0.33948E-03  0.32086E-01  0.25204E-01  0.44081E-03  0.17893E-03  0.55407E-03  0.35050E-01  0.25277E-01  0.31466E-01  0.61684E-03  0.33363E-03  0.18073E+00  0.31332E-01  0.30050E-01  0.26238E+00  0.30050E-01  0.31332E-01  0.55407E-03  0.33363E-03  0.61684E-03  0.31466E-01  0.25277E-01  0.35050E-01  0.10616E-03  0.17893E-03  0.44081E-03  0.25204E-01  0.32086E-01  0.33948E-03
  0.27600E+03  0.11148E-03  0.10825E-03  0.61641E-03  0.15458E+00  0.61641E-03  0.10825E-03  0.11960E-03  0.39482E-03  0.31482E-01  0.30992E-01  0.42107E-03  0.16228E-03  0.54572E-03  0.31925E-01  0.25220E-01  0.27353E-01  0.66737E-03  0.29388E-03  0.20243E+00  0.36926E-01  0.25182E-01  0.21806E+00  0.25182E-01  0.36926E-01  0.54572E-03  0.29388E-03  0.66737E-03  0.27353E-01  0.25220E-01  0.31925E-01  0.11960E-03  0.16228E-03  0.42107E-03  0.30992E-01  0.31482E-01  0.39482E-03
  0.27700E+03  0.87371E-04  0.10054E-03  0.55010E-03  0.20359E+00  0.55010E-03  0.10054E-03  0.10268E-03  0.44103E-03  0.23983E-01  0.20532E-01  0.40598E-03  0.14645E-03  0.42748E-03  0.31312E-01  0.25352E-01  0.30565E-01  0.65017E-03  0.24342E-03  0.20827E+00  0.31934E-01  0.20582E-01  0.21340E+00  0.20582E-01  0.31934E-01  0.42748E-03  0.24342E-03  0.65017E-03  0.30565E-01  0.25352E-01  0.31312E-01  0.10268E-03  0.14645E-03  0.40598E-03  0.20532E-01  0.23983E-01  0.44103E-03
  0.27800E+03  0.68170E-04  0.10026E-03  0.47343E-03  0.22618E+00  0.47343E-03  0.10026E-03  0.10851E-03  0.40766E-03  0.32103E-01  0.21457E-01  0.53592E-03  0.15059E-03  0.51703E-03  0.32218E-01  0.25445E-01  0.33434E-01  0.66006E-03  0.29475E-03  0.14156E+00  0.25016E-01  0.19628E-01  0.24709E+00  0.19628E-01  0.25016E-01  0.51703E-03  0.29475E-03  0.66006E-03  0.33434E-01  0.25445E-01  0.32218E-01  0.10851E-03  0.15059E-03  0.53592E-03  0.21457E-01  0.32103E-01  0.40766E-03
  0.27900E+03  0.54031E-04  0.12966E-03  0.56113E-03  0.21552E+00  0.56113E-03  0.12966E-03  0.10822E-03  0.42207E-03  0.35500E-01  0.21523E-01  0.59522E-03  0.16236E-03  0.48148E-03  0.37985E-01  0.25570E-01  0.34618E-01  0.77999E-03  0.36904E-03  0.15013E+00  0.27327E-01  0.22980E-01  0.21607E+00  0.22980E-01  0.27327E-01  0.48148E-03  0.36904E-03  0.77999E-03  0.34618E-01  0.25570E-01  0.37985E-01  0.10822E-03  0.16236E-03  0.59522E-03  0.21523E-01  0.35500E-01  0.42207E-03
