One trajecotry PES of iaver=       1 pes_one(ifre,isnap),ifre=0,nfre)
        time    active_pes pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre)
           fs           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV
  0.10800E+03 -0.28347E+01  0.62668E-01  0.30264E-01 -0.21311E+01 -0.22324E+01 -0.22795E+01 -0.23756E+01 -0.24363E+01 -0.24889E+01 -0.25096E+01 -0.26033E+01 -0.26362E+01 -0.26887E+01 -0.27300E+01 -0.27892E+01 -0.28347E+01 -0.29011E+01 -0.29496E+01 -0.43695E+01 -0.44999E+01 -0.45157E+01 -0.46215E+01 -0.47007E+01 -0.47043E+01 -0.51830E+01 -0.52053E+01 -0.52298E+01 -0.52543E+01 -0.52828E+01 -0.54025E+01 -0.65165E+01 -0.65943E+01 -0.66487E+01 -0.67055E+01 -0.67836E+01 -0.68493E+01 -0.74071E+01
  0.10900E+03 -0.28332E+01  0.10293E+00  0.48113E-01 -0.20903E+01 -0.21936E+01 -0.22294E+01 -0.23824E+01 -0.24278E+01 -0.24535E+01 -0.24834E+01 -0.26025E+01 -0.26248E+01 -0.26766E+01 -0.27342E+01 -0.27743E+01 -0.28332E+01 -0.28888E+01 -0.29667E+01 -0.43585E+01 -0.44757E+01 -0.45217E+01 -0.46073E+01 -0.46895E+01 -0.47223E+01 -0.51673E+01 -0.52072E+01 -0.52170E+01 -0.52606E+01 -0.52873E+01 -0.54035E+01 -0.65112E+01 -0.65941E+01 -0.66497E+01 -0.67079E+01 -0.67892E+01 -0.68473E+01 -0.74082E+01
  0.11000E+03 -0.28289E+01  0.13703E+00  0.61199E-01 -0.20668E+01 -0.21619E+01 -0.21923E+01 -0.23839E+01 -0.23993E+01 -0.24209E+01 -0.24848E+01 -0.25973E+01 -0.26262E+01 -0.26622E+01 -0.27121E+01 -0.27750E+01 -0.28289E+01 -0.28757E+01 -0.29852E+01 -0.43508E+01 -0.44521E+01 -0.45309E+01 -0.45880E+01 -0.46713E+01 -0.47390E+01 -0.51614E+01 -0.52050E+01 -0.52134E+01 -0.52696E+01 -0.52919E+01 -0.54007E+01 -0.65093E+01 -0.65957E+01 -0.66523E+01 -0.67097E+01 -0.67903E+01 -0.68438E+01 -0.74092E+01
  0.11100E+03 -0.28181E+01  0.16209E+00  0.67221E-01 -0.20589E+01 -0.21498E+01 -0.21682E+01 -0.23524E+01 -0.23964E+01 -0.24060E+01 -0.24958E+01 -0.25831E+01 -0.26263E+01 -0.26497E+01 -0.26778E+01 -0.27769E+01 -0.28181E+01 -0.28748E+01 -0.29966E+01 -0.43466E+01 -0.44317E+01 -0.45420E+01 -0.45668E+01 -0.46519E+01 -0.47502E+01 -0.51614E+01 -0.51982E+01 -0.52196E+01 -0.52819E+01 -0.52952E+01 -0.53956E+01 -0.65117E+01 -0.65997E+01 -0.66560E+01 -0.67105E+01 -0.67860E+01 -0.68385E+01 -0.74098E+01
  0.11200E+03 -0.27995E+01  0.17519E+00  0.65142E-01 -0.20692E+01 -0.21505E+01 -0.21668E+01 -0.23187E+01 -0.23976E+01 -0.24093E+01 -0.25148E+01 -0.25647E+01 -0.26088E+01 -0.26434E+01 -0.26531E+01 -0.27705E+01 -0.27995E+01 -0.28829E+01 -0.30000E+01 -0.43494E+01 -0.44173E+01 -0.45471E+01 -0.45532E+01 -0.46346E+01 -0.47531E+01 -0.51662E+01 -0.51957E+01 -0.52289E+01 -0.52923E+01 -0.52963E+01 -0.53884E+01 -0.65176E+01 -0.66065E+01 -0.66602E+01 -0.67093E+01 -0.67750E+01 -0.68325E+01 -0.74096E+01
  0.11300E+03 -0.27538E+01  0.17624E+00  0.57733E-01 -0.20912E+01 -0.21560E+01 -0.21929E+01 -0.22978E+01 -0.23850E+01 -0.24246E+01 -0.25251E+01 -0.25627E+01 -0.25842E+01 -0.26256E+01 -0.26539E+01 -0.27538E+01 -0.27868E+01 -0.28824E+01 -0.30056E+01 -0.43617E+01 -0.44119E+01 -0.45314E+01 -0.45622E+01 -0.46201E+01 -0.47488E+01 -0.51738E+01 -0.51969E+01 -0.52399E+01 -0.52923E+01 -0.53015E+01 -0.53814E+01 -0.65269E+01 -0.66156E+01 -0.66636E+01 -0.67070E+01 -0.67591E+01 -0.68255E+01 -0.74085E+01
  0.11400E+03 -0.27288E+01  0.16630E+00  0.44059E-01 -0.21168E+01 -0.21847E+01 -0.22270E+01 -0.22963E+01 -0.23638E+01 -0.24325E+01 -0.25273E+01 -0.25722E+01 -0.25865E+01 -0.26192E+01 -0.26534E+01 -0.27288E+01 -0.27894E+01 -0.28629E+01 -0.30178E+01 -0.43831E+01 -0.44198E+01 -0.45194E+01 -0.45714E+01 -0.46092E+01 -0.47369E+01 -0.51788E+01 -0.52040E+01 -0.52523E+01 -0.52874E+01 -0.53038E+01 -0.53736E+01 -0.65378E+01 -0.66255E+01 -0.66657E+01 -0.67034E+01 -0.67411E+01 -0.68192E+01 -0.74069E+01
  0.11500E+03 -0.27189E+01  0.14688E+00  0.29055E-01 -0.21429E+01 -0.22279E+01 -0.22469E+01 -0.23072E+01 -0.23477E+01 -0.24385E+01 -0.25268E+01 -0.25759E+01 -0.26225E+01 -0.26368E+01 -0.26454E+01 -0.27189E+01 -0.27928E+01 -0.28363E+01 -0.30247E+01 -0.44071E+01 -0.44493E+01 -0.45104E+01 -0.45783E+01 -0.46011E+01 -0.47166E+01 -0.51830E+01 -0.52157E+01 -0.52585E+01 -0.52791E+01 -0.53079E+01 -0.53663E+01 -0.65505E+01 -0.66347E+01 -0.66659E+01 -0.66994E+01 -0.67231E+01 -0.68140E+01 -0.74048E+01
  0.11600E+03 -0.27245E+01  0.11952E+00  0.12678E-01 -0.21767E+01 -0.22486E+01 -0.22836E+01 -0.22966E+01 -0.23579E+01 -0.24634E+01 -0.25292E+01 -0.25833E+01 -0.26154E+01 -0.26689E+01 -0.26894E+01 -0.27245E+01 -0.27878E+01 -0.28273E+01 -0.30209E+01 -0.44340E+01 -0.44920E+01 -0.45108E+01 -0.45809E+01 -0.45943E+01 -0.46906E+01 -0.51875E+01 -0.52215E+01 -0.52574E+01 -0.52738E+01 -0.53180E+01 -0.53591E+01 -0.65638E+01 -0.66376E+01 -0.66637E+01 -0.66946E+01 -0.67131E+01 -0.68110E+01 -0.74025E+01
  0.11700E+03 -0.27461E+01  0.89640E-01 -0.69970E-03 -0.21996E+01 -0.22668E+01 -0.22832E+01 -0.23244E+01 -0.23697E+01 -0.24780E+01 -0.25423E+01 -0.25958E+01 -0.26171E+01 -0.26989E+01 -0.27154E+01 -0.27461E+01 -0.28117E+01 -0.28345E+01 -0.30030E+01 -0.44669E+01 -0.45010E+01 -0.45513E+01 -0.45816E+01 -0.45911E+01 -0.46580E+01 -0.51928E+01 -0.52099E+01 -0.52622E+01 -0.52740E+01 -0.53336E+01 -0.53506E+01 -0.65760E+01 -0.66293E+01 -0.66604E+01 -0.66892E+01 -0.67168E+01 -0.68111E+01 -0.74007E+01
  0.11800E+03 -0.27872E+01  0.58600E-01 -0.97546E-02 -0.22007E+01 -0.22797E+01 -0.23134E+01 -0.23532E+01 -0.23897E+01 -0.24790E+01 -0.25382E+01 -0.26112E+01 -0.26413E+01 -0.27163E+01 -0.27270E+01 -0.27872E+01 -0.28359E+01 -0.28685E+01 -0.29734E+01 -0.44951E+01 -0.45036E+01 -0.45671E+01 -0.45870E+01 -0.46197E+01 -0.46225E+01 -0.51866E+01 -0.52005E+01 -0.52620E+01 -0.52878E+01 -0.53380E+01 -0.53520E+01 -0.65870E+01 -0.66127E+01 -0.66566E+01 -0.66873E+01 -0.67279E+01 -0.68127E+01 -0.73991E+01
  0.11900E+03 -0.28313E+01  0.26021E-01 -0.17406E-01 -0.21996E+01 -0.22836E+01 -0.23686E+01 -0.23752E+01 -0.24160E+01 -0.24809E+01 -0.25317E+01 -0.26061E+01 -0.26715E+01 -0.27274E+01 -0.27591E+01 -0.28313E+01 -0.28433E+01 -0.29195E+01 -0.29532E+01 -0.45021E+01 -0.45164E+01 -0.45592E+01 -0.45722E+01 -0.46168E+01 -0.46742E+01 -0.51605E+01 -0.52114E+01 -0.52598E+01 -0.53045E+01 -0.53266E+01 -0.53712E+01 -0.65924E+01 -0.65970E+01 -0.66547E+01 -0.66882E+01 -0.67421E+01 -0.68164E+01 -0.73982E+01
  0.12000E+03 -0.28422E+01 -0.41071E-02 -0.24066E-01 -0.22034E+01 -0.22882E+01 -0.23786E+01 -0.24173E+01 -0.24491E+01 -0.24973E+01 -0.25344E+01 -0.26059E+01 -0.26796E+01 -0.27132E+01 -0.28073E+01 -0.28422E+01 -0.28738E+01 -0.29387E+01 -0.29811E+01 -0.45020E+01 -0.45171E+01 -0.45301E+01 -0.45674E+01 -0.46426E+01 -0.47243E+01 -0.51364E+01 -0.52230E+01 -0.52597E+01 -0.53094E+01 -0.53283E+01 -0.53865E+01 -0.65750E+01 -0.66035E+01 -0.66546E+01 -0.66906E+01 -0.67561E+01 -0.68216E+01 -0.73979E+01
  0.12100E+03 -0.28621E+01 -0.30969E-01 -0.32732E-01 -0.22100E+01 -0.22931E+01 -0.23754E+01 -0.24369E+01 -0.24957E+01 -0.25104E+01 -0.25624E+01 -0.26226E+01 -0.26465E+01 -0.27299E+01 -0.28122E+01 -0.28621E+01 -0.28941E+01 -0.29758E+01 -0.30088E+01 -0.44819E+01 -0.45015E+01 -0.45291E+01 -0.45718E+01 -0.46721E+01 -0.47675E+01 -0.51158E+01 -0.52326E+01 -0.52622E+01 -0.53022E+01 -0.53422E+01 -0.53973E+01 -0.65591E+01 -0.66105E+01 -0.66566E+01 -0.66929E+01 -0.67688E+01 -0.68273E+01 -0.73983E+01
  0.12200E+03 -0.28772E+01 -0.38081E-01 -0.58628E-01 -0.22201E+01 -0.22950E+01 -0.23721E+01 -0.24452E+01 -0.25087E+01 -0.25371E+01 -0.25911E+01 -0.26295E+01 -0.26577E+01 -0.27458E+01 -0.27942E+01 -0.28772E+01 -0.29279E+01 -0.29943E+01 -0.30275E+01 -0.44528E+01 -0.44937E+01 -0.45370E+01 -0.45790E+01 -0.46949E+01 -0.48034E+01 -0.50971E+01 -0.52398E+01 -0.52673E+01 -0.52945E+01 -0.53572E+01 -0.54036E+01 -0.65456E+01 -0.66180E+01 -0.66596E+01 -0.66944E+01 -0.67795E+01 -0.68335E+01 -0.73992E+01
  0.12300E+03 -0.28819E+01 -0.44837E-01 -0.84858E-01 -0.22321E+01 -0.22987E+01 -0.23697E+01 -0.24536E+01 -0.25181E+01 -0.25359E+01 -0.26064E+01 -0.26685E+01 -0.26780E+01 -0.27519E+01 -0.28032E+01 -0.28819E+01 -0.29529E+01 -0.29824E+01 -0.30399E+01 -0.44304E+01 -0.44879E+01 -0.45470E+01 -0.45847E+01 -0.47115E+01 -0.48297E+01 -0.50861E+01 -0.52421E+01 -0.52726E+01 -0.52915E+01 -0.53707E+01 -0.54042E+01 -0.65354E+01 -0.66253E+01 -0.66635E+01 -0.66954E+01 -0.67873E+01 -0.68393E+01 -0.74006E+01
  0.12400E+03 -0.28693E+01 -0.48567E-01 -0.10514E+00 -0.22413E+01 -0.23048E+01 -0.23637E+01 -0.24672E+01 -0.25183E+01 -0.25459E+01 -0.26208E+01 -0.26375E+01 -0.27155E+01 -0.27831E+01 -0.28222E+01 -0.28693E+01 -0.29418E+01 -0.29799E+01 -0.30364E+01 -0.44165E+01 -0.44845E+01 -0.45559E+01 -0.45883E+01 -0.47192E+01 -0.48430E+01 -0.50835E+01 -0.52424E+01 -0.52727E+01 -0.52975E+01 -0.53797E+01 -0.53967E+01 -0.65282E+01 -0.66299E+01 -0.66685E+01 -0.66968E+01 -0.67915E+01 -0.68436E+01 -0.74021E+01
  0.12500E+03 -0.28407E+01 -0.49916E-01 -0.12049E+00 -0.22473E+01 -0.23148E+01 -0.23556E+01 -0.24901E+01 -0.25143E+01 -0.25687E+01 -0.25890E+01 -0.26285E+01 -0.27501E+01 -0.28093E+01 -0.28336E+01 -0.28407E+01 -0.29038E+01 -0.29993E+01 -0.30264E+01 -0.44128E+01 -0.44840E+01 -0.45617E+01 -0.45910E+01 -0.47200E+01 -0.48439E+01 -0.50895E+01 -0.52457E+01 -0.52712E+01 -0.53083E+01 -0.53797E+01 -0.53863E+01 -0.65245E+01 -0.66303E+01 -0.66743E+01 -0.66999E+01 -0.67924E+01 -0.68450E+01 -0.74033E+01
  0.12600E+03 -0.28451E+01 -0.49385E-01 -0.12818E+00 -0.22570E+01 -0.23265E+01 -0.23502E+01 -0.25045E+01 -0.25115E+01 -0.25384E+01 -0.26155E+01 -0.26312E+01 -0.27526E+01 -0.27878E+01 -0.28247E+01 -0.28451E+01 -0.28648E+01 -0.30009E+01 -0.30404E+01 -0.44178E+01 -0.44863E+01 -0.45651E+01 -0.45932E+01 -0.47165E+01 -0.48297E+01 -0.51038E+01 -0.52533E+01 -0.52682E+01 -0.53220E+01 -0.53608E+01 -0.53846E+01 -0.65239E+01 -0.66286E+01 -0.66788E+01 -0.67049E+01 -0.67911E+01 -0.68428E+01 -0.74040E+01
  0.12700E+03 -0.28485E+01 -0.42147E-01 -0.12526E+00 -0.22714E+01 -0.23202E+01 -0.23587E+01 -0.24616E+01 -0.25202E+01 -0.25578E+01 -0.26167E+01 -0.26492E+01 -0.27032E+01 -0.27748E+01 -0.28012E+01 -0.28336E+01 -0.28485E+01 -0.29881E+01 -0.30604E+01 -0.44285E+01 -0.44906E+01 -0.45653E+01 -0.45897E+01 -0.47090E+01 -0.48037E+01 -0.51235E+01 -0.52614E+01 -0.52672E+01 -0.53309E+01 -0.53405E+01 -0.53783E+01 -0.65275E+01 -0.66254E+01 -0.66811E+01 -0.67100E+01 -0.67872E+01 -0.68368E+01 -0.74041E+01
  0.12800E+03 -0.28503E+01 -0.26865E-01 -0.11153E+00 -0.22809E+01 -0.23097E+01 -0.23670E+01 -0.24252E+01 -0.25140E+01 -0.25690E+01 -0.25841E+01 -0.26549E+01 -0.26980E+01 -0.27375E+01 -0.27718E+01 -0.28230E+01 -0.28503E+01 -0.29678E+01 -0.30665E+01 -0.44438E+01 -0.44957E+01 -0.45638E+01 -0.45811E+01 -0.46978E+01 -0.47699E+01 -0.51458E+01 -0.52540E+01 -0.52790E+01 -0.53118E+01 -0.53436E+01 -0.53667E+01 -0.65335E+01 -0.66233E+01 -0.66814E+01 -0.67122E+01 -0.67814E+01 -0.68273E+01 -0.74036E+01
  0.12900E+03 -0.28546E+01 -0.51730E-02 -0.88752E-01 -0.22598E+01 -0.23142E+01 -0.23726E+01 -0.23917E+01 -0.24789E+01 -0.25606E+01 -0.25629E+01 -0.26702E+01 -0.26797E+01 -0.27179E+01 -0.27557E+01 -0.28202E+01 -0.28546E+01 -0.29416E+01 -0.30523E+01 -0.44605E+01 -0.45007E+01 -0.45555E+01 -0.45736E+01 -0.46794E+01 -0.47371E+01 -0.51700E+01 -0.52406E+01 -0.52881E+01 -0.52906E+01 -0.53399E+01 -0.53601E+01 -0.65417E+01 -0.66227E+01 -0.66808E+01 -0.67101E+01 -0.67730E+01 -0.68168E+01 -0.74025E+01
  0.13000E+03 -0.28703E+01  0.18871E-01 -0.60535E-01 -0.22318E+01 -0.23054E+01 -0.23213E+01 -0.24109E+01 -0.24612E+01 -0.25138E+01 -0.25677E+01 -0.26615E+01 -0.26729E+01 -0.27247E+01 -0.27421E+01 -0.28189E+01 -0.28703E+01 -0.29117E+01 -0.30179E+01 -0.44781E+01 -0.45025E+01 -0.45428E+01 -0.45698E+01 -0.46529E+01 -0.47129E+01 -0.51940E+01 -0.52219E+01 -0.52698E+01 -0.52892E+01 -0.53329E+01 -0.53609E+01 -0.65518E+01 -0.66253E+01 -0.66790E+01 -0.67038E+01 -0.67597E+01 -0.68081E+01 -0.74012E+01
  0.13100E+03 -0.28608E+01  0.45420E-01 -0.30334E-01 -0.22022E+01 -0.22616E+01 -0.22904E+01 -0.24279E+01 -0.24561E+01 -0.24737E+01 -0.25677E+01 -0.26512E+01 -0.26668E+01 -0.27176E+01 -0.27477E+01 -0.28163E+01 -0.28608E+01 -0.29079E+01 -0.29651E+01 -0.44902E+01 -0.44979E+01 -0.45309E+01 -0.45708E+01 -0.46279E+01 -0.46959E+01 -0.52002E+01 -0.52177E+01 -0.52542E+01 -0.52696E+01 -0.53389E+01 -0.53590E+01 -0.65622E+01 -0.66317E+01 -0.66769E+01 -0.66931E+01 -0.67425E+01 -0.68018E+01 -0.73999E+01
  0.13200E+03 -0.28380E+01  0.71445E-01  0.13038E-02 -0.21635E+01 -0.22279E+01 -0.22712E+01 -0.23835E+01 -0.24650E+01 -0.24800E+01 -0.25625E+01 -0.26405E+01 -0.26719E+01 -0.26937E+01 -0.27399E+01 -0.28136E+01 -0.28380E+01 -0.29008E+01 -0.29208E+01 -0.44718E+01 -0.44958E+01 -0.45325E+01 -0.45743E+01 -0.46111E+01 -0.46853E+01 -0.51805E+01 -0.52241E+01 -0.52407E+01 -0.52587E+01 -0.53422E+01 -0.53625E+01 -0.65709E+01 -0.66405E+01 -0.66748E+01 -0.66802E+01 -0.67263E+01 -0.67970E+01 -0.73987E+01
  0.13300E+03 -0.28128E+01  0.91582E-01  0.30879E-01 -0.21293E+01 -0.22144E+01 -0.22518E+01 -0.23483E+01 -0.24623E+01 -0.24894E+01 -0.25556E+01 -0.26374E+01 -0.26515E+01 -0.26937E+01 -0.27115E+01 -0.27941E+01 -0.28128E+01 -0.28610E+01 -0.29258E+01 -0.44403E+01 -0.44919E+01 -0.45393E+01 -0.45787E+01 -0.46048E+01 -0.46806E+01 -0.51653E+01 -0.52057E+01 -0.52285E+01 -0.52736E+01 -0.53325E+01 -0.53759E+01 -0.65748E+01 -0.66409E+01 -0.66684E+01 -0.66828E+01 -0.67157E+01 -0.67926E+01 -0.73982E+01
  0.13400E+03 -0.28125E+01  0.10496E+00  0.56999E-01 -0.21101E+01 -0.22006E+01 -0.22342E+01 -0.23378E+01 -0.24478E+01 -0.25015E+01 -0.25281E+01 -0.26228E+01 -0.26321E+01 -0.26936E+01 -0.27004E+01 -0.27323E+01 -0.28125E+01 -0.28448E+01 -0.29243E+01 -0.44085E+01 -0.44853E+01 -0.45466E+01 -0.45818E+01 -0.46099E+01 -0.46794E+01 -0.51556E+01 -0.51887E+01 -0.52190E+01 -0.52883E+01 -0.53176E+01 -0.53923E+01 -0.65677E+01 -0.66300E+01 -0.66720E+01 -0.66923E+01 -0.67136E+01 -0.67886E+01 -0.73983E+01
  0.13500E+03 -0.28012E+01  0.11077E+00  0.80149E-01 -0.21055E+01 -0.21800E+01 -0.22283E+01 -0.23371E+01 -0.24337E+01 -0.24730E+01 -0.25177E+01 -0.25829E+01 -0.26301E+01 -0.26743E+01 -0.27056E+01 -0.27146E+01 -0.28012E+01 -0.28334E+01 -0.29157E+01 -0.43814E+01 -0.44770E+01 -0.45502E+01 -0.45880E+01 -0.46206E+01 -0.46793E+01 -0.51489E+01 -0.51784E+01 -0.52109E+01 -0.52896E+01 -0.53103E+01 -0.54082E+01 -0.65491E+01 -0.66228E+01 -0.66778E+01 -0.66965E+01 -0.67246E+01 -0.67862E+01 -0.73990E+01
  0.13600E+03 -0.27792E+01  0.11110E+00  0.98785E-01 -0.21080E+01 -0.21676E+01 -0.22257E+01 -0.23183E+01 -0.24203E+01 -0.24333E+01 -0.25137E+01 -0.25660E+01 -0.26305E+01 -0.26561E+01 -0.27095E+01 -0.27161E+01 -0.27792E+01 -0.28357E+01 -0.29074E+01 -0.43609E+01 -0.44710E+01 -0.45520E+01 -0.45984E+01 -0.46293E+01 -0.46774E+01 -0.51464E+01 -0.51745E+01 -0.52082E+01 -0.52748E+01 -0.53140E+01 -0.54193E+01 -0.65270E+01 -0.66194E+01 -0.66802E+01 -0.66991E+01 -0.67404E+01 -0.67883E+01 -0.74003E+01
  0.13700E+03 -0.27736E+01  0.11885E+00  0.99666E-01 -0.21072E+01 -0.21627E+01 -0.22216E+01 -0.22841E+01 -0.23991E+01 -0.24370E+01 -0.25033E+01 -0.25733E+01 -0.26237E+01 -0.26377E+01 -0.27051E+01 -0.27308E+01 -0.27736E+01 -0.28360E+01 -0.29071E+01 -0.43492E+01 -0.44678E+01 -0.45582E+01 -0.46065E+01 -0.46339E+01 -0.46750E+01 -0.51455E+01 -0.51712E+01 -0.52112E+01 -0.52611E+01 -0.53147E+01 -0.54294E+01 -0.65068E+01 -0.66177E+01 -0.66754E+01 -0.67051E+01 -0.67522E+01 -0.67997E+01 -0.74020E+01
  0.13800E+03 -0.27850E+01  0.13013E+00  0.87543E-01 -0.21004E+01 -0.21415E+01 -0.22170E+01 -0.22804E+01 -0.23983E+01 -0.24453E+01 -0.25132E+01 -0.25590E+01 -0.26118E+01 -0.26289E+01 -0.27095E+01 -0.27481E+01 -0.27850E+01 -0.28378E+01 -0.29117E+01 -0.43450E+01 -0.44642E+01 -0.45677E+01 -0.46077E+01 -0.46353E+01 -0.46769E+01 -0.51489E+01 -0.51710E+01 -0.52182E+01 -0.52486E+01 -0.53114E+01 -0.54326E+01 -0.64904E+01 -0.66163E+01 -0.66649E+01 -0.67147E+01 -0.67602E+01 -0.68170E+01 -0.74041E+01
  0.13900E+03 -0.26527E+01  0.13734E+00  0.71872E-01 -0.20807E+01 -0.21294E+01 -0.22197E+01 -0.22977E+01 -0.24197E+01 -0.24539E+01 -0.25100E+01 -0.25405E+01 -0.25996E+01 -0.26527E+01 -0.27099E+01 -0.27591E+01 -0.27986E+01 -0.28531E+01 -0.29189E+01 -0.43507E+01 -0.44587E+01 -0.45700E+01 -0.46024E+01 -0.46362E+01 -0.46860E+01 -0.51571E+01 -0.51743E+01 -0.52246E+01 -0.52426E+01 -0.53053E+01 -0.54265E+01 -0.64799E+01 -0.66157E+01 -0.66536E+01 -0.67246E+01 -0.67646E+01 -0.68344E+01 -0.74061E+01
  0.14000E+03 -0.24434E+01  0.13703E+00  0.54224E-01 -0.20628E+01 -0.21369E+01 -0.22196E+01 -0.23389E+01 -0.24434E+01 -0.24616E+01 -0.24877E+01 -0.25495E+01 -0.26110E+01 -0.26894E+01 -0.27051E+01 -0.27671E+01 -0.28043E+01 -0.28760E+01 -0.29224E+01 -0.43638E+01 -0.44535E+01 -0.45653E+01 -0.45890E+01 -0.46360E+01 -0.47015E+01 -0.51677E+01 -0.51857E+01 -0.52238E+01 -0.52466E+01 -0.52978E+01 -0.54125E+01 -0.64761E+01 -0.66159E+01 -0.66448E+01 -0.67329E+01 -0.67657E+01 -0.68484E+01 -0.74077E+01
  0.14100E+03 -0.24412E+01  0.13361E+00  0.34438E-01 -0.20631E+01 -0.21440E+01 -0.22154E+01 -0.23845E+01 -0.24412E+01 -0.24680E+01 -0.25002E+01 -0.25696E+01 -0.26379E+01 -0.27049E+01 -0.27170E+01 -0.27774E+01 -0.28047E+01 -0.29000E+01 -0.29248E+01 -0.43757E+01 -0.44466E+01 -0.45563E+01 -0.45756E+01 -0.46369E+01 -0.47209E+01 -0.51767E+01 -0.52029E+01 -0.52216E+01 -0.52518E+01 -0.52977E+01 -0.53926E+01 -0.64787E+01 -0.66162E+01 -0.66413E+01 -0.67386E+01 -0.67639E+01 -0.68583E+01 -0.74090E+01
  0.14200E+03 -0.24030E+01  0.12336E+00  0.13563E-01 -0.20803E+01 -0.21492E+01 -0.22197E+01 -0.24030E+01 -0.24557E+01 -0.24878E+01 -0.25375E+01 -0.26040E+01 -0.26417E+01 -0.27025E+01 -0.27395E+01 -0.27797E+01 -0.28195E+01 -0.29186E+01 -0.29300E+01 -0.43853E+01 -0.44414E+01 -0.45456E+01 -0.45647E+01 -0.46420E+01 -0.47407E+01 -0.51796E+01 -0.52193E+01 -0.52331E+01 -0.52531E+01 -0.53093E+01 -0.53658E+01 -0.64869E+01 -0.66157E+01 -0.66441E+01 -0.67420E+01 -0.67596E+01 -0.68645E+01 -0.74101E+01
  0.14300E+03 -0.24082E+01  0.11063E+00 -0.10251E-01 -0.21060E+01 -0.21545E+01 -0.22326E+01 -0.24082E+01 -0.24936E+01 -0.24990E+01 -0.25959E+01 -0.26251E+01 -0.26423E+01 -0.26947E+01 -0.27304E+01 -0.27806E+01 -0.28620E+01 -0.29238E+01 -0.29465E+01 -0.43873E+01 -0.44435E+01 -0.45382E+01 -0.45596E+01 -0.46497E+01 -0.47574E+01 -0.51776E+01 -0.52249E+01 -0.52511E+01 -0.52655E+01 -0.53279E+01 -0.53413E+01 -0.64997E+01 -0.66165E+01 -0.66511E+01 -0.67430E+01 -0.67531E+01 -0.68653E+01 -0.74104E+01
  0.14400E+03 -0.24243E+01  0.95853E-01 -0.35724E-01 -0.21374E+01 -0.21662E+01 -0.22518E+01 -0.24243E+01 -0.24991E+01 -0.25331E+01 -0.26081E+01 -0.26439E+01 -0.26703E+01 -0.26951E+01 -0.27124E+01 -0.27831E+01 -0.28987E+01 -0.29260E+01 -0.29583E+01 -0.43882E+01 -0.44521E+01 -0.45329E+01 -0.45613E+01 -0.46578E+01 -0.47680E+01 -0.51745E+01 -0.52275E+01 -0.52520E+01 -0.52881E+01 -0.53240E+01 -0.53552E+01 -0.65162E+01 -0.66192E+01 -0.66608E+01 -0.67406E+01 -0.67435E+01 -0.68618E+01 -0.74101E+01
  0.14500E+03 -0.24449E+01  0.75121E-01 -0.62272E-01 -0.21679E+01 -0.22023E+01 -0.22772E+01 -0.24449E+01 -0.24930E+01 -0.25437E+01 -0.25997E+01 -0.26571E+01 -0.26667E+01 -0.27211E+01 -0.27485E+01 -0.27791E+01 -0.29107E+01 -0.29386E+01 -0.29661E+01 -0.43962E+01 -0.44633E+01 -0.45316E+01 -0.45703E+01 -0.46646E+01 -0.47706E+01 -0.51722E+01 -0.52307E+01 -0.52443E+01 -0.52999E+01 -0.53296E+01 -0.53828E+01 -0.65356E+01 -0.66239E+01 -0.66714E+01 -0.67313E+01 -0.67356E+01 -0.68545E+01 -0.74088E+01
  0.14600E+03 -0.24492E+01  0.50456E-01 -0.86081E-01 -0.22043E+01 -0.22534E+01 -0.23044E+01 -0.24492E+01 -0.24911E+01 -0.25287E+01 -0.25810E+01 -0.26562E+01 -0.26865E+01 -0.27540E+01 -0.27677E+01 -0.27940E+01 -0.29175E+01 -0.29322E+01 -0.29813E+01 -0.44134E+01 -0.44743E+01 -0.45361E+01 -0.45830E+01 -0.46652E+01 -0.47682E+01 -0.51686E+01 -0.52337E+01 -0.52394E+01 -0.53049E+01 -0.53422E+01 -0.54077E+01 -0.65575E+01 -0.66294E+01 -0.66816E+01 -0.67164E+01 -0.67281E+01 -0.68444E+01 -0.74068E+01
