One trajecotry PES of iaver=       1 pes_one(ifre,isnap),ifre=0,nfre)
        time    active_pes pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre)
           fs           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV
  0.25900E+03 -0.20611E+01  0.21221E+00  0.26373E-01 -0.20611E+01 -0.21520E+01 -0.21895E+01 -0.22639E+01 -0.23096E+01 -0.24531E+01 -0.25116E+01 -0.25669E+01 -0.26006E+01 -0.26585E+01 -0.26848E+01 -0.27052E+01 -0.28057E+01 -0.28624E+01 -0.29561E+01 -0.43335E+01 -0.44010E+01 -0.45457E+01 -0.46123E+01 -0.46479E+01 -0.47528E+01 -0.51074E+01 -0.51567E+01 -0.51822E+01 -0.52377E+01 -0.53677E+01 -0.54899E+01 -0.64863E+01 -0.65769E+01 -0.66789E+01 -0.67018E+01 -0.67886E+01 -0.69065E+01 -0.74248E+01
  0.26000E+03 -0.20499E+01  0.18633E+00  0.30777E-01 -0.20499E+01 -0.22095E+01 -0.22249E+01 -0.22612E+01 -0.23328E+01 -0.24715E+01 -0.25264E+01 -0.25685E+01 -0.25786E+01 -0.26362E+01 -0.27007E+01 -0.27161E+01 -0.27919E+01 -0.28392E+01 -0.29784E+01 -0.43443E+01 -0.44208E+01 -0.45490E+01 -0.46021E+01 -0.46208E+01 -0.47613E+01 -0.51087E+01 -0.51421E+01 -0.51787E+01 -0.52593E+01 -0.53435E+01 -0.55115E+01 -0.64821E+01 -0.65833E+01 -0.66839E+01 -0.67010E+01 -0.67927E+01 -0.69164E+01 -0.74267E+01
  0.26100E+03 -0.20609E+01  0.14840E+00  0.32405E-01 -0.20609E+01 -0.22489E+01 -0.22581E+01 -0.22877E+01 -0.23712E+01 -0.24643E+01 -0.25329E+01 -0.25610E+01 -0.25842E+01 -0.26390E+01 -0.27126E+01 -0.27302E+01 -0.27889E+01 -0.28281E+01 -0.29888E+01 -0.43604E+01 -0.44423E+01 -0.45340E+01 -0.45892E+01 -0.46066E+01 -0.47766E+01 -0.51083E+01 -0.51345E+01 -0.51818E+01 -0.52816E+01 -0.53161E+01 -0.55294E+01 -0.64822E+01 -0.65916E+01 -0.66878E+01 -0.67025E+01 -0.67942E+01 -0.69190E+01 -0.74266E+01
  0.26200E+03 -0.20934E+01  0.10289E+00  0.29461E-01 -0.20934E+01 -0.22376E+01 -0.23039E+01 -0.23421E+01 -0.23883E+01 -0.24769E+01 -0.25363E+01 -0.25844E+01 -0.25905E+01 -0.26489E+01 -0.27051E+01 -0.27614E+01 -0.28023E+01 -0.28264E+01 -0.29884E+01 -0.43781E+01 -0.44646E+01 -0.45187E+01 -0.45749E+01 -0.46018E+01 -0.47921E+01 -0.51098E+01 -0.51343E+01 -0.51889E+01 -0.52883E+01 -0.53049E+01 -0.55384E+01 -0.64869E+01 -0.66010E+01 -0.66887E+01 -0.67044E+01 -0.67931E+01 -0.69130E+01 -0.74240E+01
  0.26300E+03 -0.21390E+01  0.63647E-01  0.18604E-01 -0.21390E+01 -0.22183E+01 -0.23418E+01 -0.23495E+01 -0.24110E+01 -0.25227E+01 -0.25537E+01 -0.25950E+01 -0.26132E+01 -0.26579E+01 -0.26934E+01 -0.27847E+01 -0.28198E+01 -0.28512E+01 -0.29792E+01 -0.43945E+01 -0.44746E+01 -0.45201E+01 -0.45693E+01 -0.45983E+01 -0.48026E+01 -0.51181E+01 -0.51383E+01 -0.51973E+01 -0.52657E+01 -0.53243E+01 -0.55361E+01 -0.64955E+01 -0.66107E+01 -0.66866E+01 -0.67059E+01 -0.67893E+01 -0.68979E+01 -0.74193E+01
  0.26400E+03 -0.21810E+01  0.48019E-01 -0.19368E-01 -0.21810E+01 -0.22001E+01 -0.23414E+01 -0.23860E+01 -0.24594E+01 -0.25309E+01 -0.25733E+01 -0.26173E+01 -0.26511E+01 -0.26702E+01 -0.26903E+01 -0.27818E+01 -0.28421E+01 -0.29089E+01 -0.29650E+01 -0.44012E+01 -0.44814E+01 -0.45362E+01 -0.45753E+01 -0.45994E+01 -0.48066E+01 -0.51316E+01 -0.51476E+01 -0.52054E+01 -0.52509E+01 -0.53410E+01 -0.55264E+01 -0.65073E+01 -0.66211E+01 -0.66832E+01 -0.67072E+01 -0.67822E+01 -0.68747E+01 -0.74132E+01
  0.26500E+03 -0.21850E+01  0.44652E-01 -0.65632E-01 -0.21850E+01 -0.22132E+01 -0.23620E+01 -0.24201E+01 -0.24921E+01 -0.25257E+01 -0.25948E+01 -0.26198E+01 -0.26875E+01 -0.26879E+01 -0.27134E+01 -0.27703E+01 -0.28614E+01 -0.29309E+01 -0.29888E+01 -0.44002E+01 -0.44941E+01 -0.45437E+01 -0.45969E+01 -0.46082E+01 -0.48032E+01 -0.51457E+01 -0.51700E+01 -0.52059E+01 -0.52491E+01 -0.53517E+01 -0.55102E+01 -0.65214E+01 -0.66319E+01 -0.66787E+01 -0.67070E+01 -0.67720E+01 -0.68457E+01 -0.74064E+01
  0.26600E+03 -0.21835E+01  0.40999E-01 -0.10442E+00 -0.21835E+01 -0.22364E+01 -0.23889E+01 -0.24417E+01 -0.24993E+01 -0.25153E+01 -0.26127E+01 -0.26295E+01 -0.26977E+01 -0.27189E+01 -0.27434E+01 -0.27710E+01 -0.28766E+01 -0.29163E+01 -0.30465E+01 -0.43990E+01 -0.45065E+01 -0.45427E+01 -0.46222E+01 -0.46321E+01 -0.47918E+01 -0.51602E+01 -0.52008E+01 -0.52034E+01 -0.52558E+01 -0.53568E+01 -0.54906E+01 -0.65361E+01 -0.66427E+01 -0.66746E+01 -0.67046E+01 -0.67610E+01 -0.68159E+01 -0.74003E+01
  0.26700E+03 -0.21971E+01  0.36151E-01 -0.13444E+00 -0.21971E+01 -0.22647E+01 -0.24097E+01 -0.24432E+01 -0.25024E+01 -0.25081E+01 -0.26209E+01 -0.26341E+01 -0.26944E+01 -0.27430E+01 -0.27834E+01 -0.27852E+01 -0.28908E+01 -0.29073E+01 -0.30864E+01 -0.44017E+01 -0.45134E+01 -0.45400E+01 -0.46355E+01 -0.46730E+01 -0.47779E+01 -0.51802E+01 -0.51969E+01 -0.52414E+01 -0.52559E+01 -0.53606E+01 -0.54676E+01 -0.65507E+01 -0.66517E+01 -0.66719E+01 -0.66986E+01 -0.67500E+01 -0.67901E+01 -0.73953E+01
  0.26800E+03 -0.22194E+01  0.31652E-01 -0.15637E+00 -0.22194E+01 -0.23010E+01 -0.24099E+01 -0.24318E+01 -0.25062E+01 -0.25163E+01 -0.26241E+01 -0.26386E+01 -0.26775E+01 -0.27493E+01 -0.28007E+01 -0.28332E+01 -0.28993E+01 -0.29134E+01 -0.31017E+01 -0.44039E+01 -0.45066E+01 -0.45449E+01 -0.46422E+01 -0.47172E+01 -0.47690E+01 -0.51832E+01 -0.52088E+01 -0.52398E+01 -0.52800E+01 -0.53731E+01 -0.54488E+01 -0.65644E+01 -0.66573E+01 -0.66674E+01 -0.66929E+01 -0.67415E+01 -0.67756E+01 -0.73924E+01
  0.26900E+03 -0.22410E+01  0.25905E-01 -0.16652E+00 -0.22410E+01 -0.23281E+01 -0.23898E+01 -0.24456E+01 -0.25076E+01 -0.25298E+01 -0.26289E+01 -0.26372E+01 -0.26741E+01 -0.27440E+01 -0.28091E+01 -0.28520E+01 -0.28877E+01 -0.29525E+01 -0.30953E+01 -0.44033E+01 -0.44913E+01 -0.45570E+01 -0.46430E+01 -0.47455E+01 -0.47754E+01 -0.51758E+01 -0.52099E+01 -0.52330E+01 -0.53120E+01 -0.53925E+01 -0.54306E+01 -0.65759E+01 -0.66506E+01 -0.66608E+01 -0.66969E+01 -0.67349E+01 -0.67759E+01 -0.73916E+01
  0.27000E+03 -0.22337E+01  0.21975E-01 -0.16418E+00 -0.22337E+01 -0.23299E+01 -0.24076E+01 -0.24684E+01 -0.25059E+01 -0.25460E+01 -0.26249E+01 -0.26392E+01 -0.26876E+01 -0.27325E+01 -0.27974E+01 -0.28514E+01 -0.28649E+01 -0.29939E+01 -0.30692E+01 -0.43990E+01 -0.44760E+01 -0.45696E+01 -0.46390E+01 -0.47417E+01 -0.48031E+01 -0.51610E+01 -0.51857E+01 -0.52532E+01 -0.53341E+01 -0.53986E+01 -0.54227E+01 -0.65833E+01 -0.66281E+01 -0.66634E+01 -0.67060E+01 -0.67340E+01 -0.67847E+01 -0.73928E+01
  0.27100E+03 -0.22041E+01  0.19655E-01 -0.15557E+00 -0.22041E+01 -0.23495E+01 -0.24256E+01 -0.24864E+01 -0.25040E+01 -0.25701E+01 -0.26127E+01 -0.26474E+01 -0.27066E+01 -0.27126E+01 -0.27813E+01 -0.28259E+01 -0.28520E+01 -0.30230E+01 -0.30299E+01 -0.43922E+01 -0.44642E+01 -0.45774E+01 -0.46349E+01 -0.47302E+01 -0.48222E+01 -0.51352E+01 -0.51767E+01 -0.52717E+01 -0.53475E+01 -0.53737E+01 -0.54372E+01 -0.65801E+01 -0.66133E+01 -0.66654E+01 -0.67168E+01 -0.67397E+01 -0.67970E+01 -0.73956E+01
  0.27200E+03 -0.21796E+01  0.20166E-01 -0.14155E+00 -0.21796E+01 -0.23706E+01 -0.24360E+01 -0.24791E+01 -0.24996E+01 -0.25965E+01 -0.26006E+01 -0.26367E+01 -0.26894E+01 -0.27298E+01 -0.27709E+01 -0.28013E+01 -0.28428E+01 -0.29745E+01 -0.30430E+01 -0.43839E+01 -0.44562E+01 -0.45753E+01 -0.46346E+01 -0.47136E+01 -0.48272E+01 -0.51113E+01 -0.51767E+01 -0.52889E+01 -0.53384E+01 -0.53604E+01 -0.54463E+01 -0.65632E+01 -0.66104E+01 -0.66672E+01 -0.67289E+01 -0.67498E+01 -0.68115E+01 -0.73996E+01
  0.27300E+03 -0.21686E+01  0.25693E-01 -0.12234E+00 -0.21686E+01 -0.23756E+01 -0.24341E+01 -0.24588E+01 -0.24798E+01 -0.25713E+01 -0.26107E+01 -0.26384E+01 -0.26763E+01 -0.27319E+01 -0.27490E+01 -0.28074E+01 -0.28272E+01 -0.29299E+01 -0.30416E+01 -0.43752E+01 -0.44548E+01 -0.45643E+01 -0.46330E+01 -0.46971E+01 -0.48163E+01 -0.50974E+01 -0.51824E+01 -0.53016E+01 -0.53094E+01 -0.53631E+01 -0.54482E+01 -0.65433E+01 -0.66105E+01 -0.66703E+01 -0.67407E+01 -0.67608E+01 -0.68258E+01 -0.74041E+01
  0.27400E+03 -0.21740E+01  0.34559E-01 -0.99458E-01 -0.21740E+01 -0.23618E+01 -0.24011E+01 -0.24352E+01 -0.24545E+01 -0.25592E+01 -0.26040E+01 -0.26517E+01 -0.26662E+01 -0.27193E+01 -0.27335E+01 -0.27946E+01 -0.28085E+01 -0.29163E+01 -0.30235E+01 -0.43688E+01 -0.44552E+01 -0.45476E+01 -0.46283E+01 -0.46879E+01 -0.47925E+01 -0.50911E+01 -0.51937E+01 -0.52729E+01 -0.53195E+01 -0.53651E+01 -0.54427E+01 -0.65257E+01 -0.66087E+01 -0.66742E+01 -0.67514E+01 -0.67709E+01 -0.68380E+01 -0.74083E+01
  0.27500E+03 -0.21862E+01  0.47852E-01 -0.71470E-01 -0.21862E+01 -0.23312E+01 -0.23444E+01 -0.24079E+01 -0.24345E+01 -0.25460E+01 -0.25847E+01 -0.26398E+01 -0.26862E+01 -0.27001E+01 -0.27133E+01 -0.27781E+01 -0.27908E+01 -0.29144E+01 -0.30002E+01 -0.43647E+01 -0.44464E+01 -0.45303E+01 -0.46313E+01 -0.46818E+01 -0.47624E+01 -0.50930E+01 -0.52000E+01 -0.52506E+01 -0.53235E+01 -0.53659E+01 -0.54354E+01 -0.65110E+01 -0.66052E+01 -0.66775E+01 -0.67599E+01 -0.67796E+01 -0.68477E+01 -0.74117E+01
  0.27600E+03 -0.21974E+01  0.63090E-01 -0.37147E-01 -0.21974E+01 -0.22842E+01 -0.23001E+01 -0.23799E+01 -0.24232E+01 -0.25094E+01 -0.25425E+01 -0.26430E+01 -0.26629E+01 -0.27082E+01 -0.27096E+01 -0.27554E+01 -0.27796E+01 -0.29027E+01 -0.29824E+01 -0.43629E+01 -0.44289E+01 -0.45150E+01 -0.46462E+01 -0.46763E+01 -0.47298E+01 -0.50994E+01 -0.51872E+01 -0.52493E+01 -0.53127E+01 -0.53683E+01 -0.54332E+01 -0.65003E+01 -0.66011E+01 -0.66790E+01 -0.67650E+01 -0.67872E+01 -0.68530E+01 -0.74141E+01
  0.27700E+03 -0.21873E+01  0.77648E-01 -0.11631E-02 -0.21873E+01 -0.22492E+01 -0.22724E+01 -0.23502E+01 -0.24164E+01 -0.24583E+01 -0.25201E+01 -0.26107E+01 -0.26613E+01 -0.26967E+01 -0.27127E+01 -0.27261E+01 -0.27826E+01 -0.29028E+01 -0.29709E+01 -0.43660E+01 -0.44117E+01 -0.45027E+01 -0.46658E+01 -0.46699E+01 -0.47001E+01 -0.51053E+01 -0.51690E+01 -0.52596E+01 -0.52942E+01 -0.53685E+01 -0.54358E+01 -0.64939E+01 -0.65973E+01 -0.66790E+01 -0.67663E+01 -0.67932E+01 -0.68530E+01 -0.74151E+01
  0.27800E+03 -0.21583E+01  0.93390E-01  0.36666E-01 -0.21583E+01 -0.22262E+01 -0.22584E+01 -0.23171E+01 -0.23924E+01 -0.24307E+01 -0.25180E+01 -0.25786E+01 -0.26375E+01 -0.26556E+01 -0.26793E+01 -0.27290E+01 -0.28039E+01 -0.29138E+01 -0.29581E+01 -0.43709E+01 -0.44051E+01 -0.44922E+01 -0.46536E+01 -0.46677E+01 -0.46928E+01 -0.51084E+01 -0.51576E+01 -0.52700E+01 -0.52779E+01 -0.53619E+01 -0.54377E+01 -0.64909E+01 -0.65942E+01 -0.66782E+01 -0.67627E+01 -0.67985E+01 -0.68471E+01 -0.74150E+01
  0.27900E+03 -0.21295E+01  0.11406E+00  0.62886E-01 -0.21295E+01 -0.22084E+01 -0.22513E+01 -0.22948E+01 -0.23469E+01 -0.24444E+01 -0.24950E+01 -0.25692E+01 -0.25867E+01 -0.26359E+01 -0.26557E+01 -0.27363E+01 -0.28153E+01 -0.29211E+01 -0.29520E+01 -0.43744E+01 -0.44162E+01 -0.44845E+01 -0.46311E+01 -0.46430E+01 -0.47132E+01 -0.51056E+01 -0.51527E+01 -0.52623E+01 -0.52882E+01 -0.53511E+01 -0.54365E+01 -0.64910E+01 -0.65917E+01 -0.66773E+01 -0.67551E+01 -0.68038E+01 -0.68367E+01 -0.74143E+01
  0.28000E+03 -0.21060E+01  0.14367E+00  0.69766E-01 -0.21060E+01 -0.21970E+01 -0.22398E+01 -0.22947E+01 -0.23180E+01 -0.24239E+01 -0.24848E+01 -0.25494E+01 -0.25971E+01 -0.26229E+01 -0.26354E+01 -0.27365E+01 -0.28135E+01 -0.29073E+01 -0.29599E+01 -0.43785E+01 -0.44330E+01 -0.44834E+01 -0.46049E+01 -0.46268E+01 -0.47280E+01 -0.51030E+01 -0.51494E+01 -0.52636E+01 -0.53007E+01 -0.53367E+01 -0.54293E+01 -0.64938E+01 -0.65888E+01 -0.66771E+01 -0.67436E+01 -0.68092E+01 -0.68216E+01 -0.74129E+01
  0.28100E+03 -0.20877E+01  0.17487E+00  0.66020E-01 -0.20877E+01 -0.21875E+01 -0.22251E+01 -0.23076E+01 -0.23141E+01 -0.23683E+01 -0.25131E+01 -0.25358E+01 -0.26068E+01 -0.26141E+01 -0.26367E+01 -0.27252E+01 -0.28051E+01 -0.28843E+01 -0.29648E+01 -0.43865E+01 -0.44391E+01 -0.44873E+01 -0.45844E+01 -0.46162E+01 -0.47399E+01 -0.51018E+01 -0.51445E+01 -0.52686E+01 -0.53060E+01 -0.53276E+01 -0.54215E+01 -0.64975E+01 -0.65857E+01 -0.66793E+01 -0.67292E+01 -0.68025E+01 -0.68153E+01 -0.74116E+01
  0.28200E+03 -0.20827E+01  0.19770E+00  0.56035E-01 -0.20827E+01 -0.21767E+01 -0.22211E+01 -0.23010E+01 -0.23369E+01 -0.23479E+01 -0.25313E+01 -0.25427E+01 -0.25936E+01 -0.26231E+01 -0.26653E+01 -0.26997E+01 -0.27934E+01 -0.28564E+01 -0.29571E+01 -0.43940E+01 -0.44379E+01 -0.44811E+01 -0.45748E+01 -0.46194E+01 -0.47459E+01 -0.51036E+01 -0.51408E+01 -0.52583E+01 -0.53057E+01 -0.53334E+01 -0.54195E+01 -0.65011E+01 -0.65827E+01 -0.66849E+01 -0.67147E+01 -0.67823E+01 -0.68215E+01 -0.74110E+01
  0.28300E+03 -0.20957E+01  0.20875E+00  0.40758E-01 -0.20957E+01 -0.21656E+01 -0.22324E+01 -0.22793E+01 -0.23395E+01 -0.23887E+01 -0.25305E+01 -0.25599E+01 -0.25905E+01 -0.26425E+01 -0.26766E+01 -0.26984E+01 -0.27872E+01 -0.28286E+01 -0.29374E+01 -0.43959E+01 -0.44386E+01 -0.44660E+01 -0.45685E+01 -0.46399E+01 -0.47469E+01 -0.51083E+01 -0.51394E+01 -0.52387E+01 -0.53000E+01 -0.53441E+01 -0.54287E+01 -0.65042E+01 -0.65800E+01 -0.66912E+01 -0.67044E+01 -0.67620E+01 -0.68280E+01 -0.74114E+01
  0.28400E+03 -0.21184E+01  0.20916E+00  0.24441E-01 -0.21184E+01 -0.21619E+01 -0.22417E+01 -0.22705E+01 -0.23535E+01 -0.24318E+01 -0.25169E+01 -0.25673E+01 -0.25923E+01 -0.26496E+01 -0.27068E+01 -0.27072E+01 -0.27799E+01 -0.28128E+01 -0.29144E+01 -0.43931E+01 -0.44321E+01 -0.44577E+01 -0.45642E+01 -0.46641E+01 -0.47454E+01 -0.51127E+01 -0.51449E+01 -0.52193E+01 -0.52855E+01 -0.53560E+01 -0.54453E+01 -0.65081E+01 -0.65797E+01 -0.66853E+01 -0.67098E+01 -0.67432E+01 -0.68337E+01 -0.74125E+01
  0.28500E+03 -0.21459E+01  0.19682E+00  0.54842E-02 -0.21459E+01 -0.21725E+01 -0.22253E+01 -0.23103E+01 -0.23788E+01 -0.24480E+01 -0.25061E+01 -0.25691E+01 -0.25983E+01 -0.26803E+01 -0.27002E+01 -0.27302E+01 -0.27602E+01 -0.28382E+01 -0.29060E+01 -0.43909E+01 -0.44219E+01 -0.44554E+01 -0.45657E+01 -0.46857E+01 -0.47423E+01 -0.51150E+01 -0.51574E+01 -0.52056E+01 -0.52704E+01 -0.53671E+01 -0.54630E+01 -0.65140E+01 -0.65818E+01 -0.66753E+01 -0.67194E+01 -0.67314E+01 -0.68382E+01 -0.74142E+01
  0.28600E+03 -0.21742E+01  0.17695E+00 -0.12644E-01 -0.21742E+01 -0.21747E+01 -0.22293E+01 -0.23571E+01 -0.24001E+01 -0.24369E+01 -0.25165E+01 -0.25733E+01 -0.25887E+01 -0.26872E+01 -0.27085E+01 -0.27447E+01 -0.27559E+01 -0.28838E+01 -0.29199E+01 -0.43908E+01 -0.44201E+01 -0.44505E+01 -0.45734E+01 -0.46980E+01 -0.47401E+01 -0.51151E+01 -0.51741E+01 -0.51984E+01 -0.52585E+01 -0.53737E+01 -0.54789E+01 -0.65231E+01 -0.65849E+01 -0.66661E+01 -0.67143E+01 -0.67410E+01 -0.68416E+01 -0.74160E+01
  0.28700E+03 -0.22081E+01  0.15080E+00 -0.30191E-01 -0.21596E+01 -0.22081E+01 -0.22577E+01 -0.23538E+01 -0.24352E+01 -0.24667E+01 -0.25265E+01 -0.25638E+01 -0.25792E+01 -0.26602E+01 -0.26994E+01 -0.27740E+01 -0.27997E+01 -0.29303E+01 -0.29516E+01 -0.43937E+01 -0.44274E+01 -0.44455E+01 -0.45844E+01 -0.46979E+01 -0.47452E+01 -0.51154E+01 -0.51793E+01 -0.52120E+01 -0.52509E+01 -0.53747E+01 -0.54922E+01 -0.65356E+01 -0.65898E+01 -0.66572E+01 -0.67101E+01 -0.67558E+01 -0.68431E+01 -0.74176E+01
  0.28800E+03 -0.22417E+01  0.12250E+00 -0.45990E-01 -0.21481E+01 -0.22417E+01 -0.22847E+01 -0.23345E+01 -0.24557E+01 -0.24940E+01 -0.25336E+01 -0.25688E+01 -0.25950E+01 -0.26381E+01 -0.26940E+01 -0.28104E+01 -0.28365E+01 -0.29668E+01 -0.29904E+01 -0.43955E+01 -0.44383E+01 -0.44525E+01 -0.45967E+01 -0.46871E+01 -0.47580E+01 -0.51164E+01 -0.51800E+01 -0.52283E+01 -0.52567E+01 -0.53685E+01 -0.55006E+01 -0.65505E+01 -0.65959E+01 -0.66490E+01 -0.67111E+01 -0.67691E+01 -0.68426E+01 -0.74185E+01
  0.28900E+03 -0.22686E+01  0.93810E-01 -0.59513E-01 -0.21429E+01 -0.22686E+01 -0.22861E+01 -0.23510E+01 -0.24415E+01 -0.25055E+01 -0.25395E+01 -0.25468E+01 -0.26506E+01 -0.26717E+01 -0.27048E+01 -0.28250E+01 -0.28599E+01 -0.29916E+01 -0.30287E+01 -0.43888E+01 -0.44556E+01 -0.44754E+01 -0.46088E+01 -0.46736E+01 -0.47720E+01 -0.51216E+01 -0.51876E+01 -0.52305E+01 -0.52796E+01 -0.53553E+01 -0.55011E+01 -0.65644E+01 -0.66035E+01 -0.66439E+01 -0.67157E+01 -0.67780E+01 -0.68404E+01 -0.74183E+01
  0.29000E+03 -0.22682E+01  0.66240E-01 -0.72958E-01 -0.21457E+01 -0.22682E+01 -0.23041E+01 -0.23920E+01 -0.24130E+01 -0.25144E+01 -0.25272E+01 -0.25599E+01 -0.26713E+01 -0.27270E+01 -0.27604E+01 -0.28224E+01 -0.28688E+01 -0.30032E+01 -0.30586E+01 -0.43772E+01 -0.44855E+01 -0.45028E+01 -0.46184E+01 -0.46614E+01 -0.47856E+01 -0.51300E+01 -0.52016E+01 -0.52353E+01 -0.53012E+01 -0.53371E+01 -0.54947E+01 -0.65725E+01 -0.66118E+01 -0.66451E+01 -0.67226E+01 -0.67822E+01 -0.68361E+01 -0.74170E+01
  0.29100E+03 -0.22640E+01  0.40840E-01 -0.83122E-01 -0.21515E+01 -0.22640E+01 -0.23274E+01 -0.23906E+01 -0.24365E+01 -0.25118E+01 -0.25386E+01 -0.25837E+01 -0.26899E+01 -0.27617E+01 -0.27903E+01 -0.28326E+01 -0.28769E+01 -0.30004E+01 -0.30765E+01 -0.43635E+01 -0.45236E+01 -0.45309E+01 -0.46147E+01 -0.46602E+01 -0.47946E+01 -0.51394E+01 -0.52113E+01 -0.52549E+01 -0.53108E+01 -0.53230E+01 -0.54817E+01 -0.65711E+01 -0.66209E+01 -0.66531E+01 -0.67309E+01 -0.67805E+01 -0.68322E+01 -0.74149E+01
  0.29200E+03 -0.22755E+01  0.16270E-01 -0.90395E-01 -0.21604E+01 -0.22755E+01 -0.23381E+01 -0.23872E+01 -0.24881E+01 -0.25142E+01 -0.25681E+01 -0.26109E+01 -0.26983E+01 -0.27586E+01 -0.27945E+01 -0.28313E+01 -0.29170E+01 -0.29789E+01 -0.30836E+01 -0.43524E+01 -0.45528E+01 -0.45640E+01 -0.46033E+01 -0.46658E+01 -0.47953E+01 -0.51526E+01 -0.52163E+01 -0.52691E+01 -0.53116E+01 -0.53255E+01 -0.54637E+01 -0.65628E+01 -0.66313E+01 -0.66626E+01 -0.67401E+01 -0.67730E+01 -0.68284E+01 -0.74123E+01
  0.29300E+03 -0.23014E+01 -0.46386E-02 -0.93528E-01 -0.21711E+01 -0.23014E+01 -0.23333E+01 -0.24034E+01 -0.25193E+01 -0.25462E+01 -0.26008E+01 -0.26340E+01 -0.26847E+01 -0.27339E+01 -0.28043E+01 -0.28303E+01 -0.29280E+01 -0.29573E+01 -0.30881E+01 -0.43465E+01 -0.45585E+01 -0.45905E+01 -0.46141E+01 -0.46671E+01 -0.47862E+01 -0.51699E+01 -0.52208E+01 -0.52530E+01 -0.53211E+01 -0.53422E+01 -0.54418E+01 -0.65518E+01 -0.66419E+01 -0.66678E+01 -0.67467E+01 -0.67639E+01 -0.68242E+01 -0.74095E+01
  0.29400E+03 -0.23108E+01 -0.21479E-01 -0.95251E-01 -0.21887E+01 -0.23108E+01 -0.23422E+01 -0.24416E+01 -0.25230E+01 -0.25734E+01 -0.26231E+01 -0.26490E+01 -0.26727E+01 -0.27240E+01 -0.28061E+01 -0.28455E+01 -0.28915E+01 -0.29428E+01 -0.31000E+01 -0.43446E+01 -0.45415E+01 -0.46123E+01 -0.46349E+01 -0.46656E+01 -0.47766E+01 -0.51889E+01 -0.52213E+01 -0.52376E+01 -0.53109E+01 -0.53635E+01 -0.54292E+01 -0.65409E+01 -0.66503E+01 -0.66697E+01 -0.67391E+01 -0.67661E+01 -0.68202E+01 -0.74071E+01
  0.29500E+03 -0.22921E+01 -0.28339E-01 -0.95157E-01 -0.22149E+01 -0.22921E+01 -0.23730E+01 -0.24660E+01 -0.25331E+01 -0.25449E+01 -0.26024E+01 -0.26711E+01 -0.26928E+01 -0.27260E+01 -0.28021E+01 -0.28586E+01 -0.28707E+01 -0.29103E+01 -0.31091E+01 -0.43481E+01 -0.45217E+01 -0.46165E+01 -0.46320E+01 -0.46814E+01 -0.47740E+01 -0.51988E+01 -0.52091E+01 -0.52383E+01 -0.53002E+01 -0.53611E+01 -0.54357E+01 -0.65310E+01 -0.66513E+01 -0.66754E+01 -0.67233E+01 -0.67717E+01 -0.68168E+01 -0.74049E+01
  0.29600E+03 -0.22772E+01 -0.22291E-01 -0.95807E-01 -0.22376E+01 -0.22772E+01 -0.23796E+01 -0.24557E+01 -0.25087E+01 -0.25600E+01 -0.25891E+01 -0.26727E+01 -0.26919E+01 -0.27278E+01 -0.27934E+01 -0.28531E+01 -0.28855E+01 -0.29012E+01 -0.31021E+01 -0.43577E+01 -0.45044E+01 -0.45864E+01 -0.46413E+01 -0.46998E+01 -0.47756E+01 -0.51876E+01 -0.51919E+01 -0.52547E+01 -0.52971E+01 -0.53503E+01 -0.54457E+01 -0.65242E+01 -0.66464E+01 -0.66853E+01 -0.67069E+01 -0.67733E+01 -0.68153E+01 -0.74033E+01
  0.29700E+03 -0.22966E+01 -0.51209E-02 -0.94724E-01 -0.22216E+01 -0.22966E+01 -0.23466E+01 -0.24618E+01 -0.24790E+01 -0.25295E+01 -0.26034E+01 -0.26513E+01 -0.26995E+01 -0.27213E+01 -0.27753E+01 -0.28539E+01 -0.28946E+01 -0.29259E+01 -0.30721E+01 -0.43718E+01 -0.44873E+01 -0.45617E+01 -0.46420E+01 -0.47118E+01 -0.47781E+01 -0.51569E+01 -0.51782E+01 -0.52741E+01 -0.53035E+01 -0.53404E+01 -0.54507E+01 -0.65201E+01 -0.66398E+01 -0.66900E+01 -0.66962E+01 -0.67724E+01 -0.68163E+01 -0.74024E+01
