Carrier occupation on the iband=           1 structure at different time
        iband           ik           kx           ky           kz         E_nk         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit
            1            9      0.16667      0.33333      0.00000     -2.65290      0.00148      0.05000      0.05075      0.04289      0.06063      0.07403      0.08496      0.08178      0.06766      0.08316      0.05535      0.06348      0.05940      0.06499      0.05326      0.05882      0.04176      0.05676      0.06408      0.07659      0.04878      0.06289      0.04501      0.04985      0.02906      0.03747      0.04303      0.05942      0.04486      0.04387      0.04248      0.05002      0.04138      0.04465      0.03596      0.03508      0.04186      0.05590      0.03290      0.04065      0.04179      0.04512      0.03861      0.04821      0.03881      0.04506      0.04255      0.04069      0.02954      0.02776      0.02854      0.03206      0.04151      0.04290      0.04729      0.03759      0.03772      0.03403      0.04151      0.04637      0.02313      0.04275      0.03123      0.03286      0.03813      0.04592      0.02768      0.02135      0.02962      0.03949      0.04090      0.03703      0.02968      0.03812      0.03065      0.03696      0.02204      0.03355      0.02983      0.04039      0.04657      0.04654      0.03796      0.05104      0.02747      0.04232      0.03320      0.04082      0.03274      0.05640      0.05983      0.06044      0.03895      0.03936      0.03259      0.03563      0.01988      0.03163      0.03054      0.03021      0.02598      0.03625      0.03152      0.03137      0.02357      0.03273      0.04840      0.04427      0.03382      0.04363      0.03209      0.04119      0.03129      0.04090      0.01885      0.04450      0.01840      0.02249      0.02307      0.02556      0.02173      0.03126      0.01886      0.02637      0.01914      0.02326      0.02686      0.02779      0.02909      0.03606      0.01744      0.04965      0.04176      0.03855      0.02031      0.02251      0.03268      0.04131      0.03299      0.03150      0.02811      0.03743      0.02587      0.03488      0.02703      0.04106      0.02694      0.02517      0.02463      0.02941      0.02741      0.03466      0.02842      0.05112      0.03805      0.03185      0.04289      0.04139      0.02820      0.02808      0.03383      0.02589      0.02664      0.03120      0.03740      0.04649      0.04331      0.04013      0.02972      0.03432      0.03275      0.03108      0.04235      0.05287      0.02742      0.04020      0.03886      0.03177      0.03421      0.03800      0.03830      0.03640      0.03629      0.04052      0.04614      0.04278      0.04508      0.04464      0.03085      0.02697      0.02669      0.02498      0.03905      0.04398      0.03421      0.03507      0.03033      0.03759      0.04522      0.04850      0.03356      0.03192
            1           10      0.16667      0.50000      0.00000     -2.65290      0.00638      0.10000      0.08561      0.08117      0.05864      0.05661      0.06893      0.08665      0.08439      0.07026      0.07277      0.09185      0.07628      0.08553      0.07385      0.06797      0.06652      0.06205      0.05653      0.05427      0.04913      0.06017      0.05888      0.06197      0.06572      0.06517      0.04978      0.04753      0.06449      0.06892      0.05388      0.05450      0.03766      0.05916      0.04039      0.04378      0.04505      0.04485      0.03875      0.04138      0.03720      0.03671      0.03889      0.04121      0.03175      0.03928      0.03787      0.04051      0.03563      0.03635      0.04146      0.04231      0.03647      0.03805      0.03818      0.03857      0.03219      0.02626      0.03732      0.04237      0.01915      0.02218      0.03455      0.05169      0.03338      0.04836      0.03946      0.04351      0.02604      0.03394      0.02359      0.02969      0.03562      0.03814      0.04044      0.05082      0.03631      0.03629      0.03089      0.04351      0.04131      0.03780      0.04207      0.05026      0.05188      0.05435      0.03815      0.03325      0.04642      0.04061      0.04851      0.04894      0.04079      0.06586      0.04522      0.05715      0.01899      0.02547      0.03437      0.03624      0.02982      0.04033      0.02624      0.03782      0.04056      0.03727      0.03268      0.04211      0.04349      0.04350      0.02520      0.03968      0.02637      0.03039      0.02604      0.03372      0.02885      0.03738      0.02821      0.03069      0.02998      0.04361      0.02681      0.03176      0.02877      0.03198      0.03745      0.05063      0.02509      0.04475      0.02243      0.03496      0.02108      0.03528      0.02350      0.03409      0.02870      0.02777      0.02470      0.01761      0.02758      0.03989      0.02474      0.04635      0.02960      0.02869      0.03202      0.02292      0.02933      0.04420      0.03363      0.03582      0.02899      0.02213      0.02536      0.03057      0.03858      0.04913      0.03330      0.04417      0.02001      0.03366      0.04357      0.03869      0.03892      0.02767      0.03979      0.03192      0.03310      0.03896      0.02426      0.02329      0.03143      0.03493      0.03542      0.04517      0.04831      0.06808      0.03369      0.05440      0.04137      0.02860      0.03082      0.03431      0.02921      0.03062      0.03115      0.03198      0.03503      0.03167      0.04167      0.05363      0.03698      0.04968      0.02886      0.03842      0.02821      0.03132      0.02273      0.02961      0.04173      0.02375
            1           10      0.16667     -0.50000      0.00000     -2.65290      0.00638      0.10000      0.08561      0.08117      0.05864      0.05661      0.06893      0.08665      0.08439      0.07026      0.07277      0.09185      0.07628      0.08553      0.07385      0.06797      0.06652      0.06205      0.05653      0.05427      0.04913      0.06017      0.05888      0.06197      0.06572      0.06517      0.04978      0.04753      0.06449      0.06892      0.05388      0.05450      0.03766      0.05916      0.04039      0.04378      0.04505      0.04485      0.03875      0.04138      0.03720      0.03671      0.03889      0.04121      0.03175      0.03928      0.03787      0.04051      0.03563      0.03635      0.04146      0.04231      0.03647      0.03805      0.03818      0.03857      0.03219      0.02626      0.03732      0.04237      0.01915      0.02218      0.03455      0.05169      0.03338      0.04836      0.03946      0.04351      0.02604      0.03394      0.02359      0.02969      0.03562      0.03814      0.04044      0.05082      0.03631      0.03629      0.03089      0.04351      0.04131      0.03780      0.04207      0.05026      0.05188      0.05435      0.03815      0.03325      0.04642      0.04061      0.04851      0.04894      0.04079      0.06586      0.04522      0.05715      0.01899      0.02547      0.03437      0.03624      0.02982      0.04033      0.02624      0.03782      0.04056      0.03727      0.03268      0.04211      0.04349      0.04350      0.02520      0.03968      0.02637      0.03039      0.02604      0.03372      0.02885      0.03738      0.02821      0.03069      0.02998      0.04361      0.02681      0.03176      0.02877      0.03198      0.03745      0.05063      0.02509      0.04475      0.02243      0.03496      0.02108      0.03528      0.02350      0.03409      0.02870      0.02777      0.02470      0.01761      0.02758      0.03989      0.02474      0.04635      0.02960      0.02869      0.03202      0.02292      0.02933      0.04420      0.03363      0.03582      0.02899      0.02213      0.02536      0.03057      0.03858      0.04913      0.03330      0.04417      0.02001      0.03366      0.04357      0.03869      0.03892      0.02767      0.03979      0.03192      0.03310      0.03896      0.02426      0.02329      0.03143      0.03493      0.03542      0.04517      0.04831      0.06808      0.03369      0.05440      0.04137      0.02860      0.03082      0.03431      0.02921      0.03062      0.03115      0.03198      0.03503      0.03167      0.04167      0.05363      0.03698      0.04968      0.02886      0.03842      0.02821      0.03132      0.02273      0.02961      0.04173      0.02375
            1           11      0.16667     -0.33333      0.00000     -5.24710      0.00004      0.00000      0.00024      0.00039      0.00050      0.00057      0.00042      0.00058      0.00027      0.00035      0.00027      0.00044      0.00016      0.00036      0.00021      0.00037      0.00030      0.00041      0.00027      0.00037      0.00030      0.00039      0.00049      0.00035      0.00037      0.00038      0.00045      0.00056      0.00036      0.00050      0.00046      0.00048      0.00036      0.00044      0.00044      0.00053      0.00035      0.00038      0.00046      0.00061      0.00022      0.00038      0.00051      0.00042      0.00040      0.00040      0.00025      0.00021      0.00050      0.00043      0.00027      0.00039      0.00030      0.00040      0.00046      0.00041      0.00033      0.00055      0.00038      0.00046      0.00040      0.00042      0.00022      0.00023      0.00045      0.00048      0.00033      0.00046      0.00040      0.00037      0.00034      0.00035      0.00023      0.00025      0.00022      0.00032      0.00038      0.00040      0.00035      0.00051      0.00023      0.00027      0.00034      0.00047      0.00025      0.00041      0.00028      0.00023      0.00035      0.00033      0.00036      0.00030      0.00034      0.00030      0.00020      0.00030      0.00023      0.00027      0.00037      0.00048      0.00030      0.00026      0.00026      0.00040      0.00038      0.00058      0.00038      0.00040      0.00033      0.00035      0.00044      0.00045      0.00050      0.00057      0.00040      0.00052      0.00039      0.00055      0.00042      0.00044      0.00042      0.00047      0.00030      0.00043      0.00040      0.00053      0.00037      0.00033      0.00039      0.00053      0.00028      0.00027      0.00040      0.00054      0.00040      0.00043      0.00045      0.00041      0.00055      0.00065      0.00051      0.00056      0.00041      0.00042      0.00038      0.00037      0.00032      0.00037      0.00044      0.00056      0.00032      0.00047      0.00053      0.00055      0.00039      0.00036      0.00039      0.00039      0.00047      0.00035      0.00042      0.00037      0.00040      0.00028      0.00022      0.00028      0.00041      0.00049      0.00021      0.00048      0.00034      0.00060      0.00045      0.00064      0.00028      0.00049      0.00034      0.00039      0.00047      0.00038      0.00043      0.00053      0.00041      0.00051      0.00031      0.00028      0.00043      0.00058      0.00023      0.00033      0.00025      0.00023      0.00024      0.00032      0.00042      0.00056      0.00036      0.00039      0.00049      0.00064      0.00043      0.00066
            1           12      0.16667     -0.16667      0.00000     -6.66290     -0.00005      0.00000      0.00012      0.00069      0.00012      0.00050      0.00010      0.00035      0.00015      0.00045      0.00010      0.00038      0.00014      0.00040      0.00013      0.00052      0.00011      0.00049      0.00010      0.00036      0.00009      0.00024      0.00019      0.00041      0.00019      0.00042      0.00008      0.00019      0.00010      0.00030      0.00016      0.00028      0.00013      0.00026      0.00017      0.00047      0.00011      0.00029      0.00012      0.00031      0.00009      0.00023      0.00012      0.00026      0.00015      0.00023      0.00016      0.00042      0.00009      0.00022      0.00010      0.00026      0.00012      0.00028      0.00014      0.00025      0.00012      0.00034      0.00016      0.00027      0.00013      0.00036      0.00015      0.00025      0.00012      0.00031      0.00007      0.00026      0.00014      0.00026      0.00008      0.00027      0.00019      0.00032      0.00018      0.00036      0.00007      0.00021      0.00012      0.00025      0.00012      0.00012      0.00011      0.00024      0.00014      0.00016      0.00008      0.00029      0.00009      0.00027      0.00014      0.00027      0.00012      0.00029      0.00012      0.00025      0.00011      0.00023      0.00010      0.00012      0.00019      0.00026      0.00014      0.00026      0.00016      0.00035      0.00015      0.00020      0.00009      0.00013      0.00018      0.00024      0.00015      0.00026      0.00012      0.00027      0.00013      0.00022      0.00010      0.00018      0.00013      0.00023      0.00015      0.00021      0.00011      0.00021      0.00014      0.00019      0.00013      0.00020      0.00011      0.00021      0.00015      0.00026      0.00011      0.00018      0.00018      0.00026      0.00017      0.00024      0.00014      0.00023      0.00011      0.00022      0.00015      0.00025      0.00016      0.00033      0.00015      0.00020      0.00012      0.00023      0.00013      0.00023      0.00011      0.00028      0.00018      0.00025      0.00012      0.00018      0.00015      0.00020      0.00017      0.00029      0.00015      0.00025      0.00011      0.00022      0.00009      0.00019      0.00010      0.00026      0.00016      0.00034      0.00013      0.00028      0.00015      0.00026      0.00013      0.00029      0.00013      0.00029      0.00016      0.00021      0.00018      0.00020      0.00011      0.00015      0.00011      0.00022      0.00015      0.00026      0.00014      0.00026      0.00011      0.00020      0.00020      0.00025      0.00020      0.00019      0.00012      0.00021
            1           13      0.33333      0.00000      0.00000     -4.56820      0.00000      0.00000      0.00035      0.00032      0.00035      0.00052      0.00071      0.00059      0.00051      0.00068      0.00055      0.00055      0.00059      0.00056      0.00054      0.00056      0.00040      0.00033      0.00063      0.00054      0.00055      0.00060      0.00074      0.00064      0.00064      0.00078      0.00065      0.00051      0.00047      0.00044      0.00070      0.00068      0.00061      0.00071      0.00065      0.00082      0.00037      0.00040      0.00061      0.00065      0.00049      0.00045      0.00060      0.00053      0.00035      0.00051      0.00059      0.00070      0.00051      0.00045      0.00039      0.00056      0.00053      0.00058      0.00058      0.00058      0.00054      0.00082      0.00063      0.00064      0.00039      0.00048      0.00030      0.00034      0.00057      0.00067      0.00043      0.00063      0.00043      0.00059      0.00046      0.00067      0.00050      0.00062      0.00060      0.00052      0.00045      0.00046      0.00065      0.00064      0.00064      0.00069      0.00068      0.00066      0.00080      0.00075      0.00056      0.00054      0.00041      0.00066      0.00077      0.00116      0.00044      0.00074      0.00050      0.00057      0.00043      0.00060      0.00057      0.00055      0.00044      0.00049      0.00056      0.00072      0.00073      0.00089      0.00046      0.00062      0.00049      0.00048      0.00055      0.00066      0.00043      0.00056      0.00045      0.00054      0.00067      0.00079      0.00055      0.00062      0.00071      0.00069      0.00069      0.00060      0.00091      0.00098      0.00059      0.00085      0.00053      0.00070      0.00063      0.00082      0.00065      0.00095      0.00052      0.00056      0.00059      0.00062      0.00069      0.00049      0.00068      0.00081      0.00052      0.00074      0.00076      0.00094      0.00059      0.00060      0.00043      0.00049      0.00055      0.00036      0.00076      0.00111      0.00037      0.00077      0.00042      0.00051      0.00043      0.00058      0.00061      0.00066      0.00042      0.00066      0.00061      0.00086      0.00060      0.00084      0.00060      0.00075      0.00066      0.00047      0.00061      0.00063      0.00034      0.00042      0.00083      0.00108      0.00067      0.00080      0.00083      0.00079      0.00085      0.00072      0.00080      0.00073      0.00057      0.00071      0.00051      0.00036      0.00065      0.00082      0.00050      0.00040      0.00051      0.00062      0.00024      0.00033      0.00049      0.00053      0.00061      0.00074
            1           14      0.33333      0.16667      0.00000     -2.65290      0.01721      0.10000      0.08603      0.08568      0.07564      0.06972      0.05812      0.04494      0.05775      0.05683      0.06056      0.05924      0.06813      0.07506      0.04761      0.04056      0.04773      0.05246      0.04829      0.04292      0.06785      0.06348      0.02954      0.03035      0.06379      0.06178      0.04633      0.05211      0.03719      0.03644      0.04026      0.03788      0.03509      0.03014      0.03105      0.04055      0.02664      0.03488      0.02820      0.03650      0.02659      0.03415      0.03487      0.04104      0.05176      0.05513      0.02262      0.02861      0.01567      0.01751      0.02216      0.03339      0.04752      0.04198      0.02714      0.02477      0.03168      0.03603      0.02998      0.04285      0.03679      0.03764      0.02164      0.02960      0.03977      0.04779      0.02366      0.03058      0.03142      0.03677      0.03335      0.03360      0.02149      0.02527      0.01849      0.02639      0.02992      0.03638      0.03432      0.05187      0.02671      0.03669      0.04035      0.04267      0.03413      0.02997      0.06579      0.05917      0.02981      0.03797      0.05153      0.04749      0.03688      0.03187      0.03677      0.03173      0.03230      0.04340      0.02373      0.03361      0.03433      0.03907      0.02956      0.02787      0.03216      0.03098      0.03065      0.04339      0.03366      0.04257      0.03505      0.05934      0.03717      0.03839      0.03101      0.04469      0.03442      0.04938      0.02650      0.02496      0.02165      0.02395      0.03043      0.03258      0.02735      0.03747      0.02423      0.03602      0.03358      0.03829      0.01980      0.02620      0.03047      0.03648      0.02054      0.02268      0.03063      0.04372      0.02888      0.03475      0.02604      0.02816      0.04428      0.06648      0.02180      0.03203      0.03109      0.02674      0.02471      0.03699      0.03781      0.03914      0.03765      0.04735      0.02668      0.04640      0.03321      0.04046      0.03042      0.03133      0.03395      0.05434      0.02229      0.02784      0.03575      0.03841      0.02315      0.02996      0.03146      0.04596      0.04292      0.04055      0.04075      0.03548      0.03790      0.04040      0.04160      0.03804      0.02901      0.03024      0.02358      0.03718      0.04393      0.04423      0.04284      0.04910      0.04242      0.04659      0.03976      0.04282      0.04436      0.04871      0.03631      0.03638      0.02122      0.02421      0.02343      0.02387      0.03085      0.04128      0.03226      0.03546
            1           15      0.33333      0.33333      0.00000      0.00000      0.00010      0.00000      0.00032      0.00031      0.00041      0.00037      0.00028      0.00026      0.00026      0.00035      0.00040      0.00041      0.00029      0.00024      0.00022      0.00031      0.00047      0.00063      0.00049      0.00048      0.00035      0.00033      0.00034      0.00031      0.00042      0.00039      0.00040      0.00035      0.00042      0.00043      0.00045      0.00045      0.00049      0.00033      0.00069      0.00085      0.00048      0.00050      0.00058      0.00057      0.02538      0.02467      0.02495      0.04154      0.02518      0.01969      0.02521      0.00283      0.02517      0.03000      0.02515      0.04139      0.02553      0.02683      0.02518      0.02865      0.02523      0.04787      0.02553      0.00371      0.02525      0.04312      0.02511      0.02359      0.02527      0.02344      0.02532      0.04990      0.02515      0.01208      0.02537      0.04142      0.02531      0.00255      0.02534      0.04761      0.02561      0.02791      0.02550      0.04590      0.02527      0.04909      0.02553      0.00279      0.02549      0.00872      0.02515      0.03151      0.02524      0.03273      0.02566      0.01157      0.02536      0.03262      0.02494      0.00131      0.02552      0.00910      0.02520      0.03161      0.02522      0.03466      0.02549      0.00299      0.02573      0.02267      0.02530      0.03127      0.02542      0.02184      0.02528      0.03583      0.02537      0.03748      0.02526      0.02581      0.02523      0.04967      0.02507      0.03380      0.02561      0.04172      0.02556      0.01157      0.02553      0.04557      0.02563      0.01505      0.02567      0.01730      0.02529      0.01425      0.02579      0.03424      0.02574      0.01240      0.02537      0.04454      0.02575      0.04970      0.02551      0.03246      0.02551      0.01338      0.02533      0.04408      0.02543      0.04106      0.02561      0.02494      0.02519      0.03371      0.02532      0.01659      0.02516      0.02073      0.02539      0.04326      0.02549      0.01856      0.02565      0.01362      0.02576      0.00970      0.02540      0.02680      0.02538      0.02553      0.02534      0.02833      0.02557      0.04135      0.02565      0.02275      0.02530      0.00487      0.02530      0.00980      0.02562      0.00293      0.02561      0.01045      0.02535      0.04901      0.02586      0.00601      0.02569      0.00169      0.02560      0.00083      0.02534      0.00185      0.02534      0.00600      0.02554      0.00228      0.02587      0.01008      0.02530      0.03152      0.02579      0.04818
            1           16      0.33333      0.50000      0.00000     -2.65290     -0.01242      0.10000      0.06594      0.08019      0.08919      0.08515      0.05908      0.05759      0.06103      0.06341      0.06996      0.07465      0.05948      0.06653      0.05114      0.05555      0.05302      0.05741      0.05921      0.05288      0.06850      0.05266      0.04307      0.04627      0.06015      0.06297      0.03975      0.04436      0.05678      0.05516      0.02670      0.03526      0.03317      0.03673      0.04034      0.03741      0.03704      0.05517      0.03921      0.03562      0.03527      0.04147      0.03605      0.04675      0.03994      0.05075      0.04044      0.05134      0.04407      0.04622      0.04011      0.04436      0.03871      0.03255      0.05104      0.06330      0.06327      0.07451      0.04279      0.04821      0.02878      0.04142      0.02525      0.03748      0.03308      0.03469      0.03241      0.05057      0.04036      0.03847      0.01955      0.03184      0.02753      0.03981      0.03401      0.03204      0.03317      0.04094      0.02758      0.02478      0.03093      0.03518      0.02679      0.02842      0.04384      0.03436      0.03848      0.03110      0.05619      0.06484      0.03808      0.04320      0.02808      0.03339      0.03806      0.04326      0.03053      0.03681      0.01803      0.03383      0.02070      0.02198      0.02752      0.03542      0.03207      0.02459      0.03608      0.04188      0.03858      0.04085      0.03147      0.03303      0.03562      0.04978      0.03507      0.04116      0.02820      0.03498      0.03062      0.03544      0.02548      0.02791      0.03168      0.03668      0.03124      0.02416      0.04178      0.03430      0.02572      0.04163      0.01868      0.02682      0.02020      0.04792      0.02756      0.03684      0.02927      0.04633      0.02056      0.02453      0.03554      0.03336      0.03158      0.02365      0.02516      0.02826      0.02709      0.02561      0.02726      0.03295      0.02824      0.03889      0.03853      0.03624      0.03457      0.03105      0.02387      0.03523      0.03189      0.04209      0.03298      0.03645      0.03301      0.04214      0.03873      0.04350      0.03687      0.05119      0.03819      0.03765      0.03101      0.03138      0.02945      0.03608      0.04117      0.04899      0.03422      0.04763      0.04099      0.04107      0.02699      0.04149      0.04182      0.04491      0.03181      0.02634      0.03075      0.03187      0.03233      0.04475      0.02797      0.03944      0.02592      0.03584      0.03988      0.04565      0.02884      0.03958      0.02809      0.04401      0.04404      0.06399
            1           16      0.33333     -0.50000      0.00000     -2.65290     -0.01242      0.10000      0.06594      0.08019      0.08919      0.08515      0.05908      0.05759      0.06103      0.06341      0.06996      0.07465      0.05948      0.06653      0.05114      0.05555      0.05302      0.05741      0.05921      0.05288      0.06850      0.05266      0.04307      0.04627      0.06015      0.06297      0.03975      0.04436      0.05678      0.05516      0.02670      0.03526      0.03317      0.03673      0.04034      0.03741      0.03704      0.05517      0.03921      0.03562      0.03527      0.04147      0.03605      0.04675      0.03994      0.05075      0.04044      0.05134      0.04407      0.04622      0.04011      0.04436      0.03871      0.03255      0.05104      0.06330      0.06327      0.07451      0.04279      0.04821      0.02878      0.04142      0.02525      0.03748      0.03308      0.03469      0.03241      0.05057      0.04036      0.03847      0.01955      0.03184      0.02753      0.03981      0.03401      0.03204      0.03317      0.04094      0.02758      0.02478      0.03093      0.03518      0.02679      0.02842      0.04384      0.03436      0.03848      0.03110      0.05619      0.06484      0.03808      0.04320      0.02808      0.03339      0.03806      0.04326      0.03053      0.03681      0.01803      0.03383      0.02070      0.02198      0.02752      0.03542      0.03207      0.02459      0.03608      0.04188      0.03858      0.04085      0.03147      0.03303      0.03562      0.04978      0.03507      0.04116      0.02820      0.03498      0.03062      0.03544      0.02548      0.02791      0.03168      0.03668      0.03124      0.02416      0.04178      0.03430      0.02572      0.04163      0.01868      0.02682      0.02020      0.04792      0.02756      0.03684      0.02927      0.04633      0.02056      0.02453      0.03554      0.03336      0.03158      0.02365      0.02516      0.02826      0.02709      0.02561      0.02726      0.03295      0.02824      0.03889      0.03853      0.03624      0.03457      0.03105      0.02387      0.03523      0.03189      0.04209      0.03298      0.03645      0.03301      0.04214      0.03873      0.04350      0.03687      0.05119      0.03819      0.03765      0.03101      0.03138      0.02945      0.03608      0.04117      0.04899      0.03422      0.04763      0.04099      0.04107      0.02699      0.04149      0.04182      0.04491      0.03181      0.02634      0.03075      0.03187      0.03233      0.04475      0.02797      0.03944      0.02592      0.03584      0.03988      0.04565      0.02884      0.03958      0.02809      0.04401      0.04404      0.06399
            1           17      0.33333     -0.33333      0.00000     -4.56820     -0.00005      0.00000      0.00062      0.00069      0.00074      0.00074      0.00081      0.00096      0.00044      0.00035      0.00069      0.00068      0.00044      0.00058      0.00048      0.00078      0.00082      0.00083      0.00061      0.00050      0.00060      0.00057      0.00061      0.00078      0.00048      0.00052      0.00063      0.00088      0.00031      0.00059      0.00056      0.00054      0.00057      0.00068      0.00047      0.00066      0.00071      0.00072      0.00037      0.00039      0.00059      0.00072      0.00045      0.00072      0.00067      0.00084      0.00054      0.00052      0.00066      0.00057      0.00042      0.00047      0.00049      0.00052      0.00052      0.00060      0.00040      0.00043      0.00065      0.00061      0.00055      0.00057      0.00051      0.00048      0.00042      0.00044      0.00061      0.00077      0.00039      0.00057      0.00039      0.00064      0.00065      0.00065      0.00053      0.00086      0.00047      0.00080      0.00037      0.00091      0.00059      0.00068      0.00044      0.00038      0.00062      0.00065      0.00032      0.00044      0.00059      0.00097      0.00041      0.00068      0.00053      0.00081      0.00071      0.00067      0.00061      0.00070      0.00048      0.00061      0.00059      0.00081      0.00042      0.00066      0.00073      0.00069      0.00047      0.00063      0.00079      0.00082      0.00062      0.00077      0.00060      0.00065      0.00053      0.00055      0.00082      0.00070      0.00042      0.00036      0.00050      0.00045      0.00067      0.00049      0.00070      0.00089      0.00049      0.00079      0.00054      0.00058      0.00050      0.00049      0.00054      0.00057      0.00070      0.00066      0.00057      0.00090      0.00064      0.00080      0.00071      0.00085      0.00060      0.00044      0.00056      0.00064      0.00085      0.00102      0.00073      0.00066      0.00043      0.00049      0.00053      0.00065      0.00048      0.00063      0.00095      0.00096      0.00050      0.00047      0.00050      0.00070      0.00065      0.00076      0.00069      0.00062      0.00041      0.00052      0.00053      0.00074      0.00055      0.00073      0.00053      0.00048      0.00066      0.00075      0.00062      0.00081      0.00069      0.00074      0.00051      0.00071      0.00072      0.00078      0.00068      0.00042      0.00055      0.00067      0.00043      0.00057      0.00092      0.00109      0.00057      0.00075      0.00038      0.00042      0.00062      0.00083      0.00057      0.00072      0.00075      0.00077
            1           18      0.33333     -0.16667      0.00000     -5.24710      0.00001      0.00000      0.00030      0.00047      0.00040      0.00045      0.00031      0.00053      0.00019      0.00032      0.00022      0.00023      0.00031      0.00033      0.00022      0.00018      0.00021      0.00032      0.00034      0.00043      0.00028      0.00032      0.00036      0.00049      0.00020      0.00031      0.00041      0.00051      0.00038      0.00041      0.00029      0.00041      0.00045      0.00073      0.00036      0.00050      0.00045      0.00050      0.00031      0.00037      0.00035      0.00035      0.00028      0.00037      0.00033      0.00038      0.00039      0.00045      0.00021      0.00032      0.00022      0.00036      0.00022      0.00029      0.00043      0.00059      0.00028      0.00046      0.00028      0.00034      0.00050      0.00042      0.00030      0.00020      0.00030      0.00042      0.00027      0.00033      0.00039      0.00052      0.00036      0.00037      0.00033      0.00036      0.00032      0.00050      0.00025      0.00033      0.00038      0.00046      0.00022      0.00037      0.00043      0.00054      0.00041      0.00039      0.00024      0.00024      0.00020      0.00024      0.00050      0.00042      0.00038      0.00030      0.00034      0.00048      0.00030      0.00033      0.00030      0.00028      0.00037      0.00035      0.00022      0.00029      0.00041      0.00039      0.00035      0.00063      0.00044      0.00046      0.00033      0.00031      0.00045      0.00048      0.00042      0.00042      0.00038      0.00046      0.00033      0.00035      0.00031      0.00035      0.00038      0.00037      0.00037      0.00048      0.00044      0.00044      0.00033      0.00031      0.00031      0.00040      0.00039      0.00045      0.00038      0.00034      0.00037      0.00050      0.00039      0.00033      0.00040      0.00040      0.00037      0.00049      0.00022      0.00029      0.00032      0.00024      0.00040      0.00041      0.00035      0.00040      0.00040      0.00048      0.00033      0.00034      0.00047      0.00054      0.00031      0.00039      0.00039      0.00050      0.00029      0.00046      0.00028      0.00021      0.00028      0.00023      0.00043      0.00039      0.00039      0.00029      0.00039      0.00042      0.00039      0.00054      0.00032      0.00047      0.00036      0.00046      0.00037      0.00041      0.00049      0.00048      0.00041      0.00054      0.00037      0.00037      0.00048      0.00051      0.00036      0.00042      0.00027      0.00038      0.00037      0.00038      0.00041      0.00036      0.00043      0.00039      0.00052      0.00057
