Carrier occupation on the iband=           1 structure at different time
        iband           ik           kx           ky           kz         E_nk         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit         psit         csit
            1           19      0.50000      0.00000      0.00000     -2.35960     -0.00622      0.00000      0.04898      0.05218      0.04013      0.03986      0.04977      0.05428      0.08109      0.07192      0.03382      0.03381      0.05258      0.04861      0.08268      0.08230      0.11897      0.12713      0.13956      0.15538      0.08807      0.10330      0.16310      0.15175      0.12454      0.13556      0.12328      0.09964      0.17918      0.18652      0.20425      0.17816      0.19998      0.16906      0.15068      0.14480      0.09644      0.08255      0.15417      0.14248      0.14583      0.14550      0.08732      0.09106      0.24604      0.21880      0.13971      0.11317      0.13642      0.14003      0.17042      0.15506      0.09286      0.10164      0.14518      0.15610      0.10623      0.10542      0.10841      0.11887      0.17142      0.16534      0.19835      0.19652      0.12627      0.12317      0.18979      0.15587      0.09428      0.08678      0.24494      0.20087      0.22651      0.17203      0.19875      0.18528      0.16100      0.14092      0.16194      0.13866      0.11629      0.12876      0.16925      0.11709      0.14773      0.13535      0.17792      0.15017      0.13978      0.12279      0.09400      0.08126      0.17443      0.12617      0.17039      0.15682      0.20504      0.18823      0.19447      0.15573      0.16748      0.16451      0.18610      0.16636      0.21962      0.17974      0.17779      0.15475      0.19008      0.15675      0.18073      0.14969      0.18507      0.16069      0.17910      0.14345      0.15193      0.16342      0.19096      0.17582      0.22316      0.18836      0.26057      0.23857      0.18079      0.15131      0.17180      0.14412      0.22845      0.21531      0.23657      0.19581      0.19747      0.14050      0.19138      0.17703      0.22017      0.17268      0.25758      0.24539      0.22037      0.17468      0.18641      0.16316      0.22426      0.16614      0.19751      0.19317      0.19331      0.15912      0.17305      0.17104      0.24347      0.21749      0.25535      0.20155      0.14100      0.11961      0.15991      0.12246      0.19154      0.16518      0.09592      0.13470      0.15054      0.13987      0.19655      0.18889      0.21768      0.19941      0.15752      0.14652      0.15490      0.12113      0.13177      0.13982      0.15227      0.11468      0.15450      0.11484      0.18057      0.14928      0.13514      0.15468      0.20116      0.17437      0.19033      0.18283      0.13693      0.13341      0.21436      0.16267      0.19576      0.17193      0.18146      0.16042      0.21607      0.16219      0.20768      0.17310      0.17307      0.17757
            1           19     -0.50000      0.00000      0.00000     -2.35960     -0.00622      0.00000      0.04898      0.05218      0.04013      0.03986      0.04977      0.05428      0.08109      0.07192      0.03382      0.03381      0.05258      0.04861      0.08268      0.08230      0.11897      0.12713      0.13956      0.15538      0.08807      0.10330      0.16310      0.15175      0.12454      0.13556      0.12328      0.09964      0.17918      0.18652      0.20425      0.17816      0.19998      0.16906      0.15068      0.14480      0.09644      0.08255      0.15417      0.14248      0.14583      0.14550      0.08732      0.09106      0.24604      0.21880      0.13971      0.11317      0.13642      0.14003      0.17042      0.15506      0.09286      0.10164      0.14518      0.15610      0.10623      0.10542      0.10841      0.11887      0.17142      0.16534      0.19835      0.19652      0.12627      0.12317      0.18979      0.15587      0.09428      0.08678      0.24494      0.20087      0.22651      0.17203      0.19875      0.18528      0.16100      0.14092      0.16194      0.13866      0.11629      0.12876      0.16925      0.11709      0.14773      0.13535      0.17792      0.15017      0.13978      0.12279      0.09400      0.08126      0.17443      0.12617      0.17039      0.15682      0.20504      0.18823      0.19447      0.15573      0.16748      0.16451      0.18610      0.16636      0.21962      0.17974      0.17779      0.15475      0.19008      0.15675      0.18073      0.14969      0.18507      0.16069      0.17910      0.14345      0.15193      0.16342      0.19096      0.17582      0.22316      0.18836      0.26057      0.23857      0.18079      0.15131      0.17180      0.14412      0.22845      0.21531      0.23657      0.19581      0.19747      0.14050      0.19138      0.17703      0.22017      0.17268      0.25758      0.24539      0.22037      0.17468      0.18641      0.16316      0.22426      0.16614      0.19751      0.19317      0.19331      0.15912      0.17305      0.17104      0.24347      0.21749      0.25535      0.20155      0.14100      0.11961      0.15991      0.12246      0.19154      0.16518      0.09592      0.13470      0.15054      0.13987      0.19655      0.18889      0.21768      0.19941      0.15752      0.14652      0.15490      0.12113      0.13177      0.13982      0.15227      0.11468      0.15450      0.11484      0.18057      0.14928      0.13514      0.15468      0.20116      0.17437      0.19033      0.18283      0.13693      0.13341      0.21436      0.16267      0.19576      0.17193      0.18146      0.16042      0.21607      0.16219      0.20768      0.17310      0.17307      0.17757
            1           20      0.50000      0.16667      0.00000     -2.65290      0.00194      0.20000      0.07292      0.06597      0.05418      0.05308      0.08131      0.08856      0.05820      0.05432      0.04849      0.04804      0.08825      0.09018      0.06517      0.06064      0.03931      0.03796      0.05123      0.05120      0.04411      0.05176      0.05666      0.05314      0.04484      0.06263      0.04638      0.05601      0.03915      0.03931      0.04113      0.04087      0.03818      0.03498      0.03465      0.03053      0.03293      0.03983      0.05619      0.06066      0.02971      0.04727      0.03358      0.04513      0.03435      0.02871      0.04041      0.05089      0.03484      0.04927      0.03930      0.04820      0.04002      0.04488      0.04597      0.04648      0.02815      0.04483      0.03291      0.03507      0.02911      0.02311      0.02816      0.04513      0.03394      0.03631      0.03080      0.03912      0.02174      0.03058      0.03667      0.03342      0.02892      0.03477      0.03625      0.03703      0.03845      0.04096      0.02982      0.02671      0.03665      0.04451      0.03648      0.06052      0.02611      0.03999      0.04269      0.03154      0.03363      0.02841      0.03761      0.04190      0.03270      0.03702      0.03073      0.03349      0.03691      0.03789      0.02835      0.03947      0.03491      0.02738      0.03629      0.02269      0.03850      0.04555      0.03615      0.04189      0.02248      0.02779      0.03133      0.02703      0.03263      0.04902      0.03029      0.03680      0.03587      0.04233      0.02262      0.02952      0.02434      0.03393      0.03807      0.04619      0.03222      0.03432      0.02510      0.03496      0.03434      0.04347      0.04004      0.04271      0.03390      0.03707      0.03773      0.03867      0.04058      0.04349      0.02194      0.02882      0.03275      0.02757      0.01854      0.03103      0.02893      0.04367      0.02364      0.02314      0.03437      0.03454      0.04736      0.05198      0.02519      0.03060      0.02565      0.02170      0.02669      0.03959      0.02421      0.03241      0.02795      0.03182      0.04278      0.03489      0.04253      0.04252      0.02773      0.02316      0.03037      0.03601      0.03620      0.03269      0.03605      0.05948      0.02286      0.03028      0.02539      0.03514      0.04569      0.05363      0.03511      0.04005      0.02138      0.04050      0.02408      0.02692      0.03228      0.04052      0.03762      0.04658      0.03064      0.04936      0.02798      0.02850      0.03210      0.03183      0.02092      0.03483      0.01905      0.03670      0.02750      0.03465
            1           20     -0.50000      0.16667      0.00000     -2.65290      0.00194      0.20000      0.07292      0.06597      0.05418      0.05308      0.08131      0.08856      0.05820      0.05432      0.04849      0.04804      0.08825      0.09018      0.06517      0.06064      0.03931      0.03796      0.05123      0.05120      0.04411      0.05176      0.05666      0.05314      0.04484      0.06263      0.04638      0.05601      0.03915      0.03931      0.04113      0.04087      0.03818      0.03498      0.03465      0.03053      0.03293      0.03983      0.05619      0.06066      0.02971      0.04727      0.03358      0.04513      0.03435      0.02871      0.04041      0.05089      0.03484      0.04927      0.03930      0.04820      0.04002      0.04488      0.04597      0.04648      0.02815      0.04483      0.03291      0.03507      0.02911      0.02311      0.02816      0.04513      0.03394      0.03631      0.03080      0.03912      0.02174      0.03058      0.03667      0.03342      0.02892      0.03477      0.03625      0.03703      0.03845      0.04096      0.02982      0.02671      0.03665      0.04451      0.03648      0.06052      0.02611      0.03999      0.04269      0.03154      0.03363      0.02841      0.03761      0.04190      0.03270      0.03702      0.03073      0.03349      0.03691      0.03789      0.02835      0.03947      0.03491      0.02738      0.03629      0.02269      0.03850      0.04555      0.03615      0.04189      0.02248      0.02779      0.03133      0.02703      0.03263      0.04902      0.03029      0.03680      0.03587      0.04233      0.02262      0.02952      0.02434      0.03393      0.03807      0.04619      0.03222      0.03432      0.02510      0.03496      0.03434      0.04347      0.04004      0.04271      0.03390      0.03707      0.03773      0.03867      0.04058      0.04349      0.02194      0.02882      0.03275      0.02757      0.01854      0.03103      0.02893      0.04367      0.02364      0.02314      0.03437      0.03454      0.04736      0.05198      0.02519      0.03060      0.02565      0.02170      0.02669      0.03959      0.02421      0.03241      0.02795      0.03182      0.04278      0.03489      0.04253      0.04252      0.02773      0.02316      0.03037      0.03601      0.03620      0.03269      0.03605      0.05948      0.02286      0.03028      0.02539      0.03514      0.04569      0.05363      0.03511      0.04005      0.02138      0.04050      0.02408      0.02692      0.03228      0.04052      0.03762      0.04658      0.03064      0.04936      0.02798      0.02850      0.03210      0.03183      0.02092      0.03483      0.01905      0.03670      0.02750      0.03465
            1           21      0.50000      0.33333      0.00000     -2.65290     -0.00665      0.00000      0.04765      0.04946      0.07301      0.06536      0.06820      0.05616      0.05931      0.06426      0.07297      0.06173      0.03969      0.05172      0.05523      0.05306      0.05089      0.07066      0.03710      0.03431      0.04740      0.04834      0.04978      0.06123      0.03477      0.04464      0.06439      0.07600      0.04015      0.05268      0.02915      0.04003      0.04504      0.05024      0.03779      0.04271      0.04043      0.03869      0.06497      0.05906      0.03311      0.03011      0.05103      0.05615      0.03452      0.04033      0.03654      0.04412      0.03374      0.03771      0.02275      0.03300      0.04698      0.04163      0.03036      0.04693      0.04653      0.06114      0.03673      0.04177      0.03664      0.04123      0.02414      0.02305      0.03705      0.04228      0.02811      0.03102      0.02995      0.04156      0.03306      0.05271      0.01948      0.02822      0.03682      0.04302      0.04560      0.03376      0.02702      0.02578      0.04349      0.04663      0.03017      0.03826      0.04162      0.03514      0.03264      0.03211      0.02313      0.04488      0.03857      0.03785      0.04107      0.03187      0.03200      0.03772      0.04023      0.05941      0.04144      0.04227      0.03241      0.03558      0.03331      0.04829      0.03656      0.04032      0.03583      0.05441      0.02836      0.03392      0.03005      0.03205      0.01877      0.03312      0.03067      0.04867      0.03008      0.05176      0.02686      0.03857      0.02522      0.03618      0.02914      0.03954      0.02535      0.04413      0.02304      0.02761      0.03372      0.03124      0.03338      0.04614      0.03011      0.02853      0.03321      0.03153      0.03138      0.04236      0.02880      0.03611      0.03227      0.04669      0.02619      0.03482      0.03555      0.04329      0.02447      0.02934      0.02903      0.03371      0.02584      0.04493      0.02946      0.04115      0.02404      0.02108      0.03208      0.03910      0.02804      0.03270      0.02801      0.03665      0.04518      0.05178      0.02292      0.02351      0.02895      0.03394      0.03204      0.04644      0.02847      0.03627      0.03442      0.04644      0.03348      0.04629      0.03905      0.06740      0.02877      0.03571      0.02338      0.02357      0.02738      0.03332      0.03342      0.05702      0.03443      0.03505      0.02695      0.03151      0.03548      0.03756      0.02180      0.03169      0.02986      0.03590      0.02436      0.04527      0.02948      0.03429      0.02903      0.03329
            1           21     -0.50000      0.33333      0.00000     -2.65290     -0.00665      0.00000      0.04765      0.04946      0.07301      0.06536      0.06820      0.05616      0.05931      0.06426      0.07297      0.06173      0.03969      0.05172      0.05523      0.05306      0.05089      0.07066      0.03710      0.03431      0.04740      0.04834      0.04978      0.06123      0.03477      0.04464      0.06439      0.07600      0.04015      0.05268      0.02915      0.04003      0.04504      0.05024      0.03779      0.04271      0.04043      0.03869      0.06497      0.05906      0.03311      0.03011      0.05103      0.05615      0.03452      0.04033      0.03654      0.04412      0.03374      0.03771      0.02275      0.03300      0.04698      0.04163      0.03036      0.04693      0.04653      0.06114      0.03673      0.04177      0.03664      0.04123      0.02414      0.02305      0.03705      0.04228      0.02811      0.03102      0.02995      0.04156      0.03306      0.05271      0.01948      0.02822      0.03682      0.04302      0.04560      0.03376      0.02702      0.02578      0.04349      0.04663      0.03017      0.03826      0.04162      0.03514      0.03264      0.03211      0.02313      0.04488      0.03857      0.03785      0.04107      0.03187      0.03200      0.03772      0.04023      0.05941      0.04144      0.04227      0.03241      0.03558      0.03331      0.04829      0.03656      0.04032      0.03583      0.05441      0.02836      0.03392      0.03005      0.03205      0.01877      0.03312      0.03067      0.04867      0.03008      0.05176      0.02686      0.03857      0.02522      0.03618      0.02914      0.03954      0.02535      0.04413      0.02304      0.02761      0.03372      0.03124      0.03338      0.04614      0.03011      0.02853      0.03321      0.03153      0.03138      0.04236      0.02880      0.03611      0.03227      0.04669      0.02619      0.03482      0.03555      0.04329      0.02447      0.02934      0.02903      0.03371      0.02584      0.04493      0.02946      0.04115      0.02404      0.02108      0.03208      0.03910      0.02804      0.03270      0.02801      0.03665      0.04518      0.05178      0.02292      0.02351      0.02895      0.03394      0.03204      0.04644      0.02847      0.03627      0.03442      0.04644      0.03348      0.04629      0.03905      0.06740      0.02877      0.03571      0.02338      0.02357      0.02738      0.03332      0.03342      0.05702      0.03443      0.03505      0.02695      0.03151      0.03548      0.03756      0.02180      0.03169      0.02986      0.03590      0.02436      0.04527      0.02948      0.03429      0.02903      0.03329
            1           22      0.50000      0.50000      0.00000     -2.35960     -0.01394      0.00000      0.04103      0.05051      0.06808      0.06494      0.05624      0.04713      0.08111      0.08307      0.12084      0.10871      0.07567      0.06388      0.13359      0.13852      0.10296      0.08862      0.12250      0.12255      0.09809      0.10032      0.12864      0.11986      0.11194      0.08658      0.13531      0.12412      0.13697      0.12074      0.15855      0.14033      0.14261      0.12264      0.20001      0.18390      0.23537      0.17934      0.14940      0.14070      0.21478      0.17116      0.13363      0.14823      0.11790      0.11159      0.23485      0.21248      0.19340      0.17878      0.20479      0.18373      0.20239      0.18653      0.13428      0.12202      0.21993      0.20283      0.16155      0.14552      0.24515      0.19655      0.20618      0.17402      0.20454      0.18473      0.20904      0.20170      0.23178      0.19799      0.16247      0.14728      0.20339      0.18652      0.23595      0.21032      0.15889      0.14232      0.16460      0.15547      0.20361      0.15558      0.18235      0.14664      0.08591      0.10493      0.13300      0.14226      0.14450      0.10516      0.13740      0.13562      0.12010      0.09870      0.11468      0.11247      0.22003      0.15620      0.26394      0.22222      0.21452      0.16503      0.19075      0.14050      0.13007      0.11509      0.17035      0.11096      0.17133      0.14599      0.26238      0.17184      0.21573      0.17486      0.20929      0.16317      0.22931      0.16588      0.21083      0.18622      0.23182      0.21940      0.16604      0.13193      0.26252      0.22785      0.20805      0.16176      0.15668      0.11571      0.17978      0.15434      0.21492      0.17291      0.20325      0.19212      0.12435      0.11316      0.16261      0.15197      0.19912      0.15348      0.16624      0.12796      0.22906      0.19252      0.23157      0.21018      0.27506      0.23896      0.19188      0.14791      0.20034      0.14912      0.15225      0.16594      0.20232      0.16692      0.21331      0.18571      0.20271      0.16719      0.20804      0.18140      0.18920      0.15644      0.17987      0.15124      0.19343      0.17254      0.16678      0.15403      0.15273      0.14355      0.25697      0.18786      0.17718      0.14769      0.21748      0.17013      0.16164      0.14105      0.21009      0.18514      0.13618      0.12270      0.17286      0.16982      0.24550      0.19482      0.16057      0.12497      0.18787      0.15237      0.25009      0.20665      0.26732      0.20184      0.14135      0.11930      0.16315      0.13871
            1           22     -0.50000     -0.50000      0.00000     -2.35960     -0.01394      0.00000      0.04103      0.05051      0.06808      0.06494      0.05624      0.04713      0.08111      0.08307      0.12084      0.10871      0.07567      0.06388      0.13359      0.13852      0.10296      0.08862      0.12250      0.12255      0.09809      0.10032      0.12864      0.11986      0.11194      0.08658      0.13531      0.12412      0.13697      0.12074      0.15855      0.14033      0.14261      0.12264      0.20001      0.18390      0.23537      0.17934      0.14940      0.14070      0.21478      0.17116      0.13363      0.14823      0.11790      0.11159      0.23485      0.21248      0.19340      0.17878      0.20479      0.18373      0.20239      0.18653      0.13428      0.12202      0.21993      0.20283      0.16155      0.14552      0.24515      0.19655      0.20618      0.17402      0.20454      0.18473      0.20904      0.20170      0.23178      0.19799      0.16247      0.14728      0.20339      0.18652      0.23595      0.21032      0.15889      0.14232      0.16460      0.15547      0.20361      0.15558      0.18235      0.14664      0.08591      0.10493      0.13300      0.14226      0.14450      0.10516      0.13740      0.13562      0.12010      0.09870      0.11468      0.11247      0.22003      0.15620      0.26394      0.22222      0.21452      0.16503      0.19075      0.14050      0.13007      0.11509      0.17035      0.11096      0.17133      0.14599      0.26238      0.17184      0.21573      0.17486      0.20929      0.16317      0.22931      0.16588      0.21083      0.18622      0.23182      0.21940      0.16604      0.13193      0.26252      0.22785      0.20805      0.16176      0.15668      0.11571      0.17978      0.15434      0.21492      0.17291      0.20325      0.19212      0.12435      0.11316      0.16261      0.15197      0.19912      0.15348      0.16624      0.12796      0.22906      0.19252      0.23157      0.21018      0.27506      0.23896      0.19188      0.14791      0.20034      0.14912      0.15225      0.16594      0.20232      0.16692      0.21331      0.18571      0.20271      0.16719      0.20804      0.18140      0.18920      0.15644      0.17987      0.15124      0.19343      0.17254      0.16678      0.15403      0.15273      0.14355      0.25697      0.18786      0.17718      0.14769      0.21748      0.17013      0.16164      0.14105      0.21009      0.18514      0.13618      0.12270      0.17286      0.16982      0.24550      0.19482      0.16057      0.12497      0.18787      0.15237      0.25009      0.20665      0.26732      0.20184      0.14135      0.11930      0.16315      0.13871
            1           23      0.50000     -0.33333      0.00000     -2.65290     -0.00408      0.00000      0.04765      0.05542      0.07301      0.06785      0.06820      0.07620      0.05931      0.07050      0.07297      0.08394      0.03969      0.04902      0.05523      0.06474      0.05089      0.06656      0.03710      0.03727      0.04740      0.03690      0.04978      0.04219      0.03477      0.04113      0.06439      0.06093      0.04015      0.04638      0.02915      0.02614      0.04504      0.03437      0.03779      0.04705      0.04043      0.05106      0.06497      0.06316      0.03311      0.05319      0.05103      0.05049      0.03452      0.04710      0.03654      0.04394      0.03374      0.04296      0.02275      0.03594      0.04698      0.04019      0.03036      0.05224      0.04653      0.04342      0.03673      0.03349      0.03664      0.04946      0.02414      0.03390      0.03705      0.04412      0.02811      0.03134      0.02995      0.04401      0.03306      0.03912      0.01948      0.03247      0.03682      0.03221      0.04560      0.06090      0.02702      0.04437      0.04349      0.07533      0.03017      0.03781      0.04162      0.03165      0.03264      0.04995      0.02313      0.03666      0.03857      0.04762      0.04107      0.03856      0.03200      0.03866      0.04023      0.05119      0.04144      0.04480      0.03241      0.04622      0.03331      0.05596      0.03656      0.04205      0.03583      0.05112      0.02836      0.03810      0.03005      0.03967      0.01877      0.02643      0.03067      0.03275      0.03008      0.05069      0.02686      0.04419      0.02522      0.02893      0.02914      0.04390      0.02535      0.02931      0.02304      0.03456      0.03372      0.04529      0.03338      0.04534      0.03011      0.03930      0.03321      0.04555      0.03138      0.03609      0.02880      0.02795      0.03227      0.05154      0.02619      0.03388      0.03555      0.05312      0.02447      0.02485      0.02903      0.03782      0.02584      0.03078      0.02946      0.03244      0.02404      0.02910      0.03208      0.02302      0.02804      0.04797      0.02801      0.03798      0.04518      0.04357      0.02292      0.03143      0.02895      0.04311      0.03204      0.02432      0.02847      0.03309      0.03442      0.03780      0.03348      0.04692      0.03905      0.04534      0.02877      0.04565      0.02338      0.02956      0.02738      0.04765      0.03342      0.02994      0.03443      0.04057      0.02695      0.03991      0.03548      0.05425      0.02180      0.03977      0.02986      0.03221      0.02436      0.02572      0.02948      0.03126      0.02903      0.04264
            1           23     -0.50000     -0.33333      0.00000     -2.65290     -0.00408      0.00000      0.04765      0.05542      0.07301      0.06785      0.06820      0.07620      0.05931      0.07050      0.07297      0.08394      0.03969      0.04902      0.05523      0.06474      0.05089      0.06656      0.03710      0.03727      0.04740      0.03690      0.04978      0.04219      0.03477      0.04113      0.06439      0.06093      0.04015      0.04638      0.02915      0.02614      0.04504      0.03437      0.03779      0.04705      0.04043      0.05106      0.06497      0.06316      0.03311      0.05319      0.05103      0.05049      0.03452      0.04710      0.03654      0.04394      0.03374      0.04296      0.02275      0.03594      0.04698      0.04019      0.03036      0.05224      0.04653      0.04342      0.03673      0.03349      0.03664      0.04946      0.02414      0.03390      0.03705      0.04412      0.02811      0.03134      0.02995      0.04401      0.03306      0.03912      0.01948      0.03247      0.03682      0.03221      0.04560      0.06090      0.02702      0.04437      0.04349      0.07533      0.03017      0.03781      0.04162      0.03165      0.03264      0.04995      0.02313      0.03666      0.03857      0.04762      0.04107      0.03856      0.03200      0.03866      0.04023      0.05119      0.04144      0.04480      0.03241      0.04622      0.03331      0.05596      0.03656      0.04205      0.03583      0.05112      0.02836      0.03810      0.03005      0.03967      0.01877      0.02643      0.03067      0.03275      0.03008      0.05069      0.02686      0.04419      0.02522      0.02893      0.02914      0.04390      0.02535      0.02931      0.02304      0.03456      0.03372      0.04529      0.03338      0.04534      0.03011      0.03930      0.03321      0.04555      0.03138      0.03609      0.02880      0.02795      0.03227      0.05154      0.02619      0.03388      0.03555      0.05312      0.02447      0.02485      0.02903      0.03782      0.02584      0.03078      0.02946      0.03244      0.02404      0.02910      0.03208      0.02302      0.02804      0.04797      0.02801      0.03798      0.04518      0.04357      0.02292      0.03143      0.02895      0.04311      0.03204      0.02432      0.02847      0.03309      0.03442      0.03780      0.03348      0.04692      0.03905      0.04534      0.02877      0.04565      0.02338      0.02956      0.02738      0.04765      0.03342      0.02994      0.03443      0.04057      0.02695      0.03991      0.03548      0.05425      0.02180      0.03977      0.02986      0.03221      0.02436      0.02572      0.02948      0.03126      0.02903      0.04264
            1           24      0.50000     -0.16667      0.00000     -2.65290      0.03218      0.10000      0.07292      0.07085      0.05418      0.05844      0.08131      0.08632      0.05820      0.05096      0.04849      0.04905      0.08825      0.09586      0.06517      0.07745      0.03931      0.04296      0.05123      0.04749      0.04411      0.03824      0.05666      0.07163      0.04484      0.04427      0.04638      0.04867      0.03915      0.06161      0.04113      0.04888      0.03818      0.05215      0.03465      0.04260      0.03293      0.03615      0.05619      0.06805      0.02971      0.03779      0.03358      0.03996      0.03435      0.04220      0.04041      0.05001      0.03484      0.02974      0.03930      0.04947      0.04002      0.04295      0.04597      0.04954      0.02815      0.02850      0.03291      0.03245      0.02911      0.03840      0.02816      0.03283      0.03394      0.04188      0.03080      0.03614      0.02174      0.03204      0.03667      0.04612      0.02892      0.03469      0.03625      0.04214      0.03845      0.04306      0.02982      0.03703      0.03665      0.04343      0.03648      0.03901      0.02611      0.03745      0.04269      0.03902      0.03363      0.02413      0.03761      0.03407      0.03270      0.03637      0.03073      0.03626      0.03691      0.05665      0.02835      0.03905      0.03491      0.04903      0.03629      0.05583      0.03850      0.04302      0.03615      0.03970      0.02248      0.03316      0.03133      0.03218      0.03263      0.03177      0.03029      0.03618      0.03587      0.04746      0.02262      0.02850      0.02434      0.02926      0.03807      0.04357      0.03222      0.04445      0.02510      0.03717      0.03434      0.03928      0.04004      0.03587      0.03390      0.05047      0.03773      0.04351      0.04058      0.02497      0.02194      0.03751      0.03275      0.03924      0.01854      0.02627      0.02893      0.02903      0.02364      0.03168      0.03437      0.03987      0.04736      0.04374      0.02519      0.04602      0.02565      0.03838      0.02669      0.03704      0.02421      0.03870      0.02795      0.02433      0.04278      0.04137      0.04253      0.03960      0.02773      0.03080      0.03037      0.03367      0.03620      0.03496      0.03605      0.03139      0.02286      0.03771      0.02539      0.03072      0.04569      0.04247      0.03511      0.04700      0.02138      0.02702      0.02408      0.03077      0.03228      0.02673      0.03762      0.04348      0.03064      0.03554      0.02798      0.02928      0.03210      0.03472      0.02092      0.03930      0.01905      0.02323      0.02750      0.03673
            1           24     -0.50000     -0.16667      0.00000     -2.65290      0.03218      0.10000      0.07292      0.07085      0.05418      0.05844      0.08131      0.08632      0.05820      0.05096      0.04849      0.04905      0.08825      0.09586      0.06517      0.07745      0.03931      0.04296      0.05123      0.04749      0.04411      0.03824      0.05666      0.07163      0.04484      0.04427      0.04638      0.04867      0.03915      0.06161      0.04113      0.04888      0.03818      0.05215      0.03465      0.04260      0.03293      0.03615      0.05619      0.06805      0.02971      0.03779      0.03358      0.03996      0.03435      0.04220      0.04041      0.05001      0.03484      0.02974      0.03930      0.04947      0.04002      0.04295      0.04597      0.04954      0.02815      0.02850      0.03291      0.03245      0.02911      0.03840      0.02816      0.03283      0.03394      0.04188      0.03080      0.03614      0.02174      0.03204      0.03667      0.04612      0.02892      0.03469      0.03625      0.04214      0.03845      0.04306      0.02982      0.03703      0.03665      0.04343      0.03648      0.03901      0.02611      0.03745      0.04269      0.03902      0.03363      0.02413      0.03761      0.03407      0.03270      0.03637      0.03073      0.03626      0.03691      0.05665      0.02835      0.03905      0.03491      0.04903      0.03629      0.05583      0.03850      0.04302      0.03615      0.03970      0.02248      0.03316      0.03133      0.03218      0.03263      0.03177      0.03029      0.03618      0.03587      0.04746      0.02262      0.02850      0.02434      0.02926      0.03807      0.04357      0.03222      0.04445      0.02510      0.03717      0.03434      0.03928      0.04004      0.03587      0.03390      0.05047      0.03773      0.04351      0.04058      0.02497      0.02194      0.03751      0.03275      0.03924      0.01854      0.02627      0.02893      0.02903      0.02364      0.03168      0.03437      0.03987      0.04736      0.04374      0.02519      0.04602      0.02565      0.03838      0.02669      0.03704      0.02421      0.03870      0.02795      0.02433      0.04278      0.04137      0.04253      0.03960      0.02773      0.03080      0.03037      0.03367      0.03620      0.03496      0.03605      0.03139      0.02286      0.03771      0.02539      0.03072      0.04569      0.04247      0.03511      0.04700      0.02138      0.02702      0.02408      0.03077      0.03228      0.02673      0.03762      0.04348      0.03064      0.03554      0.02798      0.02928      0.03210      0.03472      0.02092      0.03930      0.01905      0.02323      0.02750      0.03673
