The average electron(hole) population on different adiabatic wave function for one core sample. 
        time       wsit(1)      wsit(2)      wsit(3)      wsit(4)      wsit(5)      wsit(6)      wsit(7)      wsit(8)      wsit(9)     wsit(10)     wsit(11)     wsit(12)     wsit(13)     wsit(14)     wsit(15)     wsit(16)     wsit(17)     wsit(18)     wsit(19)     wsit(20)     wsit(21)     wsit(22)     wsit(23)     wsit(24)     wsit(25)     wsit(26)     wsit(27)     wsit(28)     wsit(29)     wsit(30)     wsit(31)     wsit(32)     wsit(33)     wsit(34)     wsit(35)     wsit(36)
         fs              1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21           22           23           24           25           26           27           28           29           30           31           32           33           34           35           36
  0.00000E+00  0.33072E-03  0.37404E-03  0.65476E-02  0.32302E-02  0.34461E-02  0.75583E-01  0.65680E-01  0.10445E+00  0.54515E-01  0.98860E-01  0.91304E-01  0.89845E-01  0.79142E-01  0.91237E-01  0.92972E-01  0.75956E-01  0.62529E-01  0.35533E-03  0.64620E-03  0.54339E-03  0.33117E-03  0.27890E-03  0.48416E-03  0.13977E-03  0.13499E-03  0.17937E-03  0.24143E-03  0.13455E-03  0.15088E-03  0.63678E-04  0.57134E-04  0.33822E-04  0.52982E-04  0.54630E-04  0.81580E-04  0.31528E-04
  0.10000E+01  0.18629E-04  0.11644E-04  0.97867E-03  0.95359E-03  0.95484E-03  0.12003E+00  0.91133E-01  0.11721E+00  0.55980E-01  0.11800E+00  0.10168E+00  0.21836E-01  0.21915E-01  0.21950E-01  0.96023E-01  0.89786E-01  0.14001E+00  0.16441E-03  0.21050E-03  0.19858E-03  0.18131E-03  0.95737E-04  0.94043E-04  0.14122E-03  0.80263E-04  0.11691E-03  0.55653E-04  0.54283E-04  0.10273E-03  0.89103E-05  0.60340E-05  0.35920E-05  0.43764E-05  0.46215E-05  0.54630E-05  0.33337E-06
  0.20000E+01  0.16702E-04  0.17918E-04  0.21530E-02  0.98082E-03  0.20008E-02  0.10075E+00  0.94594E-01  0.11410E+00  0.59650E-01  0.10501E+00  0.10623E+00  0.29732E-01  0.17908E-01  0.26523E-01  0.10297E+00  0.10202E+00  0.13264E+00  0.21979E-03  0.18708E-03  0.32766E-03  0.22375E-03  0.20054E-03  0.16964E-03  0.17378E-03  0.31198E-03  0.15222E-03  0.29689E-03  0.25327E-03  0.16874E-03  0.34411E-05  0.47609E-05  0.21759E-05  0.30455E-05  0.18483E-05  0.30010E-05  0.20459E-07
  0.30000E+01  0.18327E-04  0.17336E-04  0.19090E-02  0.13604E-02  0.20614E-02  0.13804E+00  0.95343E-01  0.80529E-01  0.56373E-01  0.80517E-01  0.11860E+00  0.34796E-01  0.16407E-01  0.22495E-01  0.98435E-01  0.10117E+00  0.14820E+00  0.26367E-03  0.20245E-03  0.24324E-03  0.31971E-03  0.21913E-03  0.19899E-03  0.47012E-03  0.32853E-03  0.41308E-03  0.31785E-03  0.47651E-03  0.26837E-03  0.16765E-05  0.19576E-05  0.17442E-05  0.70580E-06  0.73762E-06  0.89409E-06  0.15691E-08
  0.40000E+01  0.32026E-04  0.18099E-04  0.17871E-02  0.12926E-02  0.26472E-02  0.15130E+00  0.98017E-01  0.62183E-01  0.61071E-01  0.77339E-01  0.12860E+00  0.16228E-01  0.21242E-01  0.25316E-01  0.99461E-01  0.10021E+00  0.14910E+00  0.24590E-03  0.23381E-03  0.16706E-03  0.23845E-03  0.31815E-03  0.22606E-03  0.65178E-03  0.48987E-03  0.38073E-03  0.37160E-03  0.37494E-03  0.45257E-03  0.58135E-06  0.50533E-06  0.41564E-06  0.51378E-06  0.35406E-06  0.17521E-06  0.39341E-09
  0.50000E+01  0.37111E-04  0.16900E-04  0.21358E-02  0.26295E-02  0.16384E-02  0.13266E+00  0.60910E-01  0.54108E-01  0.10082E+00  0.10080E+00  0.13464E+00  0.21323E-01  0.21709E-01  0.13496E-01  0.10075E+00  0.13693E+00  0.11123E+00  0.28290E-03  0.14711E-03  0.19159E-03  0.23928E-03  0.15692E-03  0.21517E-03  0.55032E-03  0.53918E-03  0.51830E-03  0.51980E-03  0.51870E-03  0.28076E-03  0.16723E-06  0.24040E-06  0.15214E-06  0.21819E-06  0.19075E-06  0.85262E-07  0.67662E-09
  0.60000E+01  0.26778E-04  0.11923E-04  0.12679E-02  0.22949E-02  0.15188E-02  0.13706E+00  0.57076E-01  0.84221E-01  0.78914E-01  0.10413E+00  0.12594E+00  0.21972E-01  0.17479E-01  0.14752E-01  0.10082E+00  0.14684E+00  0.10155E+00  0.22581E-03  0.22698E-03  0.25115E-03  0.14554E-03  0.11763E-03  0.14481E-03  0.61786E-03  0.48048E-03  0.60875E-03  0.60485E-03  0.47532E-03  0.23275E-03  0.24631E-06  0.10557E-06  0.10669E-06  0.66721E-07  0.75405E-07  0.44842E-07  0.93365E-09
  0.70000E+01  0.23809E-04  0.18804E-04  0.75201E-03  0.46424E-02  0.25259E-02  0.13405E+00  0.71841E-01  0.69101E-01  0.92888E-01  0.78938E-01  0.13407E+00  0.21297E-01  0.22339E-01  0.14415E-01  0.10041E+00  0.14437E+00  0.10436E+00  0.13531E-03  0.19628E-03  0.16231E-03  0.23954E-03  0.12025E-03  0.12563E-03  0.68800E-03  0.46165E-03  0.35157E-03  0.66081E-03  0.54904E-03  0.26700E-03  0.18377E-06  0.81048E-07  0.49841E-07  0.80401E-07  0.53511E-07  0.17189E-07  0.91227E-09
  0.80000E+01  0.18115E-04  0.13870E-04  0.11407E-02  0.36894E-02  0.19240E-02  0.11461E+00  0.94220E-01  0.60566E-01  0.93059E-01  0.88417E-01  0.13632E+00  0.28062E-01  0.17698E-01  0.18329E-01  0.99735E-01  0.13605E+00  0.10227E+00  0.11680E-03  0.18850E-03  0.21604E-03  0.13453E-03  0.13939E-03  0.12447E-03  0.61156E-03  0.51472E-03  0.63625E-03  0.36678E-03  0.60151E-03  0.22430E-03  0.66382E-07  0.77262E-07  0.69368E-07  0.38147E-07  0.54472E-07  0.41406E-07  0.79418E-09
  0.90000E+01  0.18757E-04  0.17214E-04  0.67901E-03  0.32153E-02  0.15156E-02  0.11834E+00  0.55874E-01  0.73082E-01  0.13735E+00  0.72507E-01  0.13078E+00  0.21276E-01  0.23373E-01  0.19055E-01  0.96337E-01  0.13608E+00  0.10674E+00  0.19575E-03  0.89479E-04  0.13023E-03  0.19030E-03  0.10895E-03  0.11812E-03  0.63834E-03  0.51637E-03  0.47754E-03  0.67903E-03  0.35082E-03  0.25776E-03  0.65325E-07  0.71390E-07  0.69109E-07  0.47339E-07  0.54981E-07  0.40453E-07  0.43805E-09
  0.10000E+02  0.15043E-04  0.16630E-04  0.10913E-02  0.31418E-02  0.15353E-02  0.12458E+00  0.57441E-01  0.68070E-01  0.14745E+00  0.63084E-01  0.11860E+00  0.24414E-01  0.25177E-01  0.16998E-01  0.10489E+00  0.13989E+00  0.99994E-01  0.24921E-03  0.12102E-03  0.16902E-03  0.85118E-04  0.12339E-03  0.95559E-04  0.57024E-03  0.60169E-03  0.34310E-03  0.53269E-03  0.32743E-03  0.39465E-03  0.52799E-07  0.57243E-07  0.75366E-07  0.47998E-07  0.45717E-07  0.42040E-07  0.49678E-09
  0.11000E+02  0.13339E-04  0.10889E-04  0.14812E-02  0.18517E-02  0.16387E-02  0.14038E+00  0.62448E-01  0.66430E-01  0.10331E+00  0.97922E-01  0.12395E+00  0.16747E-01  0.13137E-01  0.32521E-01  0.99730E-01  0.13660E+00  0.98255E-01  0.21278E-03  0.18296E-03  0.16651E-03  0.89483E-04  0.14339E-03  0.10766E-03  0.48990E-03  0.41472E-03  0.58124E-03  0.56411E-03  0.20378E-03  0.41675E-03  0.33532E-07  0.33190E-07  0.55093E-07  0.32118E-07  0.33887E-07  0.41729E-07  0.50216E-09
  0.12000E+02  0.10807E-04  0.15342E-04  0.50300E-02  0.89557E-03  0.19217E-02  0.12442E+00  0.51713E-01  0.84407E-01  0.98688E-01  0.71763E-01  0.13905E+00  0.23035E-01  0.22016E-01  0.30825E-01  0.11216E+00  0.13111E+00  0.99521E-01  0.13119E-03  0.16370E-03  0.11462E-03  0.13015E-03  0.10039E-03  0.13031E-03  0.56138E-03  0.53710E-03  0.53649E-03  0.36232E-03  0.24966E-03  0.39580E-03  0.31325E-07  0.56286E-07  0.37082E-07  0.50888E-07  0.38379E-07  0.33706E-07  0.57182E-09
  0.13000E+02  0.12881E-04  0.22592E-04  0.10638E-01  0.16436E-02  0.13429E-02  0.11509E+00  0.62110E-01  0.80895E-01  0.94329E-01  0.81141E-01  0.14775E+00  0.23238E-01  0.21226E-01  0.24620E-01  0.97729E-01  0.13337E+00  0.10107E+00  0.34397E-03  0.19478E-03  0.87436E-04  0.17879E-03  0.16280E-03  0.11886E-03  0.67758E-03  0.37997E-03  0.57618E-03  0.37489E-03  0.27949E-03  0.38823E-03  0.55237E-07  0.54944E-07  0.81293E-07  0.41384E-07  0.35384E-07  0.41341E-07  0.63380E-09
  0.14000E+02  0.17019E-04  0.10189E-04  0.11540E-01  0.55490E-03  0.62257E-03  0.10955E+00  0.75013E-01  0.85437E-01  0.95569E-01  0.65649E-01  0.15630E+00  0.35154E-01  0.14876E-01  0.24485E-01  0.89371E-01  0.13598E+00  0.96204E-01  0.28933E-03  0.16220E-03  0.13945E-03  0.11064E-03  0.13315E-03  0.14424E-03  0.72245E-03  0.44715E-03  0.62178E-03  0.23083E-03  0.30100E-03  0.36064E-03  0.49946E-07  0.29908E-07  0.76417E-07  0.36675E-07  0.72619E-07  0.86280E-07  0.49942E-09
  0.15000E+02  0.18309E-04  0.12170E-04  0.10941E-01  0.88606E-03  0.97691E-03  0.12382E+00  0.58510E-01  0.99414E-01  0.92238E-01  0.58674E-01  0.15458E+00  0.20349E-01  0.11378E-01  0.32739E-01  0.91523E-01  0.14669E+00  0.93647E-01  0.22295E-03  0.27277E-03  0.12627E-03  0.10102E-03  0.12468E-03  0.86168E-04  0.44081E-03  0.60570E-03  0.44185E-03  0.44052E-03  0.43694E-03  0.30254E-03  0.10529E-06  0.38502E-07  0.62278E-07  0.71013E-07  0.44796E-07  0.65659E-07  0.67511E-09
  0.16000E+02  0.18770E-04  0.15837E-04  0.99758E-02  0.86087E-03  0.71384E-03  0.10922E+00  0.93844E-01  0.58370E-01  0.10526E+00  0.65347E-01  0.15135E+00  0.33856E-01  0.13851E-01  0.23839E-01  0.93082E-01  0.13206E+00  0.10457E+00  0.15396E-03  0.26401E-03  0.20387E-03  0.11171E-03  0.17479E-03  0.90698E-04  0.83714E-03  0.40389E-03  0.48088E-03  0.44144E-03  0.31973E-03  0.28723E-03  0.63341E-07  0.53764E-07  0.42926E-07  0.86094E-07  0.39545E-07  0.50305E-07  0.78522E-09
  0.17000E+02  0.96136E-05  0.11079E-04  0.36638E-02  0.14047E-02  0.10714E-02  0.99108E-01  0.11260E+00  0.47036E-01  0.90632E-01  0.65915E-01  0.18447E+00  0.30778E-01  0.17508E-01  0.19741E-01  0.92246E-01  0.13174E+00  0.98319E-01  0.24066E-03  0.21177E-03  0.13208E-03  0.92985E-04  0.13179E-03  0.12973E-03  0.69450E-03  0.60787E-03  0.47416E-03  0.46261E-03  0.34578E-03  0.21691E-03  0.75027E-07  0.44738E-07  0.59706E-07  0.49736E-07  0.54168E-07  0.52793E-07  0.53613E-09
  0.18000E+02  0.14817E-04  0.86664E-05  0.16269E-02  0.14450E-02  0.14478E-02  0.10318E+00  0.83733E-01  0.74558E-01  0.95803E-01  0.89150E-01  0.13375E+00  0.19089E-01  0.34752E-01  0.20638E-01  0.10096E+00  0.13751E+00  0.98643E-01  0.14096E-03  0.20010E-03  0.14437E-03  0.11164E-03  0.21103E-03  0.10246E-03  0.76538E-03  0.28611E-03  0.59610E-03  0.49958E-03  0.30739E-03  0.31889E-03  0.62761E-07  0.52671E-07  0.73533E-07  0.67746E-07  0.58554E-07  0.43957E-07  0.55674E-09
  0.19000E+02  0.19704E-04  0.11752E-04  0.13449E-02  0.20514E-02  0.14648E-02  0.82746E-01  0.10237E+00  0.84202E-01  0.88272E-01  0.84194E-01  0.84076E-01  0.64694E-01  0.31220E-01  0.25594E-01  0.11079E+00  0.13756E+00  0.95482E-01  0.18781E-03  0.24875E-03  0.21118E-03  0.17527E-03  0.14465E-03  0.11892E-03  0.59554E-03  0.57166E-03  0.44145E-03  0.51180E-03  0.39848E-03  0.29583E-03  0.87994E-07  0.92333E-07  0.78259E-07  0.91803E-07  0.62536E-07  0.39500E-07  0.81083E-09
  0.20000E+02  0.49815E-04  0.98661E-05  0.10979E-02  0.12869E-02  0.14707E-02  0.97073E-01  0.94533E-01  0.12083E+00  0.91671E-01  0.88032E-01  0.84205E-01  0.61730E-01  0.22331E-01  0.24798E-01  0.10325E+00  0.10720E+00  0.96560E-01  0.25203E-03  0.26521E-03  0.16845E-03  0.18300E-03  0.12744E-03  0.13579E-03  0.49797E-03  0.68410E-03  0.44133E-03  0.50742E-03  0.37081E-03  0.24490E-03  0.78952E-07  0.72513E-07  0.55546E-07  0.73506E-07  0.58659E-07  0.45871E-07  0.71112E-09
  0.21000E+02  0.36424E-04  0.12131E-04  0.15949E-02  0.17388E-02  0.13308E-02  0.98012E-01  0.86449E-01  0.11722E+00  0.88281E-01  0.12113E+00  0.60330E-01  0.66570E-01  0.19303E-01  0.21389E-01  0.10421E+00  0.10754E+00  0.10121E+00  0.22835E-03  0.20774E-03  0.16183E-03  0.15889E-03  0.75142E-04  0.12793E-03  0.57028E-03  0.35153E-03  0.46538E-03  0.48875E-03  0.48359E-03  0.30826E-03  0.63833E-07  0.71511E-07  0.52994E-07  0.41118E-07  0.54201E-07  0.25851E-07  0.77281E-09
  0.22000E+02  0.15655E-04  0.15448E-04  0.18723E-02  0.22169E-02  0.10906E-02  0.10159E+00  0.70725E-01  0.15879E+00  0.77732E-01  0.12224E+00  0.68632E-01  0.63299E-01  0.26404E-01  0.18805E-01  0.87959E-01  0.99595E-01  0.95396E-01  0.14109E-03  0.18102E-03  0.15023E-03  0.12583E-03  0.94895E-04  0.15872E-03  0.60924E-03  0.55821E-03  0.34934E-03  0.56905E-03  0.26777E-03  0.41530E-03  0.57923E-07  0.80838E-07  0.51902E-07  0.51357E-07  0.43004E-07  0.25780E-07  0.84519E-09
  0.23000E+02  0.14441E-04  0.15376E-04  0.18134E-02  0.13584E-02  0.10886E-02  0.10453E+00  0.76061E-01  0.15952E+00  0.68313E-01  0.12299E+00  0.68561E-01  0.60311E-01  0.22776E-01  0.15658E-01  0.93395E-01  0.99773E-01  0.10012E+00  0.18421E-03  0.17997E-03  0.19445E-03  0.13685E-03  0.13812E-03  0.93467E-04  0.59053E-03  0.39180E-03  0.39353E-03  0.61596E-03  0.38953E-03  0.38562E-03  0.56897E-07  0.59521E-07  0.44638E-07  0.46460E-07  0.64242E-07  0.44745E-07  0.67896E-09
  0.24000E+02  0.96927E-05  0.17344E-04  0.94708E-03  0.13596E-02  0.18052E-02  0.10400E+00  0.85794E-01  0.17293E+00  0.91189E-01  0.12064E+00  0.26745E-01  0.65619E-01  0.16028E-01  0.15357E-01  0.99945E-01  0.96366E-01  0.97366E-01  0.26216E-03  0.23598E-03  0.28809E-03  0.13491E-03  0.97861E-04  0.14093E-03  0.55049E-03  0.53157E-03  0.32983E-03  0.55978E-03  0.39450E-03  0.35248E-03  0.83365E-07  0.44543E-07  0.61640E-07  0.16086E-07  0.28053E-07  0.28793E-07  0.58631E-09
  0.25000E+02  0.91366E-05  0.24657E-04  0.13049E-02  0.37869E-02  0.84770E-03  0.10920E+00  0.57772E-01  0.16175E+00  0.80128E-01  0.15361E+00  0.14371E-01  0.70497E-01  0.23700E-01  0.15589E-01  0.10556E+00  0.10022E+00  0.97584E-01  0.16887E-03  0.27440E-03  0.16753E-03  0.14245E-03  0.18618E-03  0.14779E-03  0.76704E-03  0.78298E-03  0.44671E-03  0.40331E-03  0.31389E-03  0.24610E-03  0.33769E-07  0.62926E-07  0.43066E-07  0.37820E-07  0.37197E-07  0.35960E-07  0.63284E-09
  0.26000E+02  0.13807E-04  0.10436E-04  0.16497E-02  0.58561E-03  0.10764E-02  0.94829E-01  0.58910E-01  0.14879E+00  0.12090E+00  0.13371E+00  0.23604E-01  0.61686E-01  0.20052E-01  0.20225E-01  0.10197E+00  0.11148E+00  0.96500E-01  0.19494E-03  0.25134E-03  0.18148E-03  0.13628E-03  0.10040E-03  0.16493E-03  0.54932E-03  0.56613E-03  0.66079E-03  0.56344E-03  0.31653E-03  0.33076E-03  0.39658E-07  0.59816E-07  0.44738E-07  0.28477E-07  0.37274E-07  0.39757E-07  0.75517E-09
  0.27000E+02  0.21598E-04  0.18578E-04  0.18152E-02  0.13340E-02  0.15738E-02  0.10159E+00  0.56472E-01  0.14295E+00  0.77239E-01  0.15018E+00  0.66423E-01  0.71891E-01  0.13908E-01  0.14260E-01  0.92819E-01  0.10299E+00  0.10048E+00  0.17018E-03  0.22947E-03  0.25377E-03  0.13286E-03  0.11254E-03  0.15853E-03  0.62987E-03  0.59669E-03  0.46330E-03  0.53507E-03  0.39299E-03  0.35490E-03  0.73353E-07  0.60135E-07  0.54701E-07  0.54298E-07  0.46154E-07  0.30116E-07  0.68142E-09
  0.28000E+02  0.31689E-04  0.25646E-04  0.20153E-02  0.12976E-02  0.12244E-02  0.10187E+00  0.50382E-01  0.16405E+00  0.97500E-01  0.15126E+00  0.63476E-01  0.62805E-01  0.16091E-01  0.66817E-01  0.15129E-01  0.10161E+00  0.10060E+00  0.14556E-03  0.23337E-03  0.12931E-03  0.17127E-03  0.86889E-04  0.15537E-03  0.60597E-03  0.53535E-03  0.53928E-03  0.44100E-03  0.37626E-03  0.39547E-03  0.10122E-06  0.60252E-07  0.48890E-07  0.57192E-07  0.48113E-07  0.56111E-07  0.80155E-09
  0.29000E+02  0.29790E-04  0.21822E-04  0.24350E-02  0.14236E-02  0.10389E-02  0.10083E+00  0.62116E-01  0.15563E+00  0.96237E-01  0.15903E+00  0.65909E-01  0.51402E-01  0.60052E-01  0.57281E-01  0.16024E-01  0.56417E-01  0.11027E+00  0.21039E-03  0.27556E-03  0.24201E-03  0.10062E-03  0.16735E-03  0.76072E-04  0.48674E-03  0.53916E-03  0.56693E-03  0.44578E-03  0.40223E-03  0.33952E-03  0.54170E-07  0.54877E-07  0.53746E-07  0.82660E-07  0.25740E-07  0.25945E-07  0.52596E-09
  0.30000E+02  0.32536E-04  0.34265E-04  0.12359E-02  0.19049E-02  0.69136E-03  0.11354E+00  0.78252E-01  0.11817E+00  0.81164E-01  0.18113E+00  0.55880E-01  0.64186E-01  0.14186E-01  0.94319E-01  0.21811E-01  0.64694E-01  0.10513E+00  0.13754E-03  0.20345E-03  0.12438E-03  0.13182E-03  0.10650E-03  0.82985E-04  0.72743E-03  0.53535E-03  0.44403E-03  0.47046E-03  0.35549E-03  0.31617E-03  0.46746E-07  0.90205E-07  0.36941E-07  0.53927E-07  0.41940E-07  0.37601E-07  0.62253E-09
  0.31000E+02  0.45854E-04  0.30461E-04  0.17921E-02  0.16823E-02  0.15475E-02  0.10505E+00  0.51635E-01  0.14254E+00  0.13240E+00  0.17314E+00  0.17820E-01  0.50042E-01  0.19918E-01  0.10331E+00  0.20423E-01  0.69314E-01  0.10590E+00  0.15617E-03  0.10258E-03  0.11149E-03  0.12413E-03  0.56810E-04  0.80211E-04  0.52089E-03  0.56293E-03  0.49741E-03  0.50595E-03  0.34689E-03  0.34671E-03  0.38535E-07  0.42282E-07  0.46810E-07  0.52115E-07  0.38805E-07  0.30430E-07  0.53347E-09
  0.32000E+02  0.24151E-04  0.24627E-04  0.24033E-02  0.14048E-02  0.19670E-02  0.10376E+00  0.63498E-01  0.13736E+00  0.90365E-01  0.20272E+00  0.22654E-01  0.61032E-01  0.26832E-01  0.10192E+00  0.17446E-01  0.56211E-01  0.10697E+00  0.19066E-03  0.12157E-03  0.13635E-03  0.12241E-03  0.70949E-04  0.10396E-03  0.53060E-03  0.44846E-03  0.59630E-03  0.39867E-03  0.29668E-03  0.39448E-03  0.59857E-07  0.47564E-07  0.35593E-07  0.54334E-07  0.28132E-07  0.43696E-07  0.79546E-09
  0.33000E+02  0.20048E-04  0.25112E-04  0.16761E-02  0.23769E-02  0.25011E-02  0.78178E-01  0.75058E-01  0.13591E+00  0.12323E+00  0.19936E+00  0.25046E-01  0.58842E-01  0.22042E-01  0.91713E-01  0.15071E-01  0.61536E-01  0.10389E+00  0.15328E-03  0.15566E-03  0.17974E-03  0.74777E-04  0.14434E-03  0.13071E-03  0.50924E-03  0.72594E-03  0.53889E-03  0.26296E-03  0.31712E-03  0.33327E-03  0.52478E-07  0.46423E-07  0.46173E-07  0.48150E-07  0.22434E-07  0.22716E-07  0.10891E-08
  0.34000E+02  0.12619E-04  0.21596E-04  0.18621E-02  0.14000E-02  0.25421E-02  0.70418E-01  0.78273E-01  0.10837E+00  0.10702E+00  0.24133E+00  0.25772E-01  0.63075E-01  0.18808E-01  0.96389E-01  0.15928E-01  0.64891E-01  0.10026E+00  0.15250E-03  0.29128E-03  0.11781E-03  0.14899E-03  0.13720E-03  0.16543E-03  0.57054E-03  0.55047E-03  0.51543E-03  0.38532E-03  0.29106E-03  0.29832E-03  0.44111E-07  0.43443E-07  0.27744E-07  0.26200E-07  0.26016E-07  0.26599E-07  0.14258E-08
  0.35000E+02  0.20248E-04  0.23963E-04  0.16691E-02  0.24747E-02  0.27064E-02  0.49298E-01  0.13856E+00  0.83247E-01  0.10107E+00  0.22632E+00  0.73785E-01  0.31223E-01  0.17444E-01  0.93220E-01  0.17484E-01  0.95553E-01  0.62368E-01  0.17131E-03  0.27528E-03  0.15828E-03  0.19460E-03  0.11946E-03  0.12487E-03  0.43537E-03  0.40500E-03  0.60580E-03  0.27239E-03  0.36134E-03  0.40148E-03  0.31481E-07  0.62009E-07  0.34351E-07  0.34682E-07  0.41239E-07  0.28472E-07  0.73476E-09
  0.36000E+02  0.28184E-04  0.18051E-04  0.12377E-02  0.17659E-02  0.15013E-02  0.81807E-01  0.16417E+00  0.67681E-01  0.12339E+00  0.16777E+00  0.56903E-01  0.28594E-01  0.23953E-01  0.57114E-01  0.58882E-01  0.10515E+00  0.56337E-01  0.17268E-03  0.27499E-03  0.18483E-03  0.16185E-03  0.21002E-03  0.14643E-03  0.57303E-03  0.46681E-03  0.50402E-03  0.29843E-03  0.31299E-03  0.38384E-03  0.49362E-07  0.60410E-07  0.35541E-07  0.38776E-07  0.27624E-07  0.27602E-07  0.56132E-09
  0.37000E+02  0.15078E-04  0.22774E-04  0.11774E-02  0.23555E-02  0.12764E-02  0.96794E-01  0.18091E+00  0.86070E-01  0.10517E+00  0.12592E+00  0.60585E-01  0.28023E-01  0.63135E-01  0.63492E-01  0.59868E-01  0.51421E-01  0.70331E-01  0.19293E-03  0.18031E-03  0.21885E-03  0.12707E-03  0.12289E-03  0.91039E-04  0.71961E-03  0.39866E-03  0.50658E-03  0.26322E-03  0.33161E-03  0.27214E-03  0.50565E-07  0.37454E-07  0.45162E-07  0.41061E-07  0.65563E-07  0.18710E-07  0.43028E-09
  0.38000E+02  0.12182E-04  0.14224E-04  0.12673E-02  0.77353E-03  0.12260E-02  0.88386E-01  0.19628E+00  0.92743E-01  0.92941E-01  0.11792E+00  0.59201E-01  0.41507E-01  0.57416E-01  0.72807E-01  0.10079E+00  0.14690E-01  0.59015E-01  0.16434E-03  0.86419E-04  0.12220E-03  0.12284E-03  0.75777E-04  0.10733E-03  0.33789E-03  0.45572E-03  0.63020E-03  0.29313E-03  0.35308E-03  0.25988E-03  0.49618E-07  0.42505E-07  0.53642E-07  0.35182E-07  0.28469E-07  0.31826E-07  0.65145E-09
  0.39000E+02  0.27056E-04  0.15537E-04  0.20154E-02  0.13833E-02  0.92224E-03  0.92858E-01  0.20138E+00  0.90525E-01  0.96629E-01  0.12954E+00  0.55790E-01  0.27837E-01  0.60783E-01  0.61599E-01  0.10203E+00  0.17112E-01  0.56487E-01  0.21633E-03  0.17156E-03  0.12596E-03  0.81082E-04  0.10770E-03  0.11221E-03  0.34615E-03  0.59626E-03  0.35985E-03  0.25744E-03  0.38794E-03  0.30414E-03  0.55676E-07  0.59341E-07  0.37923E-07  0.34404E-07  0.30758E-07  0.32581E-07  0.72323E-09
  0.40000E+02  0.22139E-04  0.20201E-04  0.13712E-02  0.23725E-02  0.17969E-02  0.92234E-01  0.19319E+00  0.97470E-01  0.68416E-01  0.16859E+00  0.67193E-01  0.56521E-01  0.65268E-01  0.57421E-01  0.96198E-01  0.15462E-01  0.13753E-01  0.15250E-03  0.11446E-03  0.68793E-04  0.12218E-03  0.86160E-04  0.11294E-03  0.44044E-03  0.44652E-03  0.28644E-03  0.33332E-03  0.21341E-03  0.32080E-03  0.42271E-07  0.33897E-07  0.30708E-07  0.38683E-07  0.37226E-07  0.18542E-07  0.55171E-09
  0.41000E+02  0.15908E-04  0.20323E-04  0.19081E-02  0.19104E-02  0.14898E-02  0.80486E-01  0.21698E+00  0.86047E-01  0.66222E-01  0.15727E+00  0.95801E-01  0.63797E-01  0.29156E-01  0.63249E-01  0.94192E-01  0.26231E-01  0.12483E-01  0.16742E-03  0.17736E-03  0.57329E-04  0.13539E-03  0.76036E-04  0.94908E-04  0.34163E-03  0.49304E-03  0.43964E-03  0.29110E-03  0.29670E-03  0.17870E-03  0.47381E-07  0.35798E-07  0.37809E-07  0.27425E-07  0.24930E-07  0.26552E-07  0.32862E-09
  0.42000E+02  0.22719E-04  0.32900E-04  0.81335E-03  0.22597E-02  0.16662E-02  0.95367E-01  0.24292E+00  0.87873E-01  0.61758E-01  0.13739E+00  0.12739E+00  0.26124E-01  0.18131E-01  0.48135E-01  0.10742E+00  0.24729E-01  0.15424E-01  0.10471E-03  0.11429E-03  0.85010E-04  0.11620E-03  0.74906E-04  0.11184E-03  0.38849E-03  0.36703E-03  0.27198E-03  0.32777E-03  0.31341E-03  0.26182E-03  0.39934E-07  0.34929E-07  0.31824E-07  0.28610E-07  0.13762E-07  0.24324E-07  0.39411E-09
  0.43000E+02  0.14575E-04  0.31659E-04  0.12882E-02  0.14325E-02  0.16134E-02  0.12450E+00  0.24127E+00  0.91080E-01  0.33299E-01  0.12863E+00  0.12896E+00  0.23164E-01  0.21508E-01  0.63177E-01  0.10624E+00  0.11926E-01  0.19235E-01  0.90065E-04  0.15812E-03  0.10824E-03  0.11298E-03  0.12667E-03  0.84764E-04  0.53405E-03  0.25187E-03  0.31661E-03  0.37769E-03  0.26111E-03  0.20612E-03  0.58890E-07  0.38314E-07  0.38471E-07  0.22659E-07  0.15920E-07  0.21877E-07  0.53005E-09
  0.44000E+02  0.28576E-04  0.25037E-04  0.18260E-02  0.24556E-02  0.10801E-02  0.12934E+00  0.21506E+00  0.88398E-01  0.65153E-01  0.13057E+00  0.12348E+00  0.28913E-01  0.23927E-01  0.53580E-01  0.10438E+00  0.13462E-01  0.15617E-01  0.17773E-03  0.12529E-03  0.98810E-04  0.12091E-03  0.13938E-03  0.10407E-03  0.47247E-03  0.23710E-03  0.31314E-03  0.45135E-03  0.26120E-03  0.20162E-03  0.47082E-07  0.29898E-07  0.31068E-07  0.26724E-07  0.33364E-07  0.16251E-07  0.30241E-09
