Averager of naver=      20 pes(ifre,isnap),ifre=0,nfre)
        time    active_pes       pes(1)       pes(2)       pes(3)       pes(4)       pes(5)       pes(6)       pes(7)       pes(8)       pes(9)      pes(10)      pes(11)      pes(12)      pes(13)      pes(14)      pes(15)      pes(16)      pes(17)      pes(18)      pes(19)      pes(20)      pes(21)      pes(22)      pes(23)      pes(24)      pes(25)      pes(26)      pes(27)      pes(28)      pes(29)      pes(30)      pes(31)      pes(32)      pes(33)      pes(34)      pes(35)      pes(36)
           fs           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV
  0.24900E+03 -0.21260E+01  0.91759E-01 -0.25480E-01 -0.21571E+01 -0.22489E+01 -0.23086E+01 -0.23897E+01 -0.24518E+01 -0.24955E+01 -0.25440E+01 -0.25864E+01 -0.26282E+01 -0.26752E+01 -0.27211E+01 -0.27647E+01 -0.28221E+01 -0.28825E+01 -0.29550E+01 -0.43847E+01 -0.44539E+01 -0.45270E+01 -0.45937E+01 -0.46582E+01 -0.47491E+01 -0.51012E+01 -0.51897E+01 -0.52457E+01 -0.52998E+01 -0.53609E+01 -0.54298E+01 -0.65528E+01 -0.66108E+01 -0.66640E+01 -0.67106E+01 -0.67591E+01 -0.68165E+01 -0.74052E+01
  0.25000E+03 -0.21347E+01  0.85131E-01 -0.31981E-01 -0.21675E+01 -0.22541E+01 -0.23153E+01 -0.23915E+01 -0.24498E+01 -0.24991E+01 -0.25499E+01 -0.25924E+01 -0.26307E+01 -0.26775E+01 -0.27219E+01 -0.27726E+01 -0.28251E+01 -0.28825E+01 -0.29617E+01 -0.43817E+01 -0.44620E+01 -0.45276E+01 -0.45916E+01 -0.46625E+01 -0.47492E+01 -0.51010E+01 -0.51873E+01 -0.52440E+01 -0.53062E+01 -0.53638E+01 -0.54314E+01 -0.65524E+01 -0.66120E+01 -0.66657E+01 -0.67112E+01 -0.67589E+01 -0.68139E+01 -0.74050E+01
  0.25100E+03 -0.21448E+01  0.78193E-01 -0.39108E-01 -0.21801E+01 -0.22551E+01 -0.23149E+01 -0.24001E+01 -0.24499E+01 -0.25071E+01 -0.25552E+01 -0.25970E+01 -0.26335E+01 -0.26789E+01 -0.27194E+01 -0.27828E+01 -0.28306E+01 -0.28837E+01 -0.29669E+01 -0.43800E+01 -0.44698E+01 -0.45241E+01 -0.45967E+01 -0.46646E+01 -0.47499E+01 -0.51009E+01 -0.51820E+01 -0.52482E+01 -0.53097E+01 -0.53639E+01 -0.54364E+01 -0.65527E+01 -0.66132E+01 -0.66664E+01 -0.67120E+01 -0.67587E+01 -0.68121E+01 -0.74047E+01
  0.25200E+03 -0.21389E+01  0.70761E-01 -0.45794E-01 -0.21897E+01 -0.22586E+01 -0.23158E+01 -0.24010E+01 -0.24609E+01 -0.25156E+01 -0.25598E+01 -0.25981E+01 -0.26375E+01 -0.26767E+01 -0.27274E+01 -0.27866E+01 -0.28312E+01 -0.28893E+01 -0.29721E+01 -0.43802E+01 -0.44737E+01 -0.45270E+01 -0.45999E+01 -0.46641E+01 -0.47527E+01 -0.50978E+01 -0.51782E+01 -0.52582E+01 -0.53100E+01 -0.53606E+01 -0.54444E+01 -0.65535E+01 -0.66142E+01 -0.66657E+01 -0.67122E+01 -0.67608E+01 -0.68102E+01 -0.74043E+01
  0.25300E+03 -0.21407E+01  0.63237E-01 -0.51656E-01 -0.21987E+01 -0.22584E+01 -0.23214E+01 -0.24013E+01 -0.24680E+01 -0.25225E+01 -0.25637E+01 -0.26024E+01 -0.26414E+01 -0.26838E+01 -0.27322E+01 -0.27867E+01 -0.28322E+01 -0.28962E+01 -0.29757E+01 -0.43814E+01 -0.44758E+01 -0.45324E+01 -0.46019E+01 -0.46659E+01 -0.47547E+01 -0.50938E+01 -0.51788E+01 -0.52651E+01 -0.53114E+01 -0.53555E+01 -0.54521E+01 -0.65534E+01 -0.66146E+01 -0.66655E+01 -0.67123E+01 -0.67633E+01 -0.68096E+01 -0.74041E+01
  0.25400E+03 -0.21459E+01  0.56294E-01 -0.56615E-01 -0.22048E+01 -0.22603E+01 -0.23252E+01 -0.24019E+01 -0.24758E+01 -0.25222E+01 -0.25683E+01 -0.26119E+01 -0.26509E+01 -0.26857E+01 -0.27327E+01 -0.27893E+01 -0.28354E+01 -0.28989E+01 -0.29819E+01 -0.43833E+01 -0.44747E+01 -0.45403E+01 -0.46051E+01 -0.46690E+01 -0.47545E+01 -0.50921E+01 -0.51822E+01 -0.52615E+01 -0.53137E+01 -0.53573E+01 -0.54570E+01 -0.65525E+01 -0.66143E+01 -0.66649E+01 -0.67127E+01 -0.67649E+01 -0.68119E+01 -0.74040E+01
  0.25500E+03 -0.21485E+01  0.50280E-01 -0.60505E-01 -0.22064E+01 -0.22651E+01 -0.23295E+01 -0.24063E+01 -0.24772E+01 -0.25265E+01 -0.25678E+01 -0.26164E+01 -0.26580E+01 -0.26911E+01 -0.27341E+01 -0.27933E+01 -0.28403E+01 -0.29007E+01 -0.29879E+01 -0.43866E+01 -0.44712E+01 -0.45448E+01 -0.46103E+01 -0.46752E+01 -0.47520E+01 -0.50955E+01 -0.51847E+01 -0.52522E+01 -0.53145E+01 -0.53634E+01 -0.54592E+01 -0.65513E+01 -0.66145E+01 -0.66644E+01 -0.67127E+01 -0.67654E+01 -0.68154E+01 -0.74041E+01
  0.25600E+03 -0.21510E+01  0.47664E-01 -0.64845E-01 -0.22050E+01 -0.22694E+01 -0.23326E+01 -0.24103E+01 -0.24778E+01 -0.25310E+01 -0.25685E+01 -0.26165E+01 -0.26611E+01 -0.26985E+01 -0.27398E+01 -0.27925E+01 -0.28451E+01 -0.29040E+01 -0.29914E+01 -0.43900E+01 -0.44698E+01 -0.45458E+01 -0.46144E+01 -0.46751E+01 -0.47538E+01 -0.51024E+01 -0.51855E+01 -0.52442E+01 -0.53130E+01 -0.53680E+01 -0.54602E+01 -0.65495E+01 -0.66153E+01 -0.66641E+01 -0.67129E+01 -0.67658E+01 -0.68183E+01 -0.74043E+01
  0.25700E+03 -0.21522E+01  0.47423E-01 -0.68876E-01 -0.21998E+01 -0.22707E+01 -0.23397E+01 -0.24124E+01 -0.24774E+01 -0.25331E+01 -0.25755E+01 -0.26138E+01 -0.26616E+01 -0.27027E+01 -0.27455E+01 -0.27934E+01 -0.28475E+01 -0.29092E+01 -0.29902E+01 -0.43927E+01 -0.44718E+01 -0.45437E+01 -0.46193E+01 -0.46715E+01 -0.47539E+01 -0.51110E+01 -0.51852E+01 -0.52413E+01 -0.53084E+01 -0.53697E+01 -0.54599E+01 -0.65475E+01 -0.66158E+01 -0.66641E+01 -0.67137E+01 -0.67656E+01 -0.68208E+01 -0.74046E+01
  0.25800E+03 -0.21515E+01  0.48573E-01 -0.72182E-01 -0.21965E+01 -0.22708E+01 -0.23448E+01 -0.24140E+01 -0.24749E+01 -0.25327E+01 -0.25770E+01 -0.26223E+01 -0.26622E+01 -0.27018E+01 -0.27507E+01 -0.27944E+01 -0.28488E+01 -0.29091E+01 -0.29895E+01 -0.43954E+01 -0.44732E+01 -0.45416E+01 -0.46186E+01 -0.46711E+01 -0.47530E+01 -0.51161E+01 -0.51870E+01 -0.52432E+01 -0.53037E+01 -0.53679E+01 -0.54580E+01 -0.65459E+01 -0.66161E+01 -0.66644E+01 -0.67149E+01 -0.67635E+01 -0.68239E+01 -0.74050E+01
  0.25900E+03 -0.21467E+01  0.50906E-01 -0.73675E-01 -0.21918E+01 -0.22744E+01 -0.23461E+01 -0.24120E+01 -0.24696E+01 -0.25352E+01 -0.25805E+01 -0.26208E+01 -0.26628E+01 -0.27064E+01 -0.27529E+01 -0.27909E+01 -0.28506E+01 -0.29064E+01 -0.29887E+01 -0.43976E+01 -0.44735E+01 -0.45397E+01 -0.46135E+01 -0.46716E+01 -0.47535E+01 -0.51203E+01 -0.51904E+01 -0.52443E+01 -0.52991E+01 -0.53644E+01 -0.54556E+01 -0.65445E+01 -0.66163E+01 -0.66655E+01 -0.67147E+01 -0.67624E+01 -0.68258E+01 -0.74053E+01
  0.26000E+03 -0.21409E+01  0.53276E-01 -0.72986E-01 -0.21909E+01 -0.22761E+01 -0.23426E+01 -0.24084E+01 -0.24683E+01 -0.25318E+01 -0.25785E+01 -0.26226E+01 -0.26621E+01 -0.27091E+01 -0.27525E+01 -0.27919E+01 -0.28492E+01 -0.29060E+01 -0.29837E+01 -0.43973E+01 -0.44727E+01 -0.45395E+01 -0.46061E+01 -0.46703E+01 -0.47579E+01 -0.51234E+01 -0.51935E+01 -0.52432E+01 -0.52997E+01 -0.53580E+01 -0.54530E+01 -0.65437E+01 -0.66171E+01 -0.66661E+01 -0.67144E+01 -0.67620E+01 -0.68260E+01 -0.74055E+01
  0.26100E+03 -0.21311E+01  0.55710E-01 -0.69155E-01 -0.21906E+01 -0.22799E+01 -0.23329E+01 -0.24063E+01 -0.24664E+01 -0.25199E+01 -0.25747E+01 -0.26251E+01 -0.26651E+01 -0.27084E+01 -0.27482E+01 -0.27965E+01 -0.28440E+01 -0.29029E+01 -0.29797E+01 -0.43962E+01 -0.44711E+01 -0.45382E+01 -0.46003E+01 -0.46675E+01 -0.47630E+01 -0.51220E+01 -0.51935E+01 -0.52436E+01 -0.53031E+01 -0.53519E+01 -0.54511E+01 -0.65437E+01 -0.66172E+01 -0.66673E+01 -0.67132E+01 -0.67624E+01 -0.68249E+01 -0.74055E+01
  0.26200E+03 -0.21252E+01  0.57829E-01 -0.62521E-01 -0.21870E+01 -0.22753E+01 -0.23300E+01 -0.24088E+01 -0.24541E+01 -0.25145E+01 -0.25701E+01 -0.26262E+01 -0.26657E+01 -0.27002E+01 -0.27480E+01 -0.27953E+01 -0.28378E+01 -0.29067E+01 -0.29738E+01 -0.43945E+01 -0.44695E+01 -0.45347E+01 -0.45992E+01 -0.46643E+01 -0.47660E+01 -0.51196E+01 -0.51898E+01 -0.52457E+01 -0.52993E+01 -0.53539E+01 -0.54496E+01 -0.65448E+01 -0.66150E+01 -0.66691E+01 -0.67127E+01 -0.67624E+01 -0.68233E+01 -0.74053E+01
  0.26300E+03 -0.21203E+01  0.60927E-01 -0.53475E-01 -0.21824E+01 -0.22654E+01 -0.23295E+01 -0.23972E+01 -0.24494E+01 -0.25120E+01 -0.25657E+01 -0.26212E+01 -0.26608E+01 -0.26983E+01 -0.27436E+01 -0.27883E+01 -0.28370E+01 -0.29124E+01 -0.29677E+01 -0.43932E+01 -0.44666E+01 -0.45292E+01 -0.46042E+01 -0.46620E+01 -0.47639E+01 -0.51165E+01 -0.51872E+01 -0.52417E+01 -0.52970E+01 -0.53579E+01 -0.54496E+01 -0.65455E+01 -0.66143E+01 -0.66699E+01 -0.67116E+01 -0.67619E+01 -0.68218E+01 -0.74048E+01
  0.26400E+03 -0.21229E+01  0.66141E-01 -0.45038E-01 -0.21739E+01 -0.22539E+01 -0.23290E+01 -0.23877E+01 -0.24466E+01 -0.25093E+01 -0.25579E+01 -0.26148E+01 -0.26566E+01 -0.26939E+01 -0.27400E+01 -0.27847E+01 -0.28385E+01 -0.29098E+01 -0.29669E+01 -0.43915E+01 -0.44636E+01 -0.45300E+01 -0.46074E+01 -0.46611E+01 -0.47562E+01 -0.51138E+01 -0.51867E+01 -0.52350E+01 -0.52968E+01 -0.53602E+01 -0.54503E+01 -0.65468E+01 -0.66144E+01 -0.66696E+01 -0.67102E+01 -0.67608E+01 -0.68198E+01 -0.74041E+01
  0.26500E+03 -0.21207E+01  0.73601E-01 -0.37732E-01 -0.21629E+01 -0.22443E+01 -0.23224E+01 -0.23862E+01 -0.24451E+01 -0.25057E+01 -0.25532E+01 -0.26019E+01 -0.26506E+01 -0.26909E+01 -0.27357E+01 -0.27884E+01 -0.28387E+01 -0.29007E+01 -0.29662E+01 -0.43884E+01 -0.44679E+01 -0.45324E+01 -0.46081E+01 -0.46573E+01 -0.47467E+01 -0.51097E+01 -0.51878E+01 -0.52337E+01 -0.52921E+01 -0.53629E+01 -0.54507E+01 -0.65480E+01 -0.66152E+01 -0.66667E+01 -0.67105E+01 -0.67602E+01 -0.68166E+01 -0.74032E+01
  0.26600E+03 -0.21162E+01  0.83233E-01 -0.32573E-01 -0.21536E+01 -0.22364E+01 -0.23136E+01 -0.23849E+01 -0.24445E+01 -0.24971E+01 -0.25489E+01 -0.25964E+01 -0.26439E+01 -0.26923E+01 -0.27328E+01 -0.27845E+01 -0.28363E+01 -0.28952E+01 -0.29646E+01 -0.43859E+01 -0.44750E+01 -0.45330E+01 -0.46070E+01 -0.46531E+01 -0.47386E+01 -0.51051E+01 -0.51895E+01 -0.52347E+01 -0.52891E+01 -0.53651E+01 -0.54481E+01 -0.65499E+01 -0.66160E+01 -0.66633E+01 -0.67106E+01 -0.67589E+01 -0.68135E+01 -0.74023E+01
  0.26700E+03 -0.21126E+01  0.91330E-01 -0.27263E-01 -0.21471E+01 -0.22328E+01 -0.23057E+01 -0.23795E+01 -0.24406E+01 -0.24907E+01 -0.25462E+01 -0.25962E+01 -0.26395E+01 -0.26926E+01 -0.27328E+01 -0.27719E+01 -0.28337E+01 -0.28915E+01 -0.29645E+01 -0.43873E+01 -0.44785E+01 -0.45340E+01 -0.46004E+01 -0.46522E+01 -0.47335E+01 -0.51033E+01 -0.51858E+01 -0.52402E+01 -0.52912E+01 -0.53602E+01 -0.54465E+01 -0.65523E+01 -0.66153E+01 -0.66616E+01 -0.67088E+01 -0.67580E+01 -0.68111E+01 -0.74014E+01
  0.26800E+03 -0.21155E+01  0.96849E-01 -0.22831E-01 -0.21452E+01 -0.22289E+01 -0.23015E+01 -0.23766E+01 -0.24357E+01 -0.24912E+01 -0.25444E+01 -0.25920E+01 -0.26369E+01 -0.26869E+01 -0.27291E+01 -0.27721E+01 -0.28269E+01 -0.28887E+01 -0.29660E+01 -0.43938E+01 -0.44761E+01 -0.45308E+01 -0.45950E+01 -0.46573E+01 -0.47283E+01 -0.51004E+01 -0.51848E+01 -0.52435E+01 -0.52978E+01 -0.53531E+01 -0.54442E+01 -0.65553E+01 -0.66130E+01 -0.66618E+01 -0.67069E+01 -0.67565E+01 -0.68099E+01 -0.74007E+01
  0.26900E+03 -0.21111E+01  0.10033E+00 -0.19501E-01 -0.21464E+01 -0.22278E+01 -0.22987E+01 -0.23745E+01 -0.24348E+01 -0.24914E+01 -0.25467E+01 -0.25855E+01 -0.26315E+01 -0.26797E+01 -0.27212E+01 -0.27727E+01 -0.28221E+01 -0.28909E+01 -0.29671E+01 -0.44004E+01 -0.44701E+01 -0.45269E+01 -0.45931E+01 -0.46617E+01 -0.47262E+01 -0.50982E+01 -0.51850E+01 -0.52439E+01 -0.53048E+01 -0.53502E+01 -0.54395E+01 -0.65577E+01 -0.66114E+01 -0.66621E+01 -0.67053E+01 -0.67554E+01 -0.68090E+01 -0.74002E+01
  0.27000E+03 -0.21089E+01  0.10196E+00 -0.17913E-01 -0.21480E+01 -0.22304E+01 -0.23007E+01 -0.23739E+01 -0.24330E+01 -0.24901E+01 -0.25517E+01 -0.25861E+01 -0.26193E+01 -0.26748E+01 -0.27147E+01 -0.27731E+01 -0.28201E+01 -0.28918E+01 -0.29655E+01 -0.44010E+01 -0.44668E+01 -0.45273E+01 -0.45898E+01 -0.46626E+01 -0.47291E+01 -0.50990E+01 -0.51839E+01 -0.52440E+01 -0.53049E+01 -0.53539E+01 -0.54346E+01 -0.65596E+01 -0.66095E+01 -0.66615E+01 -0.67071E+01 -0.67533E+01 -0.68088E+01 -0.74000E+01
  0.27100E+03 -0.21090E+01  0.10220E+00 -0.19049E-01 -0.21495E+01 -0.22320E+01 -0.23007E+01 -0.23806E+01 -0.24359E+01 -0.24910E+01 -0.25509E+01 -0.25805E+01 -0.26180E+01 -0.26728E+01 -0.27172E+01 -0.27717E+01 -0.28202E+01 -0.28902E+01 -0.29611E+01 -0.43977E+01 -0.44641E+01 -0.45310E+01 -0.45887E+01 -0.46586E+01 -0.47367E+01 -0.51015E+01 -0.51828E+01 -0.52436E+01 -0.53056E+01 -0.53580E+01 -0.54295E+01 -0.65604E+01 -0.66084E+01 -0.66611E+01 -0.67109E+01 -0.67509E+01 -0.68088E+01 -0.74001E+01
  0.27200E+03 -0.21142E+01  0.10013E+00 -0.21902E-01 -0.21500E+01 -0.22336E+01 -0.22986E+01 -0.23863E+01 -0.24465E+01 -0.24908E+01 -0.25434E+01 -0.25823E+01 -0.26219E+01 -0.26733E+01 -0.27237E+01 -0.27763E+01 -0.28226E+01 -0.28850E+01 -0.29571E+01 -0.43914E+01 -0.44665E+01 -0.45297E+01 -0.45918E+01 -0.46561E+01 -0.47436E+01 -0.51040E+01 -0.51822E+01 -0.52478E+01 -0.53056E+01 -0.53631E+01 -0.54213E+01 -0.65603E+01 -0.66083E+01 -0.66605E+01 -0.67143E+01 -0.67503E+01 -0.68085E+01 -0.74004E+01
  0.27300E+03 -0.21258E+01  0.96656E-01 -0.26589E-01 -0.21491E+01 -0.22378E+01 -0.23017E+01 -0.23872E+01 -0.24451E+01 -0.24915E+01 -0.25489E+01 -0.25839E+01 -0.26323E+01 -0.26782E+01 -0.27315E+01 -0.27775E+01 -0.28274E+01 -0.28812E+01 -0.29548E+01 -0.43871E+01 -0.44683E+01 -0.45306E+01 -0.45913E+01 -0.46571E+01 -0.47494E+01 -0.51028E+01 -0.51881E+01 -0.52557E+01 -0.53051E+01 -0.53621E+01 -0.54144E+01 -0.65598E+01 -0.66085E+01 -0.66598E+01 -0.67165E+01 -0.67513E+01 -0.68091E+01 -0.74010E+01
  0.27400E+03 -0.21401E+01  0.91903E-01 -0.32032E-01 -0.21497E+01 -0.22401E+01 -0.23057E+01 -0.23825E+01 -0.24403E+01 -0.25018E+01 -0.25544E+01 -0.25966E+01 -0.26345E+01 -0.26904E+01 -0.27316E+01 -0.27795E+01 -0.28327E+01 -0.28817E+01 -0.29570E+01 -0.43871E+01 -0.44663E+01 -0.45317E+01 -0.45910E+01 -0.46624E+01 -0.47510E+01 -0.51027E+01 -0.51955E+01 -0.52588E+01 -0.53066E+01 -0.53585E+01 -0.54117E+01 -0.65592E+01 -0.66087E+01 -0.66589E+01 -0.67190E+01 -0.67515E+01 -0.68110E+01 -0.74018E+01
  0.27500E+03 -0.21486E+01  0.85524E-01 -0.37571E-01 -0.21539E+01 -0.22413E+01 -0.23082E+01 -0.23821E+01 -0.24401E+01 -0.25116E+01 -0.25599E+01 -0.26031E+01 -0.26401E+01 -0.26990E+01 -0.27309E+01 -0.27843E+01 -0.28369E+01 -0.28860E+01 -0.29631E+01 -0.43903E+01 -0.44642E+01 -0.45321E+01 -0.45942E+01 -0.46673E+01 -0.47490E+01 -0.51055E+01 -0.52029E+01 -0.52561E+01 -0.53060E+01 -0.53573E+01 -0.54125E+01 -0.65586E+01 -0.66090E+01 -0.66586E+01 -0.67191E+01 -0.67533E+01 -0.68135E+01 -0.74026E+01
  0.27600E+03 -0.21596E+01  0.76984E-01 -0.43035E-01 -0.21611E+01 -0.22447E+01 -0.23150E+01 -0.23850E+01 -0.24488E+01 -0.25144E+01 -0.25590E+01 -0.26124E+01 -0.26469E+01 -0.26967E+01 -0.27376E+01 -0.27863E+01 -0.28402E+01 -0.28930E+01 -0.29734E+01 -0.43917E+01 -0.44639E+01 -0.45333E+01 -0.46052E+01 -0.46676E+01 -0.47445E+01 -0.51118E+01 -0.52038E+01 -0.52502E+01 -0.53044E+01 -0.53589E+01 -0.54185E+01 -0.65575E+01 -0.66101E+01 -0.66582E+01 -0.67173E+01 -0.67566E+01 -0.68164E+01 -0.74035E+01
  0.27700E+03 -0.21638E+01  0.66845E-01 -0.47443E-01 -0.21714E+01 -0.22544E+01 -0.23213E+01 -0.23904E+01 -0.24597E+01 -0.25128E+01 -0.25655E+01 -0.26114E+01 -0.26503E+01 -0.26954E+01 -0.27428E+01 -0.27874E+01 -0.28404E+01 -0.29044E+01 -0.29819E+01 -0.43948E+01 -0.44662E+01 -0.45355E+01 -0.46110E+01 -0.46721E+01 -0.47360E+01 -0.51172E+01 -0.51946E+01 -0.52509E+01 -0.53055E+01 -0.53591E+01 -0.54270E+01 -0.65559E+01 -0.66110E+01 -0.66588E+01 -0.67152E+01 -0.67583E+01 -0.68201E+01 -0.74043E+01
  0.27800E+03 -0.21523E+01  0.57139E-01 -0.51748E-01 -0.21860E+01 -0.22649E+01 -0.23280E+01 -0.23966E+01 -0.24656E+01 -0.25146E+01 -0.25695E+01 -0.26085E+01 -0.26507E+01 -0.27002E+01 -0.27419E+01 -0.27899E+01 -0.28382E+01 -0.29191E+01 -0.29854E+01 -0.44004E+01 -0.44708E+01 -0.45323E+01 -0.46119E+01 -0.46770E+01 -0.47331E+01 -0.51186E+01 -0.51901E+01 -0.52498E+01 -0.53063E+01 -0.53601E+01 -0.54351E+01 -0.65546E+01 -0.66106E+01 -0.66592E+01 -0.67149E+01 -0.67585E+01 -0.68239E+01 -0.74049E+01
  0.27900E+03 -0.21549E+01  0.48422E-01 -0.55474E-01 -0.21980E+01 -0.22741E+01 -0.23402E+01 -0.24005E+01 -0.24671E+01 -0.25155E+01 -0.25671E+01 -0.26101E+01 -0.26587E+01 -0.27012E+01 -0.27407E+01 -0.27920E+01 -0.28437E+01 -0.29243E+01 -0.29854E+01 -0.44078E+01 -0.44747E+01 -0.45320E+01 -0.46092E+01 -0.46749E+01 -0.47369E+01 -0.51178E+01 -0.51873E+01 -0.52493E+01 -0.53076E+01 -0.53605E+01 -0.54415E+01 -0.65531E+01 -0.66097E+01 -0.66596E+01 -0.67153E+01 -0.67584E+01 -0.68273E+01 -0.74052E+01
  0.28000E+03 -0.21616E+01  0.43985E-01 -0.60386E-01 -0.22046E+01 -0.22801E+01 -0.23504E+01 -0.24038E+01 -0.24643E+01 -0.25176E+01 -0.25679E+01 -0.26153E+01 -0.26604E+01 -0.27034E+01 -0.27443E+01 -0.27951E+01 -0.28488E+01 -0.29221E+01 -0.29841E+01 -0.44113E+01 -0.44785E+01 -0.45370E+01 -0.46032E+01 -0.46723E+01 -0.47420E+01 -0.51151E+01 -0.51863E+01 -0.52504E+01 -0.53086E+01 -0.53603E+01 -0.54459E+01 -0.65515E+01 -0.66094E+01 -0.66600E+01 -0.67143E+01 -0.67597E+01 -0.68289E+01 -0.74053E+01
  0.28100E+03 -0.21683E+01  0.43170E-01 -0.65374E-01 -0.22024E+01 -0.22847E+01 -0.23549E+01 -0.24050E+01 -0.24671E+01 -0.25180E+01 -0.25695E+01 -0.26154E+01 -0.26660E+01 -0.27058E+01 -0.27520E+01 -0.27988E+01 -0.28481E+01 -0.29186E+01 -0.29830E+01 -0.44126E+01 -0.44787E+01 -0.45428E+01 -0.46035E+01 -0.46668E+01 -0.47468E+01 -0.51131E+01 -0.51874E+01 -0.52473E+01 -0.53122E+01 -0.53610E+01 -0.54476E+01 -0.65508E+01 -0.66086E+01 -0.66619E+01 -0.67108E+01 -0.67617E+01 -0.68295E+01 -0.74053E+01
  0.28200E+03 -0.21661E+01  0.44383E-01 -0.69093E-01 -0.21990E+01 -0.22854E+01 -0.23532E+01 -0.24032E+01 -0.24731E+01 -0.25160E+01 -0.25706E+01 -0.26157E+01 -0.26725E+01 -0.27119E+01 -0.27549E+01 -0.28005E+01 -0.28527E+01 -0.29122E+01 -0.29808E+01 -0.44147E+01 -0.44770E+01 -0.45445E+01 -0.46086E+01 -0.46619E+01 -0.47489E+01 -0.51133E+01 -0.51859E+01 -0.52464E+01 -0.53120E+01 -0.53645E+01 -0.54485E+01 -0.65514E+01 -0.66076E+01 -0.66628E+01 -0.67078E+01 -0.67634E+01 -0.68296E+01 -0.74052E+01
  0.28300E+03 -0.21461E+01  0.46994E-01 -0.69768E-01 -0.21976E+01 -0.22821E+01 -0.23464E+01 -0.24013E+01 -0.24690E+01 -0.25168E+01 -0.25680E+01 -0.26172E+01 -0.26743E+01 -0.27176E+01 -0.27572E+01 -0.28056E+01 -0.28554E+01 -0.29048E+01 -0.29802E+01 -0.44134E+01 -0.44784E+01 -0.45448E+01 -0.46083E+01 -0.46611E+01 -0.47502E+01 -0.51145E+01 -0.51847E+01 -0.52482E+01 -0.53061E+01 -0.53682E+01 -0.54498E+01 -0.65529E+01 -0.66073E+01 -0.66621E+01 -0.67047E+01 -0.67658E+01 -0.68286E+01 -0.74050E+01
  0.28400E+03 -0.21408E+01  0.50062E-01 -0.67343E-01 -0.21973E+01 -0.22767E+01 -0.23411E+01 -0.23950E+01 -0.24623E+01 -0.25178E+01 -0.25664E+01 -0.26134E+01 -0.26737E+01 -0.27150E+01 -0.27631E+01 -0.28069E+01 -0.28559E+01 -0.28999E+01 -0.29843E+01 -0.44095E+01 -0.44784E+01 -0.45448E+01 -0.46055E+01 -0.46639E+01 -0.47513E+01 -0.51190E+01 -0.51817E+01 -0.52506E+01 -0.52998E+01 -0.53706E+01 -0.54496E+01 -0.65545E+01 -0.66083E+01 -0.66601E+01 -0.67021E+01 -0.67672E+01 -0.68275E+01 -0.74049E+01
  0.28500E+03 -0.21374E+01  0.54050E-01 -0.62226E-01 -0.21954E+01 -0.22709E+01 -0.23340E+01 -0.23894E+01 -0.24612E+01 -0.25129E+01 -0.25632E+01 -0.26104E+01 -0.26675E+01 -0.27098E+01 -0.27575E+01 -0.28050E+01 -0.28558E+01 -0.29036E+01 -0.29895E+01 -0.44029E+01 -0.44783E+01 -0.45445E+01 -0.46065E+01 -0.46632E+01 -0.47510E+01 -0.51220E+01 -0.51818E+01 -0.52495E+01 -0.52966E+01 -0.53723E+01 -0.54474E+01 -0.65558E+01 -0.66091E+01 -0.66586E+01 -0.67006E+01 -0.67676E+01 -0.68255E+01 -0.74046E+01
  0.28600E+03 -0.21355E+01  0.59391E-01 -0.56703E-01 -0.21894E+01 -0.22676E+01 -0.23277E+01 -0.23892E+01 -0.24598E+01 -0.25082E+01 -0.25586E+01 -0.26103E+01 -0.26539E+01 -0.27061E+01 -0.27453E+01 -0.28007E+01 -0.28551E+01 -0.29103E+01 -0.29918E+01 -0.43967E+01 -0.44789E+01 -0.45435E+01 -0.46076E+01 -0.46607E+01 -0.47486E+01 -0.51231E+01 -0.51874E+01 -0.52449E+01 -0.52959E+01 -0.53708E+01 -0.54448E+01 -0.65561E+01 -0.66101E+01 -0.66584E+01 -0.66993E+01 -0.67673E+01 -0.68235E+01 -0.74044E+01
  0.28700E+03 -0.21325E+01  0.66232E-01 -0.51953E-01 -0.21771E+01 -0.22716E+01 -0.23211E+01 -0.23891E+01 -0.24592E+01 -0.25050E+01 -0.25603E+01 -0.26058E+01 -0.26401E+01 -0.26964E+01 -0.27381E+01 -0.28012E+01 -0.28480E+01 -0.29153E+01 -0.29874E+01 -0.43934E+01 -0.44775E+01 -0.45420E+01 -0.46038E+01 -0.46616E+01 -0.47445E+01 -0.51259E+01 -0.51901E+01 -0.52409E+01 -0.52974E+01 -0.53663E+01 -0.54423E+01 -0.65553E+01 -0.66114E+01 -0.66587E+01 -0.66992E+01 -0.67659E+01 -0.68215E+01 -0.74041E+01
