Averager of naver=      20 pes(ifre,isnap),ifre=0,nfre)
        time    active_pes       pes(1)       pes(2)       pes(3)       pes(4)       pes(5)       pes(6)       pes(7)       pes(8)       pes(9)      pes(10)      pes(11)      pes(12)      pes(13)      pes(14)      pes(15)      pes(16)      pes(17)      pes(18)      pes(19)      pes(20)      pes(21)      pes(22)      pes(23)      pes(24)      pes(25)      pes(26)      pes(27)      pes(28)      pes(29)      pes(30)      pes(31)      pes(32)      pes(33)      pes(34)      pes(35)      pes(36)
           fs           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV
  0.12800E+03 -0.22057E+01  0.79674E-01 -0.26462E-01 -0.21583E+01 -0.22389E+01 -0.23069E+01 -0.23912E+01 -0.24526E+01 -0.25018E+01 -0.25544E+01 -0.25986E+01 -0.26367E+01 -0.26818E+01 -0.27259E+01 -0.27843E+01 -0.28267E+01 -0.28836E+01 -0.29527E+01 -0.44010E+01 -0.44697E+01 -0.45357E+01 -0.45887E+01 -0.46568E+01 -0.47293E+01 -0.51264E+01 -0.51940E+01 -0.52495E+01 -0.52969E+01 -0.53477E+01 -0.54224E+01 -0.65511E+01 -0.66122E+01 -0.66618E+01 -0.66998E+01 -0.67613E+01 -0.68159E+01 -0.74031E+01
  0.12900E+03 -0.22071E+01  0.73664E-01 -0.31613E-01 -0.21622E+01 -0.22449E+01 -0.23057E+01 -0.23926E+01 -0.24563E+01 -0.25027E+01 -0.25644E+01 -0.26016E+01 -0.26404E+01 -0.26853E+01 -0.27329E+01 -0.27907E+01 -0.28314E+01 -0.28882E+01 -0.29553E+01 -0.44007E+01 -0.44728E+01 -0.45356E+01 -0.45835E+01 -0.46616E+01 -0.47354E+01 -0.51280E+01 -0.51944E+01 -0.52458E+01 -0.53004E+01 -0.53506E+01 -0.54243E+01 -0.65530E+01 -0.66114E+01 -0.66621E+01 -0.67017E+01 -0.67613E+01 -0.68182E+01 -0.74036E+01
  0.13000E+03 -0.22123E+01  0.67019E-01 -0.36574E-01 -0.21657E+01 -0.22509E+01 -0.23098E+01 -0.23938E+01 -0.24557E+01 -0.25091E+01 -0.25641E+01 -0.26031E+01 -0.26482E+01 -0.26962E+01 -0.27434E+01 -0.27906E+01 -0.28359E+01 -0.28940E+01 -0.29581E+01 -0.43987E+01 -0.44764E+01 -0.45326E+01 -0.45863E+01 -0.46657E+01 -0.47397E+01 -0.51294E+01 -0.51925E+01 -0.52441E+01 -0.52976E+01 -0.53582E+01 -0.54268E+01 -0.65555E+01 -0.66090E+01 -0.66604E+01 -0.67066E+01 -0.67609E+01 -0.68214E+01 -0.74041E+01
  0.13100E+03 -0.22155E+01  0.60883E-01 -0.42459E-01 -0.21703E+01 -0.22569E+01 -0.23144E+01 -0.23973E+01 -0.24583E+01 -0.25097E+01 -0.25647E+01 -0.26109E+01 -0.26544E+01 -0.27020E+01 -0.27483E+01 -0.27941E+01 -0.28401E+01 -0.28996E+01 -0.29628E+01 -0.43992E+01 -0.44772E+01 -0.45283E+01 -0.45944E+01 -0.46678E+01 -0.47433E+01 -0.51274E+01 -0.51908E+01 -0.52452E+01 -0.52937E+01 -0.53621E+01 -0.54338E+01 -0.65582E+01 -0.66076E+01 -0.66582E+01 -0.67104E+01 -0.67614E+01 -0.68235E+01 -0.74045E+01
  0.13200E+03 -0.22174E+01  0.55719E-01 -0.48113E-01 -0.21707E+01 -0.22633E+01 -0.23242E+01 -0.23971E+01 -0.24650E+01 -0.25105E+01 -0.25639E+01 -0.26147E+01 -0.26622E+01 -0.26980E+01 -0.27505E+01 -0.28010E+01 -0.28452E+01 -0.29012E+01 -0.29718E+01 -0.43979E+01 -0.44769E+01 -0.45268E+01 -0.46032E+01 -0.46702E+01 -0.47453E+01 -0.51200E+01 -0.51934E+01 -0.52437E+01 -0.52955E+01 -0.53642E+01 -0.54407E+01 -0.65606E+01 -0.66069E+01 -0.66572E+01 -0.67099E+01 -0.67644E+01 -0.68251E+01 -0.74048E+01
  0.13300E+03 -0.22269E+01  0.51525E-01 -0.53769E-01 -0.21735E+01 -0.22680E+01 -0.23332E+01 -0.24019E+01 -0.24721E+01 -0.25097E+01 -0.25634E+01 -0.26166E+01 -0.26591E+01 -0.26995E+01 -0.27518E+01 -0.28065E+01 -0.28471E+01 -0.29027E+01 -0.29821E+01 -0.43990E+01 -0.44745E+01 -0.45296E+01 -0.46107E+01 -0.46709E+01 -0.47448E+01 -0.51104E+01 -0.51985E+01 -0.52409E+01 -0.53007E+01 -0.53647E+01 -0.54468E+01 -0.65619E+01 -0.66061E+01 -0.66581E+01 -0.67083E+01 -0.67664E+01 -0.68264E+01 -0.74049E+01
  0.13400E+03 -0.22322E+01  0.48017E-01 -0.58104E-01 -0.21784E+01 -0.22713E+01 -0.23388E+01 -0.24092E+01 -0.24727E+01 -0.25114E+01 -0.25604E+01 -0.26176E+01 -0.26628E+01 -0.26999E+01 -0.27492E+01 -0.28070E+01 -0.28490E+01 -0.29079E+01 -0.29865E+01 -0.44029E+01 -0.44722E+01 -0.45349E+01 -0.46134E+01 -0.46718E+01 -0.47421E+01 -0.51035E+01 -0.51987E+01 -0.52435E+01 -0.53041E+01 -0.53668E+01 -0.54495E+01 -0.65611E+01 -0.66061E+01 -0.66592E+01 -0.67078E+01 -0.67664E+01 -0.68271E+01 -0.74048E+01
  0.13500E+03 -0.22339E+01  0.44832E-01 -0.59975E-01 -0.21842E+01 -0.22694E+01 -0.23443E+01 -0.24124E+01 -0.24729E+01 -0.25133E+01 -0.25640E+01 -0.26115E+01 -0.26630E+01 -0.27036E+01 -0.27491E+01 -0.28065E+01 -0.28509E+01 -0.29113E+01 -0.29859E+01 -0.44032E+01 -0.44755E+01 -0.45399E+01 -0.46127E+01 -0.46744E+01 -0.47375E+01 -0.51018E+01 -0.51940E+01 -0.52493E+01 -0.53065E+01 -0.53680E+01 -0.54499E+01 -0.65586E+01 -0.66059E+01 -0.66595E+01 -0.67094E+01 -0.67653E+01 -0.68275E+01 -0.74046E+01
  0.13600E+03 -0.22310E+01  0.43318E-01 -0.60813E-01 -0.21861E+01 -0.22683E+01 -0.23484E+01 -0.24132E+01 -0.24729E+01 -0.25156E+01 -0.25671E+01 -0.26114E+01 -0.26600E+01 -0.27071E+01 -0.27498E+01 -0.28057E+01 -0.28484E+01 -0.29130E+01 -0.29824E+01 -0.44000E+01 -0.44812E+01 -0.45424E+01 -0.46170E+01 -0.46726E+01 -0.47344E+01 -0.51058E+01 -0.51904E+01 -0.52488E+01 -0.53121E+01 -0.53688E+01 -0.54457E+01 -0.65554E+01 -0.66048E+01 -0.66597E+01 -0.67116E+01 -0.67642E+01 -0.68274E+01 -0.74044E+01
  0.13700E+03 -0.22177E+01  0.43543E-01 -0.59673E-01 -0.21854E+01 -0.22670E+01 -0.23474E+01 -0.24126E+01 -0.24743E+01 -0.25217E+01 -0.25611E+01 -0.26173E+01 -0.26594E+01 -0.27075E+01 -0.27514E+01 -0.28030E+01 -0.28451E+01 -0.29066E+01 -0.29803E+01 -0.43993E+01 -0.44812E+01 -0.45493E+01 -0.46189E+01 -0.46677E+01 -0.47327E+01 -0.51134E+01 -0.51882E+01 -0.52498E+01 -0.53117E+01 -0.53714E+01 -0.54375E+01 -0.65520E+01 -0.66026E+01 -0.66603E+01 -0.67133E+01 -0.67638E+01 -0.68271E+01 -0.74042E+01
  0.13800E+03 -0.22141E+01  0.45412E-01 -0.56590E-01 -0.21857E+01 -0.22637E+01 -0.23417E+01 -0.24109E+01 -0.24761E+01 -0.25193E+01 -0.25626E+01 -0.26171E+01 -0.26617E+01 -0.27090E+01 -0.27493E+01 -0.27947E+01 -0.28416E+01 -0.29061E+01 -0.29775E+01 -0.44022E+01 -0.44804E+01 -0.45548E+01 -0.46104E+01 -0.46701E+01 -0.47295E+01 -0.51203E+01 -0.51884E+01 -0.52536E+01 -0.53079E+01 -0.53669E+01 -0.54325E+01 -0.65479E+01 -0.66008E+01 -0.66605E+01 -0.67142E+01 -0.67649E+01 -0.68266E+01 -0.74040E+01
  0.13900E+03 -0.22024E+01  0.48083E-01 -0.50611E-01 -0.21849E+01 -0.22613E+01 -0.23363E+01 -0.24085E+01 -0.24717E+01 -0.25122E+01 -0.25648E+01 -0.26185E+01 -0.26589E+01 -0.27049E+01 -0.27471E+01 -0.27859E+01 -0.28457E+01 -0.29071E+01 -0.29716E+01 -0.44045E+01 -0.44832E+01 -0.45524E+01 -0.46037E+01 -0.46739E+01 -0.47242E+01 -0.51249E+01 -0.51922E+01 -0.52532E+01 -0.53045E+01 -0.53630E+01 -0.54263E+01 -0.65447E+01 -0.65996E+01 -0.66597E+01 -0.67148E+01 -0.67667E+01 -0.68252E+01 -0.74039E+01
  0.14000E+03 -0.21970E+01  0.53273E-01 -0.43958E-01 -0.21776E+01 -0.22630E+01 -0.23313E+01 -0.24074E+01 -0.24622E+01 -0.25062E+01 -0.25646E+01 -0.26097E+01 -0.26585E+01 -0.27017E+01 -0.27437E+01 -0.27860E+01 -0.28468E+01 -0.29072E+01 -0.29650E+01 -0.44054E+01 -0.44856E+01 -0.45464E+01 -0.45989E+01 -0.46758E+01 -0.47194E+01 -0.51268E+01 -0.51962E+01 -0.52496E+01 -0.53029E+01 -0.53604E+01 -0.54200E+01 -0.65433E+01 -0.65991E+01 -0.66578E+01 -0.67165E+01 -0.67678E+01 -0.68233E+01 -0.74039E+01
  0.14100E+03 -0.21895E+01  0.59589E-01 -0.36946E-01 -0.21696E+01 -0.22616E+01 -0.23260E+01 -0.24008E+01 -0.24545E+01 -0.25061E+01 -0.25575E+01 -0.26072E+01 -0.26531E+01 -0.26999E+01 -0.27409E+01 -0.27914E+01 -0.28455E+01 -0.29020E+01 -0.29599E+01 -0.44066E+01 -0.44812E+01 -0.45462E+01 -0.45940E+01 -0.46711E+01 -0.47184E+01 -0.51285E+01 -0.51950E+01 -0.52470E+01 -0.53031E+01 -0.53552E+01 -0.54180E+01 -0.65427E+01 -0.66007E+01 -0.66562E+01 -0.67171E+01 -0.67681E+01 -0.68221E+01 -0.74041E+01
  0.14200E+03 -0.21713E+01  0.65340E-01 -0.28712E-01 -0.21620E+01 -0.22528E+01 -0.23245E+01 -0.23934E+01 -0.24487E+01 -0.25064E+01 -0.25548E+01 -0.26053E+01 -0.26483E+01 -0.26970E+01 -0.27405E+01 -0.27881E+01 -0.28420E+01 -0.28947E+01 -0.29577E+01 -0.44061E+01 -0.44782E+01 -0.45424E+01 -0.45935E+01 -0.46609E+01 -0.47207E+01 -0.51318E+01 -0.51855E+01 -0.52460E+01 -0.53045E+01 -0.53505E+01 -0.54194E+01 -0.65435E+01 -0.66031E+01 -0.66554E+01 -0.67162E+01 -0.67680E+01 -0.68212E+01 -0.74043E+01
  0.14300E+03 -0.21602E+01  0.71541E-01 -0.21111E-01 -0.21525E+01 -0.22425E+01 -0.23220E+01 -0.23861E+01 -0.24502E+01 -0.25026E+01 -0.25602E+01 -0.25966E+01 -0.26480E+01 -0.26941E+01 -0.27323E+01 -0.27882E+01 -0.28362E+01 -0.28851E+01 -0.29565E+01 -0.44019E+01 -0.44782E+01 -0.45406E+01 -0.45915E+01 -0.46522E+01 -0.47220E+01 -0.51274E+01 -0.51833E+01 -0.52424E+01 -0.53032E+01 -0.53479E+01 -0.54251E+01 -0.65455E+01 -0.66041E+01 -0.66561E+01 -0.67153E+01 -0.67670E+01 -0.68213E+01 -0.74045E+01
  0.14400E+03 -0.21499E+01  0.79137E-01 -0.15618E-01 -0.21441E+01 -0.22316E+01 -0.23124E+01 -0.23872E+01 -0.24471E+01 -0.25018E+01 -0.25525E+01 -0.25939E+01 -0.26458E+01 -0.26906E+01 -0.27302E+01 -0.27839E+01 -0.28348E+01 -0.28806E+01 -0.29507E+01 -0.43933E+01 -0.44796E+01 -0.45397E+01 -0.45895E+01 -0.46483E+01 -0.47227E+01 -0.51191E+01 -0.51853E+01 -0.52391E+01 -0.52986E+01 -0.53466E+01 -0.54336E+01 -0.65484E+01 -0.66045E+01 -0.66565E+01 -0.67150E+01 -0.67660E+01 -0.68212E+01 -0.74046E+01
  0.14500E+03 -0.21419E+01  0.85387E-01 -0.11247E-01 -0.21381E+01 -0.22235E+01 -0.23023E+01 -0.23843E+01 -0.24427E+01 -0.24963E+01 -0.25441E+01 -0.25904E+01 -0.26387E+01 -0.26938E+01 -0.27373E+01 -0.27788E+01 -0.28329E+01 -0.28798E+01 -0.29457E+01 -0.43863E+01 -0.44785E+01 -0.45364E+01 -0.45875E+01 -0.46544E+01 -0.47209E+01 -0.51111E+01 -0.51852E+01 -0.52417E+01 -0.52927E+01 -0.53483E+01 -0.54404E+01 -0.65520E+01 -0.66057E+01 -0.66572E+01 -0.67139E+01 -0.67651E+01 -0.68207E+01 -0.74045E+01
  0.14600E+03 -0.21434E+01  0.89350E-01 -0.75045E-02 -0.21353E+01 -0.22200E+01 -0.22979E+01 -0.23759E+01 -0.24353E+01 -0.24926E+01 -0.25363E+01 -0.25813E+01 -0.26389E+01 -0.26940E+01 -0.27411E+01 -0.27777E+01 -0.28351E+01 -0.28758E+01 -0.29436E+01 -0.43833E+01 -0.44727E+01 -0.45327E+01 -0.45874E+01 -0.46626E+01 -0.47200E+01 -0.51031E+01 -0.51876E+01 -0.52448E+01 -0.52895E+01 -0.53521E+01 -0.54423E+01 -0.65526E+01 -0.66094E+01 -0.66576E+01 -0.67143E+01 -0.67630E+01 -0.68200E+01 -0.74044E+01
  0.14700E+03 -0.21370E+01  0.90849E-01 -0.53444E-02 -0.21379E+01 -0.22184E+01 -0.22978E+01 -0.23694E+01 -0.24301E+01 -0.24804E+01 -0.25355E+01 -0.25831E+01 -0.26361E+01 -0.26924E+01 -0.27358E+01 -0.27819E+01 -0.28340E+01 -0.28768E+01 -0.29432E+01 -0.43848E+01 -0.44632E+01 -0.45296E+01 -0.45893E+01 -0.46651E+01 -0.47260E+01 -0.50985E+01 -0.51902E+01 -0.52451E+01 -0.52921E+01 -0.53570E+01 -0.54398E+01 -0.65514E+01 -0.66134E+01 -0.66585E+01 -0.67165E+01 -0.67596E+01 -0.68189E+01 -0.74041E+01
  0.14800E+03 -0.21279E+01  0.91178E-01 -0.48203E-02 -0.21461E+01 -0.22147E+01 -0.23015E+01 -0.23690E+01 -0.24256E+01 -0.24749E+01 -0.25274E+01 -0.25887E+01 -0.26370E+01 -0.26898E+01 -0.27306E+01 -0.27786E+01 -0.28335E+01 -0.28770E+01 -0.29463E+01 -0.43877E+01 -0.44571E+01 -0.45249E+01 -0.45940E+01 -0.46593E+01 -0.47373E+01 -0.50973E+01 -0.51941E+01 -0.52452E+01 -0.52950E+01 -0.53583E+01 -0.54373E+01 -0.65502E+01 -0.66158E+01 -0.66597E+01 -0.67183E+01 -0.67569E+01 -0.68173E+01 -0.74037E+01
  0.14900E+03 -0.21322E+01  0.90127E-01 -0.67022E-02 -0.21527E+01 -0.22236E+01 -0.23016E+01 -0.23700E+01 -0.24261E+01 -0.24768E+01 -0.25262E+01 -0.25887E+01 -0.26359E+01 -0.26816E+01 -0.27323E+01 -0.27741E+01 -0.28342E+01 -0.28768E+01 -0.29512E+01 -0.43940E+01 -0.44511E+01 -0.45271E+01 -0.45943E+01 -0.46524E+01 -0.47468E+01 -0.50996E+01 -0.51952E+01 -0.52477E+01 -0.52959E+01 -0.53545E+01 -0.54381E+01 -0.65497E+01 -0.66158E+01 -0.66610E+01 -0.67192E+01 -0.67549E+01 -0.68158E+01 -0.74032E+01
  0.15000E+03 -0.21418E+01  0.86840E-01 -0.10362E-01 -0.21630E+01 -0.22387E+01 -0.23013E+01 -0.23741E+01 -0.24286E+01 -0.24795E+01 -0.25294E+01 -0.25892E+01 -0.26340E+01 -0.26786E+01 -0.27272E+01 -0.27751E+01 -0.28331E+01 -0.28816E+01 -0.29541E+01 -0.43991E+01 -0.44521E+01 -0.45318E+01 -0.45875E+01 -0.46528E+01 -0.47505E+01 -0.51043E+01 -0.51961E+01 -0.52482E+01 -0.52940E+01 -0.53539E+01 -0.54367E+01 -0.65493E+01 -0.66150E+01 -0.66615E+01 -0.67175E+01 -0.67565E+01 -0.68130E+01 -0.74026E+01
  0.15100E+03 -0.21424E+01  0.81179E-01 -0.14578E-01 -0.21733E+01 -0.22509E+01 -0.23091E+01 -0.23790E+01 -0.24360E+01 -0.24824E+01 -0.25325E+01 -0.25905E+01 -0.26337E+01 -0.26839E+01 -0.27234E+01 -0.27720E+01 -0.28308E+01 -0.28852E+01 -0.29572E+01 -0.44018E+01 -0.44617E+01 -0.45310E+01 -0.45840E+01 -0.46554E+01 -0.47478E+01 -0.51126E+01 -0.51956E+01 -0.52461E+01 -0.52932E+01 -0.53529E+01 -0.54329E+01 -0.65485E+01 -0.66139E+01 -0.66615E+01 -0.67166E+01 -0.67577E+01 -0.68097E+01 -0.74019E+01
  0.15200E+03 -0.21517E+01  0.73717E-01 -0.19878E-01 -0.21851E+01 -0.22608E+01 -0.23161E+01 -0.23898E+01 -0.24426E+01 -0.24903E+01 -0.25394E+01 -0.25903E+01 -0.26393E+01 -0.26841E+01 -0.27261E+01 -0.27721E+01 -0.28226E+01 -0.28874E+01 -0.29613E+01 -0.44050E+01 -0.44723E+01 -0.45283E+01 -0.45861E+01 -0.46548E+01 -0.47424E+01 -0.51221E+01 -0.51910E+01 -0.52499E+01 -0.52928E+01 -0.53518E+01 -0.54255E+01 -0.65489E+01 -0.66106E+01 -0.66625E+01 -0.67164E+01 -0.67580E+01 -0.68070E+01 -0.74013E+01
  0.15300E+03 -0.21605E+01  0.65861E-01 -0.26351E-01 -0.21966E+01 -0.22700E+01 -0.23200E+01 -0.24035E+01 -0.24471E+01 -0.25032E+01 -0.25462E+01 -0.25993E+01 -0.26432E+01 -0.26836E+01 -0.27242E+01 -0.27730E+01 -0.28191E+01 -0.28865E+01 -0.29654E+01 -0.44109E+01 -0.44765E+01 -0.45280E+01 -0.45933E+01 -0.46499E+01 -0.47374E+01 -0.51289E+01 -0.51898E+01 -0.52523E+01 -0.52944E+01 -0.53485E+01 -0.54186E+01 -0.65504E+01 -0.66066E+01 -0.66638E+01 -0.67165E+01 -0.67562E+01 -0.68063E+01 -0.74010E+01
  0.15400E+03 -0.21684E+01  0.58486E-01 -0.33845E-01 -0.22023E+01 -0.22780E+01 -0.23268E+01 -0.24121E+01 -0.24586E+01 -0.25122E+01 -0.25575E+01 -0.26077E+01 -0.26447E+01 -0.26865E+01 -0.27245E+01 -0.27716E+01 -0.28203E+01 -0.28878E+01 -0.29641E+01 -0.44155E+01 -0.44799E+01 -0.45302E+01 -0.45923E+01 -0.46522E+01 -0.47334E+01 -0.51316E+01 -0.51904E+01 -0.52528E+01 -0.52953E+01 -0.53482E+01 -0.54144E+01 -0.65524E+01 -0.66032E+01 -0.66651E+01 -0.67162E+01 -0.67531E+01 -0.68082E+01 -0.74008E+01
  0.15500E+03 -0.21753E+01  0.52393E-01 -0.41588E-01 -0.22041E+01 -0.22795E+01 -0.23368E+01 -0.24135E+01 -0.24722E+01 -0.25175E+01 -0.25651E+01 -0.26095E+01 -0.26448E+01 -0.26915E+01 -0.27343E+01 -0.27745E+01 -0.28245E+01 -0.28914E+01 -0.29600E+01 -0.44166E+01 -0.44863E+01 -0.45325E+01 -0.45876E+01 -0.46555E+01 -0.47333E+01 -0.51274E+01 -0.51930E+01 -0.52505E+01 -0.52995E+01 -0.53498E+01 -0.54145E+01 -0.65539E+01 -0.66011E+01 -0.66666E+01 -0.67141E+01 -0.67523E+01 -0.68118E+01 -0.74011E+01
  0.15600E+03 -0.21752E+01  0.46926E-01 -0.48692E-01 -0.22043E+01 -0.22807E+01 -0.23384E+01 -0.24157E+01 -0.24779E+01 -0.25208E+01 -0.25639E+01 -0.26086E+01 -0.26535E+01 -0.26963E+01 -0.27378E+01 -0.27904E+01 -0.28348E+01 -0.28939E+01 -0.29593E+01 -0.44151E+01 -0.44892E+01 -0.45374E+01 -0.45847E+01 -0.46585E+01 -0.47368E+01 -0.51208E+01 -0.51921E+01 -0.52515E+01 -0.53038E+01 -0.53532E+01 -0.54188E+01 -0.65540E+01 -0.66011E+01 -0.66664E+01 -0.67127E+01 -0.67541E+01 -0.68160E+01 -0.74017E+01
  0.15700E+03 -0.21750E+01  0.43009E-01 -0.53203E-01 -0.22024E+01 -0.22821E+01 -0.23347E+01 -0.24156E+01 -0.24686E+01 -0.25238E+01 -0.25613E+01 -0.26089E+01 -0.26613E+01 -0.27034E+01 -0.27469E+01 -0.27948E+01 -0.28474E+01 -0.28991E+01 -0.29626E+01 -0.44114E+01 -0.44873E+01 -0.45414E+01 -0.45858E+01 -0.46620E+01 -0.47427E+01 -0.51130E+01 -0.51894E+01 -0.52517E+01 -0.53088E+01 -0.53591E+01 -0.54251E+01 -0.65535E+01 -0.66011E+01 -0.66654E+01 -0.67142E+01 -0.67565E+01 -0.68205E+01 -0.74027E+01
  0.15800E+03 -0.21755E+01  0.41261E-01 -0.55926E-01 -0.21995E+01 -0.22777E+01 -0.23346E+01 -0.24114E+01 -0.24583E+01 -0.25214E+01 -0.25585E+01 -0.26146E+01 -0.26643E+01 -0.27030E+01 -0.27623E+01 -0.27997E+01 -0.28507E+01 -0.29043E+01 -0.29711E+01 -0.44075E+01 -0.44817E+01 -0.45422E+01 -0.45923E+01 -0.46663E+01 -0.47477E+01 -0.51067E+01 -0.51882E+01 -0.52514E+01 -0.53089E+01 -0.53671E+01 -0.54336E+01 -0.65529E+01 -0.66012E+01 -0.66656E+01 -0.67155E+01 -0.67594E+01 -0.68247E+01 -0.74039E+01
  0.15900E+03 -0.21740E+01  0.41922E-01 -0.57122E-01 -0.21940E+01 -0.22726E+01 -0.23366E+01 -0.24023E+01 -0.24559E+01 -0.25141E+01 -0.25592E+01 -0.26170E+01 -0.26624E+01 -0.27067E+01 -0.27663E+01 -0.28064E+01 -0.28519E+01 -0.29066E+01 -0.29823E+01 -0.44043E+01 -0.44764E+01 -0.45406E+01 -0.45993E+01 -0.46679E+01 -0.47529E+01 -0.51025E+01 -0.51871E+01 -0.52513E+01 -0.53089E+01 -0.53701E+01 -0.54441E+01 -0.65515E+01 -0.66018E+01 -0.66662E+01 -0.67146E+01 -0.67645E+01 -0.68285E+01 -0.74052E+01
  0.16000E+03 -0.21708E+01  0.44165E-01 -0.56797E-01 -0.21857E+01 -0.22707E+01 -0.23361E+01 -0.24009E+01 -0.24542E+01 -0.25052E+01 -0.25630E+01 -0.26131E+01 -0.26620E+01 -0.27083E+01 -0.27613E+01 -0.28090E+01 -0.28515E+01 -0.29115E+01 -0.29923E+01 -0.44017E+01 -0.44727E+01 -0.45386E+01 -0.46035E+01 -0.46704E+01 -0.47544E+01 -0.51019E+01 -0.51856E+01 -0.52513E+01 -0.53077E+01 -0.53701E+01 -0.54535E+01 -0.65502E+01 -0.66027E+01 -0.66655E+01 -0.67142E+01 -0.67696E+01 -0.68311E+01 -0.74064E+01
  0.16100E+03 -0.21719E+01  0.47441E-01 -0.55357E-01 -0.21748E+01 -0.22734E+01 -0.23359E+01 -0.24023E+01 -0.24555E+01 -0.25039E+01 -0.25599E+01 -0.26113E+01 -0.26581E+01 -0.27070E+01 -0.27570E+01 -0.28059E+01 -0.28511E+01 -0.29167E+01 -0.29945E+01 -0.43961E+01 -0.44723E+01 -0.45394E+01 -0.46022E+01 -0.46725E+01 -0.47542E+01 -0.51033E+01 -0.51846E+01 -0.52494E+01 -0.53073E+01 -0.53693E+01 -0.54589E+01 -0.65487E+01 -0.66037E+01 -0.66652E+01 -0.67135E+01 -0.67729E+01 -0.68331E+01 -0.74073E+01
  0.16200E+03 -0.21726E+01  0.51444E-01 -0.53138E-01 -0.21686E+01 -0.22714E+01 -0.23395E+01 -0.24030E+01 -0.24597E+01 -0.25055E+01 -0.25583E+01 -0.26132E+01 -0.26509E+01 -0.27031E+01 -0.27531E+01 -0.27999E+01 -0.28538E+01 -0.29162E+01 -0.29870E+01 -0.43899E+01 -0.44731E+01 -0.45387E+01 -0.46034E+01 -0.46730E+01 -0.47503E+01 -0.51038E+01 -0.51869E+01 -0.52447E+01 -0.53069E+01 -0.53682E+01 -0.54601E+01 -0.65469E+01 -0.66048E+01 -0.66660E+01 -0.67119E+01 -0.67734E+01 -0.68343E+01 -0.74077E+01
  0.16300E+03 -0.21621E+01  0.57570E-01 -0.51830E-01 -0.21650E+01 -0.22681E+01 -0.23453E+01 -0.24013E+01 -0.24635E+01 -0.25128E+01 -0.25561E+01 -0.26164E+01 -0.26463E+01 -0.26979E+01 -0.27480E+01 -0.27987E+01 -0.28466E+01 -0.29115E+01 -0.29745E+01 -0.43866E+01 -0.44716E+01 -0.45374E+01 -0.46053E+01 -0.46706E+01 -0.47461E+01 -0.51068E+01 -0.51877E+01 -0.52433E+01 -0.53010E+01 -0.53676E+01 -0.54566E+01 -0.65456E+01 -0.66048E+01 -0.66668E+01 -0.67112E+01 -0.67720E+01 -0.68334E+01 -0.74078E+01
  0.16400E+03 -0.21570E+01  0.62845E-01 -0.49217E-01 -0.21647E+01 -0.22644E+01 -0.23473E+01 -0.24098E+01 -0.24653E+01 -0.25099E+01 -0.25612E+01 -0.26137E+01 -0.26500E+01 -0.26950E+01 -0.27395E+01 -0.27954E+01 -0.28373E+01 -0.29009E+01 -0.29603E+01 -0.43851E+01 -0.44689E+01 -0.45402E+01 -0.46048E+01 -0.46654E+01 -0.47407E+01 -0.51120E+01 -0.51848E+01 -0.52455E+01 -0.52947E+01 -0.53651E+01 -0.54502E+01 -0.65444E+01 -0.66049E+01 -0.66680E+01 -0.67103E+01 -0.67696E+01 -0.68306E+01 -0.74074E+01
  0.16500E+03 -0.21510E+01  0.67862E-01 -0.44669E-01 -0.21660E+01 -0.22630E+01 -0.23482E+01 -0.24090E+01 -0.24647E+01 -0.25128E+01 -0.25684E+01 -0.26135E+01 -0.26481E+01 -0.26880E+01 -0.27344E+01 -0.27832E+01 -0.28306E+01 -0.28887E+01 -0.29463E+01 -0.43856E+01 -0.44672E+01 -0.45422E+01 -0.46010E+01 -0.46617E+01 -0.47346E+01 -0.51151E+01 -0.51838E+01 -0.52452E+01 -0.52929E+01 -0.53621E+01 -0.54405E+01 -0.65436E+01 -0.66056E+01 -0.66671E+01 -0.67090E+01 -0.67681E+01 -0.68263E+01 -0.74067E+01
  0.16600E+03 -0.21388E+01  0.72106E-01 -0.39502E-01 -0.21680E+01 -0.22650E+01 -0.23394E+01 -0.24043E+01 -0.24657E+01 -0.25190E+01 -0.25723E+01 -0.26102E+01 -0.26419E+01 -0.26799E+01 -0.27255E+01 -0.27724E+01 -0.28293E+01 -0.28812E+01 -0.29368E+01 -0.43862E+01 -0.44689E+01 -0.45381E+01 -0.45966E+01 -0.46624E+01 -0.47299E+01 -0.51136E+01 -0.51860E+01 -0.52423E+01 -0.52973E+01 -0.53596E+01 -0.54292E+01 -0.65436E+01 -0.66068E+01 -0.66645E+01 -0.67078E+01 -0.67670E+01 -0.68220E+01 -0.74058E+01
