One trajecotry PES of iaver=       1 pes_one(ifre,isnap),ifre=0,nfre)
        time    active_pes pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre) pesone(ifre)
           fs           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV           eV
  0.00000E+00  0.21204E+01 -0.10121E+00 -0.39428E-01  0.14405E+01  0.15959E+01  0.16074E+01  0.21204E+01  0.21432E+01  0.22318E+01  0.23426E+01  0.23800E+01  0.24259E+01  0.25148E+01  0.25616E+01  0.26773E+01  0.27021E+01  0.27376E+01  0.28358E+01  0.47411E+01  0.47957E+01  0.49140E+01  0.49414E+01  0.50060E+01  0.50603E+01  0.61030E+01  0.62752E+01  0.62785E+01  0.64692E+01  0.65115E+01  0.65339E+01  0.91899E+01  0.92578E+01  0.92648E+01  0.93900E+01  0.94476E+01  0.95446E+01  0.11418E+02
  0.10000E+01  0.21213E+01 -0.12133E+00 -0.57317E-01  0.14168E+01  0.15579E+01  0.15825E+01  0.21213E+01  0.21330E+01  0.22380E+01  0.22838E+01  0.23698E+01  0.24251E+01  0.24610E+01  0.25250E+01  0.25904E+01  0.26765E+01  0.26870E+01  0.27990E+01  0.47101E+01  0.47319E+01  0.48958E+01  0.49122E+01  0.49665E+01  0.50825E+01  0.60856E+01  0.62619E+01  0.62964E+01  0.64378E+01  0.64773E+01  0.64973E+01  0.91900E+01  0.92389E+01  0.92529E+01  0.93739E+01  0.94497E+01  0.95129E+01  0.11417E+02
  0.20000E+01  0.21106E+01 -0.13765E+00 -0.77249E-01  0.14043E+01  0.15233E+01  0.15602E+01  0.21106E+01  0.21373E+01  0.22402E+01  0.22813E+01  0.23550E+01  0.23928E+01  0.24477E+01  0.24799E+01  0.25297E+01  0.26221E+01  0.26769E+01  0.27555E+01  0.46449E+01  0.47201E+01  0.48543E+01  0.48835E+01  0.49557E+01  0.51074E+01  0.60857E+01  0.62518E+01  0.63289E+01  0.63926E+01  0.64212E+01  0.64877E+01  0.91822E+01  0.92192E+01  0.92498E+01  0.93629E+01  0.94503E+01  0.94871E+01  0.11416E+02
  0.30000E+01  0.20822E+01 -0.15294E+00 -0.99457E-01  0.13998E+01  0.14939E+01  0.15318E+01  0.20822E+01  0.21240E+01  0.22550E+01  0.22801E+01  0.23303E+01  0.23999E+01  0.24134E+01  0.24584E+01  0.25266E+01  0.25538E+01  0.26856E+01  0.27076E+01  0.45881E+01  0.47236E+01  0.47941E+01  0.48756E+01  0.49559E+01  0.51300E+01  0.60981E+01  0.62405E+01  0.63444E+01  0.63649E+01  0.63796E+01  0.64759E+01  0.91711E+01  0.92000E+01  0.92530E+01  0.93552E+01  0.94410E+01  0.94769E+01  0.11415E+02
  0.40000E+01  0.20591E+01 -0.16383E+00 -0.12040E+00  0.14095E+01  0.14680E+01  0.15025E+01  0.20591E+01  0.20926E+01  0.22240E+01  0.22867E+01  0.23433E+01  0.23885E+01  0.24192E+01  0.24786E+01  0.24984E+01  0.25504E+01  0.26595E+01  0.26972E+01  0.45547E+01  0.47329E+01  0.47577E+01  0.48751E+01  0.49555E+01  0.51408E+01  0.61254E+01  0.62266E+01  0.62972E+01  0.63594E+01  0.63980E+01  0.64636E+01  0.91621E+01  0.91826E+01  0.92611E+01  0.93495E+01  0.94290E+01  0.94788E+01  0.11415E+02
  0.50000E+01  0.20288E+01 -0.16899E+00 -0.13678E+00  0.14311E+01  0.14435E+01  0.14812E+01  0.20288E+01  0.20622E+01  0.22135E+01  0.22736E+01  0.23326E+01  0.23835E+01  0.24229E+01  0.24897E+01  0.25208E+01  0.25838E+01  0.26592E+01  0.26966E+01  0.45448E+01  0.47177E+01  0.47720E+01  0.48837E+01  0.49587E+01  0.51410E+01  0.61655E+01  0.62174E+01  0.62557E+01  0.63544E+01  0.64149E+01  0.64627E+01  0.91560E+01  0.91725E+01  0.92704E+01  0.93435E+01  0.94281E+01  0.94822E+01  0.11414E+02
  0.60000E+01  0.22455E+01 -0.16716E+00 -0.14651E+00  0.14203E+01  0.14639E+01  0.14722E+01  0.19837E+01  0.20824E+01  0.21908E+01  0.22455E+01  0.23473E+01  0.23823E+01  0.24012E+01  0.24742E+01  0.25869E+01  0.26284E+01  0.26828E+01  0.27157E+01  0.45593E+01  0.47122E+01  0.48039E+01  0.48946E+01  0.49680E+01  0.51321E+01  0.62041E+01  0.62138E+01  0.62309E+01  0.63554E+01  0.64137E+01  0.64835E+01  0.91474E+01  0.91766E+01  0.92782E+01  0.93400E+01  0.94389E+01  0.94859E+01  0.11414E+02
  0.70000E+01  0.22124E+01 -0.15590E+00 -0.14532E+00  0.14089E+01  0.14747E+01  0.15053E+01  0.19659E+01  0.21132E+01  0.21854E+01  0.22124E+01  0.23609E+01  0.23733E+01  0.24264E+01  0.24745E+01  0.26245E+01  0.26694E+01  0.27096E+01  0.27571E+01  0.45982E+01  0.47243E+01  0.48394E+01  0.49005E+01  0.49860E+01  0.51169E+01  0.61949E+01  0.62225E+01  0.62698E+01  0.63579E+01  0.64091E+01  0.65073E+01  0.91397E+01  0.91900E+01  0.92818E+01  0.93429E+01  0.94596E+01  0.94913E+01  0.11415E+02
  0.80000E+01  0.22354E+01 -0.13501E+00 -0.13222E+00  0.14162E+01  0.14892E+01  0.15543E+01  0.19804E+01  0.21389E+01  0.21669E+01  0.22354E+01  0.23707E+01  0.23832E+01  0.24620E+01  0.25118E+01  0.26257E+01  0.26777E+01  0.27650E+01  0.27900E+01  0.46606E+01  0.47524E+01  0.48711E+01  0.49038E+01  0.50096E+01  0.50894E+01  0.61846E+01  0.62388E+01  0.63227E+01  0.63615E+01  0.64058E+01  0.65256E+01  0.91366E+01  0.92079E+01  0.92846E+01  0.93493E+01  0.94856E+01  0.94973E+01  0.11416E+02
  0.90000E+01  0.22560E+01 -0.11086E+00 -0.10361E+00  0.14420E+01  0.15134E+01  0.16074E+01  0.20257E+01  0.21579E+01  0.21790E+01  0.22560E+01  0.23706E+01  0.24447E+01  0.24950E+01  0.25629E+01  0.26199E+01  0.26804E+01  0.28026E+01  0.28147E+01  0.47315E+01  0.47970E+01  0.48921E+01  0.49096E+01  0.50203E+01  0.50667E+01  0.61857E+01  0.62601E+01  0.63426E+01  0.63792E+01  0.64249E+01  0.65357E+01  0.91400E+01  0.92248E+01  0.92903E+01  0.93571E+01  0.94989E+01  0.95174E+01  0.11417E+02
  0.10000E+02  0.22821E+01 -0.80570E-01 -0.69371E-01  0.14857E+01  0.15432E+01  0.16605E+01  0.20935E+01  0.21674E+01  0.22332E+01  0.22821E+01  0.23700E+01  0.24868E+01  0.25358E+01  0.26072E+01  0.26489E+01  0.26768E+01  0.28050E+01  0.28403E+01  0.47997E+01  0.48495E+01  0.48975E+01  0.49216E+01  0.49879E+01  0.50833E+01  0.61981E+01  0.62853E+01  0.63421E+01  0.63848E+01  0.64756E+01  0.65365E+01  0.91474E+01  0.92379E+01  0.93004E+01  0.93656E+01  0.95019E+01  0.95452E+01  0.11418E+02
  0.11000E+02  0.22948E+01 -0.46003E-01 -0.33468E-01  0.15419E+01  0.15797E+01  0.17167E+01  0.21696E+01  0.22065E+01  0.22948E+01  0.23231E+01  0.23801E+01  0.24899E+01  0.25457E+01  0.26484E+01  0.26990E+01  0.27027E+01  0.27990E+01  0.28499E+01  0.48470E+01  0.48706E+01  0.49105E+01  0.49277E+01  0.49843E+01  0.51130E+01  0.62198E+01  0.63112E+01  0.63402E+01  0.63855E+01  0.65214E+01  0.65440E+01  0.91607E+01  0.92470E+01  0.93104E+01  0.93777E+01  0.95022E+01  0.95692E+01  0.11419E+02
  0.12000E+02  0.23433E+01 -0.14791E-01 -0.91546E-03  0.15982E+01  0.16200E+01  0.17679E+01  0.22257E+01  0.22789E+01  0.23433E+01  0.23782E+01  0.24055E+01  0.24892E+01  0.25535E+01  0.26371E+01  0.27065E+01  0.27567E+01  0.28200E+01  0.28447E+01  0.48321E+01  0.48758E+01  0.49088E+01  0.49553E+01  0.50320E+01  0.51405E+01  0.62486E+01  0.63334E+01  0.63404E+01  0.63878E+01  0.65184E+01  0.65832E+01  0.91766E+01  0.92524E+01  0.93172E+01  0.93913E+01  0.95009E+01  0.95857E+01  0.11419E+02
  0.13000E+02  0.23688E+01  0.93507E-02  0.30863E-01  0.16506E+01  0.16716E+01  0.18135E+01  0.22805E+01  0.23441E+01  0.23688E+01  0.24159E+01  0.24682E+01  0.25207E+01  0.25508E+01  0.26365E+01  0.26928E+01  0.27549E+01  0.28381E+01  0.28901E+01  0.47993E+01  0.48777E+01  0.49009E+01  0.50097E+01  0.50768E+01  0.51733E+01  0.62736E+01  0.63363E+01  0.63689E+01  0.64018E+01  0.65067E+01  0.66184E+01  0.91957E+01  0.92576E+01  0.93196E+01  0.94045E+01  0.95016E+01  0.95955E+01  0.11420E+02
  0.14000E+02  0.23831E+01  0.21268E-01  0.56668E-01  0.16913E+01  0.17193E+01  0.18465E+01  0.23345E+01  0.23699E+01  0.23831E+01  0.24443E+01  0.24998E+01  0.25574E+01  0.25756E+01  0.26445E+01  0.26966E+01  0.27353E+01  0.28348E+01  0.29421E+01  0.47781E+01  0.48720E+01  0.49099E+01  0.50531E+01  0.51046E+01  0.52018E+01  0.62798E+01  0.63446E+01  0.64023E+01  0.64291E+01  0.64887E+01  0.66374E+01  0.92157E+01  0.92626E+01  0.93199E+01  0.94100E+01  0.95031E+01  0.95962E+01  0.11419E+02
