  0.00000000E+00 -0.90985694E+01
  0.14704294E-01 -0.90979177E+01
  0.29408588E-01 -0.90959630E+01
  0.44112882E-01 -0.90927064E+01
  0.58817176E-01 -0.90881496E+01
  0.73521470E-01 -0.90822948E+01
  0.88225764E-01 -0.90751447E+01
  0.10293006E+00 -0.90667022E+01
  0.11763435E+00 -0.90569704E+01
  0.13233865E+00 -0.90459524E+01
  0.14704294E+00 -0.90336509E+01
  0.16174723E+00 -0.90200685E+01
  0.17645153E+00 -0.90052072E+01
  0.19115582E+00 -0.89890688E+01
  0.20586012E+00 -0.89716543E+01
  0.22056441E+00 -0.89529646E+01
  0.23526870E+00 -0.89329998E+01
  0.24997300E+00 -0.89117602E+01
  0.26467729E+00 -0.88892456E+01
  0.27938159E+00 -0.88654558E+01
  0.29408588E+00 -0.88403911E+01
  0.30879017E+00 -0.88140519E+01
  0.32349447E+00 -0.87864392E+01
  0.33819876E+00 -0.87575545E+01
  0.35290306E+00 -0.87274001E+01
  0.36760735E+00 -0.86959790E+01
  0.38231164E+00 -0.86632949E+01
  0.39701594E+00 -0.86293521E+01
  0.41172023E+00 -0.85941556E+01
  0.42642453E+00 -0.85577104E+01
  0.44112882E+00 -0.85200218E+01
  0.45583311E+00 -0.84810948E+01
  0.47053741E+00 -0.84409339E+01
  0.48524170E+00 -0.83995429E+01
  0.49994600E+00 -0.83569247E+01
  0.51465029E+00 -0.83130806E+01
  0.52935458E+00 -0.82680109E+01
  0.54405888E+00 -0.82217138E+01
  0.55876317E+00 -0.81741863E+01
  0.57346747E+00 -0.81254238E+01
  0.58817176E+00 -0.80754200E+01
  0.60287605E+00 -0.80241678E+01
  0.61758035E+00 -0.79716591E+01
  0.63228464E+00 -0.79178854E+01
  0.64698894E+00 -0.78628382E+01
  0.66169323E+00 -0.78065100E+01
  0.67639752E+00 -0.77488940E+01
  0.69110182E+00 -0.76899858E+01
  0.70580611E+00 -0.76297830E+01
  0.72051041E+00 -0.75682864E+01
  0.73521470E+00 -0.75055000E+01
  0.74991899E+00 -0.74414319E+01
  0.76462329E+00 -0.73760941E+01
  0.77932758E+00 -0.73095032E+01
  0.79403188E+00 -0.72416799E+01
  0.80873617E+00 -0.71726494E+01
  0.82344046E+00 -0.71024411E+01
  0.83814476E+00 -0.70310881E+01
  0.85284905E+00 -0.69586272E+01
  0.86755334E+00 -0.68850982E+01
  0.88225764E+00 -0.68105434E+01
  0.89696193E+00 -0.67350072E+01
  0.91166623E+00 -0.66585356E+01
  0.92637052E+00 -0.65811759E+01
