G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
M                             101         1.4704293982      0.0000000000      0.5000000000      0.0000000000
K                             159         2.3193813691      0.3333330000      0.3333330000      0.0000000000
G                             274         4.0172852944      0.0000000000      0.0000000000      0.0000000000
